Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
You're welcome. Our next question comes from the line of Alexia Howard with Bernstein. Please proceed with your question.,"Morning, Alexia.",2625.093,2629.597,11,2021,1,0.152,4.508,1,-0.0419999999999999,-0.6869999999999998,0,0.086,5.199,1,-0.1069999999999999,6.771,1,0.371,8.626,0,0.1899999999999999,8.748999999999999,0
"Hi there. So can I ask about pricing dynamics, particularly on the bars business? We only get visibility into the measured channel data, but Would I be right in thinking that you probably did have a pricing benefit at the net pricing line earlier in the pandemic, perhaps because of a pullback in promotional activity? And I'm just wondering with the step up in merchandising on particularly on the Quest side of things, is that going to lead to declines in pricing year on year as we look out through the course of 2021? And then I have a follow up.","Yeah, I mean, the pricing benefit that we got from the pandemic was actually fairly short-lived. If you remember, we talked about on the last couple of calls, you know, retailers in our Q3, in that March to May time period, retailers really pushed out or cut promotional activities, you know, just to reduce the complexity in their stores. A lot of those fell into Q4, so we saw, you know, we saw some price realization benefit lower volume, but price – realization benefit in Q3. That kind of flipped on the other side in Q4. Q1 of this year, kind of normal. We didn't see much of a change. We kind of have similar merchandising activity here in Q2 as well. So it was really just a short-term March to May time period for us where we got that price realization. So as we lap Q3, yeah, we'll probably see higher trade rates. in Q3 assuming mobility is okay and maybe a little bit of benefit in Q4 as we don't have as much as we kind of push together a bunch of activity in Q4. But right now it's pretty normalized.",2664.713,2741.404,12,2021,1,0.381,4.889,0,-0.067,-0.7539999999999998,0,0.0699999999999999,5.268999999999999,0,0.562,7.333,0,0.895,9.521,0,0.966,9.715,0
"Perfect. That's super helpful. And then the second question is really around M&A. And now that your leverage is down below three times, I know that was a goal for Q4, now have an increased appetite to look for possible deals, and what would the criteria be for any future you might look at? Thank you, and I'll pass it on.","Yeah, with leverage improving with the integration, mostly not completely all behind us and synergies on track, we have started to – we've popped up and started looking at possible assets. Again, we like the category we're in. We search for assets that fit our supply chain and fit our front-end customer standpoint. We like branded, strong consumer-branded businesses that have shown the ability to attract users, so we tend to look at our business from a consumer brand standpoint first. And I think the only criteria this may have shifted over the last year or so is size. We're probably looking at assets that you know, or above 75 to 100 million in revenue. So we went, it's challenging when you have two businesses as big as we are to nurture smaller brands. So we're probably looking at assets that are a little bit biggish in size so that in the portfolio, it's meaningful and we can focus on it. So, and that was obviously one of the reasons we divested Simply Protein, just that it would be size challenge from an organization standpoint. So yeah, we are, we are, we are, up and looking at assets right now, and those are the kind of criteria that we think about.",2766.559,2845.262,13,2021,1,0.504,5.393,0,-0.074,-0.8279999999999998,0,0.347,5.616,0,0.794,8.127,0,0.917,10.438,0,0.964,10.679,0
"Perfect. Thank you very much, and I'll pass it on. Happy New Year.",Have a good day.,2849.123,2850.824,14,2021,1,0.151,5.544,0,-0.0289999999999999,-0.8569999999999998,0,0.156,5.771999999999999,0,-0.1339999999999999,7.993,0,0.526,10.964,0,0.822,11.501,0
"Hi, everyone. E-commerce has become an increasingly important part of your business. Would you be able to give some context about the share of Atkins and Quest? within the space and maybe some of your perspective about it going forward?","Yeah, I'll take that one. So from a share of business, Quest, you know, for both businesses, it's been accelerating. So it's 20 to 25% of business for Quest. As Joe said in his opening remarks, it's close to 10% right now on the Atkins side. Both businesses doing exceptionally well, and we anticipate that will continue to increase over time.",2872.174,2902.335,15,2021,1,0.411,5.955,0,-0.0769999999999999,-0.9339999999999996,0,0.6779999999999999,6.449999999999999,0,0.7090000000000001,8.702,0,0.888,11.852,0,0.951,12.452,0
"Okay, that's helpful. And would you be able to discuss any consumer work that you've done about how much or how little consumers have focused on weight management during the pandemic? And maybe any forward-looking thoughts on that and whether or not that's maybe impacted your marketing efforts around the New Year's resolution period?","Yeah, it's a great question. It's one we ask ourselves a lot. Probably the metric that I would point to right now is the new buyer growth in the first quarter on Atkins was encouraging, right? Because the concern that we had is, well, on average, people have gained in the U.S., adults have gained about 12 pounds during the pandemic. There hasn't been the trigger point to get them to start acting on that. It clearly didn't occur like we thought it would be at back-to-school levels. we're kind of hoping and merchandising and marketing as if it's going to happen in January, February, March. So I think that that'll be, I think, the important key. When do people kind of reengage to start making lifestyle changes in order to get that part of their life back under control? So the household penetration, the new buyer data would suggest people are more engaged in that. It'll be interesting to see how it plays out in January, February, March.",2921.83,2978.534,16,2021,1,0.4669999999999999,6.422,0,-0.0639999999999999,-0.9979999999999996,0,0.419,6.869,0,0.613,9.315,0,0.817,12.669,0,0.96,13.412,0
"That's helpful. And one last one for me. I believe you may have mentioned this in your prepared remarks, but could you talk about the sell-in versus sell-out dynamics versus 1Q?","I'm sorry, could you ask that question again? Are you talking about inventory or are you talking about sell-through consumer dynamics?",2989.95,3001.757,17,2021,1,0.055,6.476999999999999,0,-0.073,-1.0709999999999995,0,-0.017,6.851999999999999,0,-0.3429999999999999,8.972,0,0.514,13.183,0,0.404,13.816,0
The sell-in versus the sell-out dynamics during the quarter.,"So we picked up, because of our positive benefit from the shelf resets, we got a nice little pipeline fill from that. That kind of offset, if you remember, we had some back-to-school time period brought some revenue into Q4 of last year. We thought that was going to be about a two-point headwind to Q1. The reset timing and how well we did kind of mitigated that piece of it largely. That was kind of an offset, so that was a nice benefit for us in the quarter. And as we talked about, we did have some seasonal shifting between November, December versus prior year, and that helped us by about two points.",3007.74,3053.637,18,2021,1,0.35,6.827,0,-0.062,-1.1329999999999996,0,0.47,7.321999999999999,0,0.581,9.553,0,0.9,14.083,0,0.967,14.783,0
"Good morning and congratulations on the good quarter despite the difficult environment. So thank you for the the insights on the 12 pounds gained on average during the pandemic. I was wondering about that. I'm also wondering if your consumer insight data shows anything that could point to habits that have potentially changed permanently, you know, that could make weight loss look different when we emerge from the pandemic. You know, for example, home-cooked meals have become more prevalent. I'm wondering if there's any way that might potentially dampen demand for meal replacement shakes and bars.","Yeah, I don't have data that would suggest that the – the habits and practices that people have formed during the pandemic is going to change that. I just have observation that as mobility has improved, so has the consumption of our business. So, you know, I think that that is probably the big debate going on in food companies with larger food companies trying to convince folks that meals are going to come back in vogue and Moms are going to continue to cook. I just happen to think that, you know, frankly, convenience is always going to be an important consumer benefit, that our lives, whether we like it or not, are going to become hectic and time-challenged, as they were before and on the go. Nutritional consumption is going to become ever important, right? I just don't think... I just don't think that all of a sudden we're going to return to the 1950s and 1960s when it comes to eating meals. If you look at millennials, they actually almost don't see a difference between snacking and eating meals. In fact, they don't even see them as meals. So they're snacking as everyday eating, just as they see a meal. It's almost seamless between the two. I don't think that's changing either, quite frankly. You know, I'm pretty optimistic that just in our own behaviors as a business that when the pandemic's behind us, we're going back to the office because it's not as efficient to operate remotely. And with that will come a lot of the habits and practices that we had prior to the pandemic. My guess is that's going to be more true than not. And so we're pretty optimistic as that mobility improves so will our business and so will bar consumption and that mass shopping behavior will go back to more norms.",3110.133,3233.966,19,2021,1,0.518,7.345,0,-0.066,-1.1989999999999994,0,0.4049999999999999,7.726999999999999,0,0.652,10.205,0,0.842,14.925,0,0.972,15.755,0
"Okay, great. Thank you so much.","Yeah, you're welcome.",3237.048,3238.709,20,2021,1,0.101,7.446,0,-0.053,-1.2519999999999996,0,0.0349999999999999,7.762,0,-0.13,10.075,0,0.4479999999999999,15.373,0,0.708,16.463,0
"Ladies and gentlemen, that concludes our question and answer session. I'll turn the floor back to Mr. Scalzo for any final comments.","Yeah, thanks again for your participation on our call today. We hope You continue to remain safe, and we look forward to updating you on our second quarter results in April. Hope everyone has a happy and safe day. Thanks.",3246.015,3258.605,21,2021,1,0.255,7.701,0,-0.0569999999999999,-1.3089999999999995,0,0.2339999999999999,7.995999999999999,0,-0.075,10.0,0,0.647,16.02,0,0.63,17.093,0
Our first question is coming from the line of Jason English with Goldman Sachs. Please proceed with your questions.,"Hey, good morning, folks. Thank you for stopping me in. I apologize if I missed this in prepared remarks, but can you tell us what the organic sales growth was for both the Atkins brand and Quest brands? For the quarter, you'll see in the queue The Atkins was down about 10% largely due to the shift from Q1. And also we had some, due to the storms in Texas, we had a fair amount of shipments, particularly on the Atkins brand that kind of got held up in transit. That will come back in Q3. So versus a low single digits total consumption, timing of shipments was off a bit on Atkins. Quest, on the other hand, was up in the high teens. Okay. And I think I heard, Todd, I think I heard you mention in prepared remarks that that pull into Q1 out of Q2 was about two points on Atkins. Okay. So implying that this deferral of shipments into Q3 may actually be like an eight-point or larger type benefit for Atkins. Am I doing the math properly on that? Yes, it's probably not that much. We also pulled back with our new business model in Canada that affected the North American business for Atkins as well, so we lost a point or two there. So we lost a few points due to the storms. That will go right into Q3. And then we lost a little bit in Canada as well. Got it. That's helpful. And, Joe, quick question for clarification on – on the outlook. In prepared remarks, you mentioned that your guidance is predicated on the current consumer mobility levels sort of holding steady rather than sequentially improving. But at the same time, right before that, you mentioned that you expect mobility to continue to improve. So I guess the question is, which is it? From your planning assumption, are you assuming stagnation on mobility or are you indeed expecting and planning for continued progress. Yeah, we're actually, the assumptions in our guidance for the second half of the year assumes status quo. Excellent. Thank you so much for the clarification. I'll pass it on. Yeah.",1449.554,1602.804,1,2021,2,0.31,0.31,0,-0.0549999999999999,-0.0549999999999999,0,0.01,0.01,0,0.957,0.957,0,0.856,0.856,0,0.932,0.932,0
"Hi, good morning. Chris, I just had a question for you. As I think about the current state of your business, the current mobility and the sort of sales that's creating, at least in measure channels that we can track, and I realize we're not going to get the full picture because of the very strong growth in e-commerce, but it would seem to suggest against the really easy comps of the prior year, some very strong sales momentum in the third quarters. You go against those really easy comps in those kind of April and May in particular from the prior year. I just want to get a sense of how to think about the current rate of revenue, and again, in a world where you don't expect mobility to improve, should this general rate of sales hold, based on your assumptions? And is there any other considerations around that, like inventory movements, or we got a little bit of that just now from Jason's question, but also promotional timing, things that could distort it up or down in the coming quarters?","They're probably helpful to think of it on a quarter basis, so historically, third quarter is a bigger quarter for us than fourth. So I would think, Chris, the kind of run rate you're seeing right now probably will be more like we'll see in the third quarter kind of week to week. And then we would expect some softening because we do see it historically in the fourth quarter just based upon kind of the seasonality of the business. And then you rightfully pointed out that we saw higher levels of inventory in transit at the end of the second quarter, which obviously just flow right into the third quarter. So I think that's probably helpful from just how to think about a run rate standpoint. And again, to Jason's question, we're assuming we learned a little bit about mobility, a little bit more specificity around mobility. And specifically, our brands correlate in particular bars into a lesser degree, correlate not to just consumption correlate not just to general mobility, but being at work and being in transit to work. So general mobility is a good benefit because it improves shopper traffic and in particular in mass, but we're really looking for people to get back to their normal lives and get back to work. And if you think about it, that makes a fair amount of sense. While we've been sitting at home, we are probably eating more meals and using our products less for meal replacement. When we start going back to work and in transit to work, fewer meal occasions, more products, in particular bars and shakes, used as a meal replacement and or snack while that works. So for us, mobility, understanding what mobility really means made us a little bit more cautious as we moved into the second half of the year because it seems like mobility is going to get better. But we really need people to get back to work. And for us, that felt like fourth quarter, first quarter next year before at least the U.S. gets back to that state. Okay, that's good color. Yeah, one other thing I would say, if you remember from last year when COVID hit in March, retailers really just kicked out or pulled off all their promotions. So we are lapping that now. We're kind of at a normalized promotional period for Q3 and also for Q4. So you're going to see, and if you remember last Q3, volume was way down, which was not helpful for us, obviously, but our margins, both at the gross margin and EBITDA margin, really benefited from that pullback in trade activity. So the profit held very, very nicely. We're going to see a bit of a reversal of that in Q3. I think we're going to have a very strong volume quarter as we lap Q3. We're also reinstating some trade so that we'll have a bit of a margin hit for the quarter. And then as you go into Q4, as we started to, especially on the Quest side, Quest had a very strong Q4. They snapped back very, very quickly. And we had pretty normal trade activity in the quarter. And so the trade impact should be pretty nominal in Q4, but there will be a Q3 impact.",1662.921,1864.108,2,2021,2,0.451,0.761,0,-0.063,-0.1179999999999999,0,0.281,0.291,0,0.905,1.862,0,0.856,1.712,0,0.96,1.892,0
"Okay, that's good color. And just a quick follow-up, because it kind of leads into the point you made there, Todd, around promotional spending. And I guess, so I think what you just said is we should look for, like, it's like more normalized promotional levels for the second half of the year. And I'm just also just curious around that, the degree to which incremental shelf space, the innovation, if that's prompting even more, therefore, than what's called the normalized level of promotion.","I don't, you know, I don't think so. It's... Again, it was just really artificially low last year. So we're going to go back to normal levels. And then just, you know, unfortunately, year over year, it looks like there's, you know, incremental trade spend. But it's really just getting back to kind of 2019 levels.",1888.867,1911.103,3,2021,2,0.282,1.043,0,-0.069,-0.1869999999999999,0,-0.032,0.259,0,-0.413,1.449,0,0.6910000000000001,2.403,0,0.736,2.628,0
