Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Good morning, everybody. Maybe if we could talk about the, so we've heard ocean freight and just transportation in general, I guess globally has become increasingly an issue. Are you guys finding that, you know, I know this last year you got some benefit from, from some of the cabinet manufacturers looking to do, you know, in source, production, are you guys finding that to be increasingly a trend in this environment, or is there some other offset that might negate that factor?","No, we still see it as that is a tailwind for us. Internationally sourced freight is The ability to find containers and the surcharges being applied to containers is a significant cost to those that heavily rely on importing a product. So that is an opportunity for us. Our challenge will be, as you know, is we do a very good job of trying to source and supply locally. So it's the inner freight between our plants and trying to minimize the freight costs between us and our customers that we're focused on right now. We don't have a huge impact on the cost side of us from international freight. So that piece is an opportunity. Okay.",1532.272,1586.554,11,2021,1,0.4549999999999999,3.6019999999999994,0,-0.065,-0.699,0,0.412,2.0,0,0.356,3.763,0,0.913,8.832,0,0.954,9.863,0
"And then in North American fenestration, obviously a big quarter there and the outlook is very strong. I mean, is there any way to gauge? I think you guys have been, you know, doing well on the top line with some of your initiatives recently. like screens, for example, but is there any way to gauge, you know, what the, I guess, the market's growing versus how fast you guys are expecting to grow? And then, you know, also, I guess, you know, Windows is one of the things that we've heard is the most constrained product in the industry. Is that leading to an increased backlog for you guys in the coming course? In other words, maybe you would have even had stronger results in Q1 had the industry been able to keep up with the demand?","Let me take the first part of that on the us versus market in North America fenestration. So as you know, we track a few different sources. And Ducker is one that we track for window shipments. And I think their latest forecast showed an expectation of about 6% growth this year. Obviously, with the revised guidance that we just provided, that would indicate that we're growing meaningfully above market. I think, to your point, screens is definitely one of the main drivers there. I'll turn it over to George for the other comment. In terms of the backlog with the Windows customers, You know, I think that this, again, Ruben, goes to the pace setter being installation labor versus new build. From what we're hearing from our customers, demand is strong, backlogs are there, and it's really the installation of windows into the opening holes that's the pace setter for the flow through our industry. So I'm not sure... We could have provided any more windows, and I don't think my customers can make any more. It's really being paced on the installer end.",1631.912,1712.276,12,2021,1,0.516,4.117999999999999,0,-0.067,-0.7659999999999999,0,0.497,2.497,0,0.921,4.683999999999999,0,0.847,9.679,0,0.902,10.765,0
"Okay, and then if I could sneak one more in. Any updates or anything new on the energy efficiency front? I know that you guys, your spacers are efficient and would benefit from any kind of new regulation from the administration. Have you heard or have any updates there?","No, I think it's too early into the new administration. I mean, we anticipate over everything that we're seeing that, you know, it'll be at some point have a renewed focus. You know, we tend to be behind the Europeans in that realm, and we anticipate it'll be addressed, but it hasn't at this point, and we haven't heard anything on the near-term horizon. Great. Thank you, guys, and congrats on the good start to the year.",1733.511,1762.815,13,2021,1,0.248,4.366,0,-0.059,-0.825,0,0.065,2.562,0,-0.0419999999999999,4.642,0,0.7110000000000001,10.39,0,0.589,11.354,0
Your next question is from the line of Ken Zinner of KeyBank.,"Good morning, gentlemen. Good morning, Ken.",1769.428,1774.411,14,2021,1,0.1669999999999999,4.533,0,-0.0659999999999999,-0.8909999999999998,0,0.121,2.683,0,-0.094,4.548,0,0.5,10.89,0,0.528,11.882,0
"Oh, what a quarter. Let's see here. I'm just looking at your January presentation, 55%, thereabouts, North American fenestration. Can you just update us? on the mix of your three businesses there. Is it about a third, a third, a third still, would you say, for IGE screens and profiles?","I think really based on some of the comments we made on screens and accessories, that piece is probably growing to a little bit more than a third. Yeah. IGE is doing well, too. And I would say vinyl is probably on the lower end of the three.",1796.861,1816.989,15,2021,1,0.255,4.787999999999999,0,-0.068,-0.959,0,0.493,3.176,0,0.205,4.753,0,0.708,11.598,0,0.829,12.711,0
"Now, I appreciate that, and it's getting to the actual questions about the quarter and the year, but I ask that because it seems like you're obviously, if the industry is up six, and what was, Doug, you're saying FY20 was up for the industry? Scott, if you have that?","For 21, they were expecting 6% growth. Versus what in FY20, please? Okay.",1833.668,1841.155,16,2021,1,0.0479999999999999,4.835999999999999,0,-0.062,-1.021,0,0.037,3.213,0,0.054,4.807,0,0.619,12.217,0,0.865,13.576,0
"I'm just trying to see, was this share gain, yeah, that's where I'm going.","Yeah, about two, a little over 2% in 20.",1849.078,1852.031,17,2021,1,0.014,4.85,0,-0.061,-1.082,0,-0.0239999999999999,3.189,0,0.413,5.22,0,0.658,12.875,0,0.948,14.524,0
"Right. So would you say the share gains you're seeing in screens is really a function of, you know, your strategy to help manufacturers improve their businesses? Is that Is that a new function that we're seeing in 21, or was that kind of evident in the back half of 20 or 19? Is this a new event is what I'm getting at? Because it's real success you're having, obviously.","Yeah, I would say the success on the screen side is really working with our customers to show the benefit of outsourcing that process and allowing them to focus on using their labor to manufacture and sell windows. The other thing that it's starting to see, and if you remember, we opened up a new plant at the very end of our fiscal 2020, and so we're gaining some growth on an area that was underserved in prior years. That's the two impacts on the screen side.",1882.664,1915.942,18,2021,1,0.474,5.324,0,-0.066,-1.148,0,0.479,3.668,0,0.484,5.704,0,0.924,13.799,0,0.882,15.406,0
"Okay, so when you're saying underserved, just to explore this, because I think about these businesses all different. Underserved, I mean, so you opened up a new plant, and I could Google this, I guess, but you're opening up a plant next to – an existing customer or new customer, basically. So it's actually a greater share of that person's screen business is what I'm assuming you're saying to me.","As we said in the past, the screen product line, and if you look on our investor presentation and see our footprint, the screens are, in terms of weight, very light and they can be easily damaged. So The location of a plant is really based upon a freight radius. We know our optimal radius to be able to ship a screen. So when we locate a new plant, it tends to be around a cluster of customers that we think we have an opportunity to get new business on. And that's why we chose Allentown, PA.",1940.577,1974.736,19,2021,1,0.435,5.759,0,-0.0689999999999999,-1.2169999999999996,0,0.0559999999999999,3.724,0,0.5700000000000001,6.274,0,0.892,14.691,0,0.972,16.378,0
"Excellent. Really appreciate that. So going back to the other piece, if you guys don't mind this question because it Penetration is a fascinating industry. Your profiles, would you say your profile shipments have been in line with the industry growth rate or, you know, or the kind of share gains that we're seeing in your guidance? And related to that, you know, obviously the price pass-through, you know, or are you seeing any disruption there relative to your ability to capture price on the underlying market? Because all that stuff is under contract, right? I mean, it's not a lot of spot. Is it on the accruing side for price?","Yeah, that is correct. I would say in general our growth has been in line with what we're seeing in terms of the market. As we've said in the past, we've been very focused on understanding what we do and do well. So as we've quoted and gone after and retained specific pieces of the business, it's based on SKUs that we feel that we can run effectively. And the other piece that we're doing is we're looking at areas in non-fenestration and it's just starting, but being able to look at other things that use extruded vinyl profiles and utilizing the assets. So we're really, our focus right now is on OEE, keeping the equipment up and running and optimize all runs. to be able to effectively improve profitability. And so that's what we're working on in that area.",2020.989,2075.152,20,2021,1,0.4649999999999999,6.223999999999999,0,-0.0699999999999999,-1.2869999999999997,0,0.222,3.946,0,0.727,7.001,0,0.915,15.606,0,0.884,17.262,0
"And where would you say your capacity is pre having that big shutdown, you know, two or three years ago? Are you running at about 60% of the capacity you did at the peak, you know, three or four years ago?",I would say roughly that's correct.,2088.301,2093.024,21,2021,1,0.114,6.337999999999999,0,-0.072,-1.3589999999999995,0,0.011,3.957,0,-0.0269999999999999,6.974,0,0.7190000000000001,16.325,0,0.955,18.217,0
"Excellent. And then last question, sorry, but The comments from you, consistent with KCMA data, showing cabinet sales up 10% in January, but, you know, semi-custom up 17%, and that's one month, and I'd have to look at the comps and such. But, wow, what a turn. Can you comment as to the 5% growth, if you think that's reasonable enough? Obviously, I think it's reasonable as your guidance, but I mean, do you think there's upside there, or do you have installation constraints like you do in windows, or do you think there could be something bigger there? Because semi-custom homeowners' equity is at a record level. You know, do you think there's – that's a really favorable term for you. That's my last question. Thank you very much, gentlemen.","Thanks, Ken. To answer that question, I think really the biggest pacesetter for us is labor availability, which I talked about. If there is any upside, it will be on any loosening of available labor in the areas where we have our door and our components plants.",2144.815,2163.037,22,2021,1,0.347,6.685,0,-0.0659999999999999,-1.4249999999999996,0,0.466,4.423,0,0.7150000000000001,7.689,0,0.676,17.001,0,0.928,19.145,0
"Yes, thanks again. Most of my follow-ups are covered, but just a quick one. Maybe comment on your proclivity to be more aggressive in terms of buybacks with the remaining 9 million authorizations just given rising EBITDA and strong expected free cash flow and obviously all the gains that you've made on the balance sheet?","Yeah, good question. I think that, to your point, we are operating well. We're putting up good numbers. We did repurchase about $1.9 million in the first quarter. I think the average price was right around $25 or so, which sends a message that we still continue to believe our stock is undervalued even at these levels. So we will be opportunistic with repurchasing stock going forward.",2192.391,2215.924,23,2021,1,0.382,7.066999999999999,0,-0.0819999999999999,-1.5069999999999997,0,0.6489999999999999,5.072,0,0.509,8.198,0,0.868,17.869,0,0.928,20.073,0
That is helpful. Thanks again.,Yep.,2219.345,2220.586,24,2021,1,0.0779999999999999,7.145,0,-0.052,-1.5589999999999995,0,0.012,5.084,0,-0.207,7.991,0,0.4189999999999999,18.288,0,0.6990000000000001,20.772,0
"And at this time, we have no further questions. I will turn it back over to our CEO, George Wilson, for any closing remarks.","Before we sign off, I'd just like to take a brief moment and thank Bob Buck for his service on our board and to Quantix. Bob's contributions over the years were invaluable, and his guidance will be missed as he enters his retirement. I'd like to thank you all for joining the call, and we look forward to providing an update on our next earnings call in June.",2227.988,2250.07,25,2021,1,0.346,7.491,0,-0.06,-1.618999999999999,0,0.361,5.444999999999999,0,-0.071,7.92,0,0.7759999999999999,19.064,0,0.939,21.711,0
"Morning, George. Morning, Scott. Thanks for taking the questions. I'm hoping you can break down or at least directionally give a little bit more detail in terms of price versus quantity as far as the growth is concerned for each of the three segments.","Yeah, that's a tough one to answer. I don't have the data right here in front of me. Volume is definitely the main driver. Pricing in North America is really – push through via contractual pass-throughs for our major raw materials, as you know. And then in Europe, it's the opposite. We don't have contractual pass-throughs there, so it's all priced that we push through to customers. Give me a little time to gather more detail, and we can talk offline.",1127.207,1158.898,1,2021,2,0.327,0.327,0,-0.075,-0.075,0,0.037,0.037,0,0.2299999999999999,0.2299999999999999,0,0.742,0.742,0,0.757,0.757,0
"Fair enough. Obviously, Europe remains exceptionally strong. You know, is it the lack of housing stock that's sort of causing the boom in R&R and qualitatively any commentary and how would you describe your visibility beyond sort of the next two quarters?","I would say right now the underbuilt housing market is the main driver. You couple that with still some restrictions on travel and the increase in discretionary spending income that people have. That has continued to bode well and I don't think that that's going to subside in the short term. So Those two factors are the main driver, and in terms of visibility, outside of the next two quarters, it is limited, but I would say depending on raw material availability and supply issues, the next two quarters look extremely strong, and we're very confident in what we see over the next two quarters.",1180.073,1224.273,2,2021,2,0.361,0.688,0,-0.0709999999999999,-0.1459999999999999,0,0.6259999999999999,0.6629999999999999,0,0.0559999999999999,0.2859999999999998,0,0.825,1.567,0,0.922,1.679,0
"Got it. And similarly in North America, you know, with backlogs for new homes rising to all-time highs, are you benefiting from people choosing to refurbish instead of purchasing a new home to the extent that you have intel there?","I think what we're seeing is exactly that. You know, the availability of new housing starts. I mean, there's just no builders or lack of builders, and the existing – Existing home inventory is at an all-time low. Homes are turning over extremely quick, so there's no inventory. So people that want to do something are being forced into the R&R market, and we absolutely see that, and our customers are seeing it as well. And I think, just to clarify, I think he meant the challenge of getting labor. Oh, in terms of the labor, it's a challenge across the board for every industry, and that's not letting up. I mean... Every aspect of our supply chain is having a hard time getting labor. Our customers are having a hard time getting labor. It's a challenge for us as well. Now, I will tell you that we are cautiously optimistic that, as I mentioned, some of the changes in some of the state unemployment funding levels appear to be repealing and In certain areas, we're starting to see some signs of maybe some relief, but it's still too early to tell, Dan.",1241.295,1316.912,3,2021,2,0.479,1.167,0,-0.066,-0.2119999999999999,0,0.576,1.239,0,0.708,0.9939999999999998,0,0.815,2.382,0,0.952,2.631,0
"You actually answered my next one as well, so I got two birds with one stone. Lastly, maybe just talk about you added glass to the list, you know, growing list for everybody of supply chain challenges, you know, any incremental color there and, you know, sort of, I assume that that's baked into – are there challenges baked into the guidance, or are you just sort of seeing incremental pressures build? Any color would help.","Sure. So for the glass, it's a relatively new issue, and it's primarily in U.K. and continental Europe. So the glass suppliers, there's two suppliers that have float lines that manufacture the glass that have gone down, and they're on force majeure with – customers on allocation. Now, obviously, we don't buy that, but any of our window and door customers that use glass, it will impact their ability to manufacture. So there's restricted capacity in both the U.K. and Europe for glass. It's mainly a European issue. As it's being relatively new, there's very little of that impact baked into our guidance. What's baked into our guidance is what we're being told now. So the only comment being is if that situation worsens and something else were to happen unexpectedly, that could have an impact. And that is not baked into our guidance.",1350.5,1408.854,4,2021,2,0.3369999999999999,1.504,0,-0.0729999999999999,-0.2849999999999998,0,0.015,1.2539999999999998,0,0.413,1.4069999999999998,0,0.837,3.219,0,0.723,3.354,0
"Hey, good morning. Maybe can you talk to share gain or share shift in any of your segments if it was a contributor to Q2 results or in the guidance?","So as we see, and I won't give you specific numbers, I will give you anecdotally what we see is happening and what has been our selling point in terms of what we bring to the table. As labor continues to be a challenge, in many of our product lines, you know, we have external customers, but some of our customers also are vertically integrated and have the ability to manufacture the same products. As they are looking... to find ways to better increase their output. They're looking at potentially outsourcing non-critical components. And so where we say share gain, in many cases, it's customers deciding to outsource some product. And that's primarily in screens and cabinets is where we'll see the biggest impact of those types of share gains. You can also see that in vinyl, although that's a little more complicated. You still there, Steven? Sounds like we may have lost Steven.",1437.521,1514.345,5,2021,2,0.48,1.984,0,-0.074,-0.3589999999999997,0,0.1629999999999999,1.4169999999999998,0,0.2769999999999999,1.6839999999999995,0,0.886,4.105,0,0.935,4.289,0
"Hey, guys. Okay, sorry, sorry. Quick question, too. if under a scenario of a multi-year, um, strength in the housing market, um, do you foresee a stronger shift, um, kind of beyond the current supply chain challenges to outsourcing that, that would drive results in a pretty strong way over the next, uh, two to three years?","I think what we would see, and we we've stated all along that we we've seen that trend even before COVID, um, You know, as people look to optimize their output, minimize capacity expansion in terms of their footprint, and then also the labor, that trend will continue to challenge. We think it is a big upside, yes.",1546.223,1568.389,6,2021,2,0.373,2.357,0,-0.064,-0.4229999999999998,0,0.5139999999999999,1.931,0,0.299,1.983,0,0.876,4.981,0,0.955,5.244,0
"thank you good morning everybody and congrats on the the quarter guys um maybe just to start on the north american fenestration um strength that you saw you mentioned the the ducker numbers and obviously you guys have the screens business um to i think help you grow above and beyond the market well is it um how do we think about your customers building inventory does that happen at all uh In other words, if they haven't been able to keep up with demand, is there any risk that they've built inventory of your products to be ready for what they expect to see over the next six months or so, or does it not work like that with most of your products?","I think what we're seeing right now, there is really no ability for anyone to build inventory, Ruben, right now because of supply chain pressures. Even if you wanted to build some excess inventory and finish goods or anything, there's just not enough supply or labor to be able to do that. So I'm really doubtful that there's anyone being able to build up significant levels of inventory.",1624.946,1648.846,7,2021,2,0.322,2.679,0,-0.0739999999999999,-0.4969999999999996,0,0.064,1.995,0,-0.088,1.895,0,0.876,5.857,0,0.953,6.197,0
"Okay. And then sort of in a related vein, there's been a lot of talk about, you know, maybe that this level of housing starts the 1.5 to 1.6 or even 1.7 is sort of, you know, the best the market can do in terms of materials and labor in an environment where, you know, the starts level is kind of flattish in 2022 or even in your fiscal 22, do you guys think because of your exposure to R&R, because Windows in particular has been such a tight product category that you'd still be able to grow in that kind of setup because you're still, you know, all the backlog that you've talked about and other initiatives that you have and maybe just touch on initiatives you have to grow above and beyond the market, maybe if there's anything else other than screens that you could elaborate on?","Sure. To answer that, I will answer it in two segments. In terms of our growth expectations on a go-forward basis, and we'll obviously try to give further guidance in future meetings on that, we are very confident in the macroeconomic data points that we see that this cycle does have an extended length of time and even if the new construction side of it were to drop, again, the same fundamentals in R&R that you just mentioned. So we're pretty confident in the outlook in the near to midterm and through our strategic planning period. The other things that we're doing in terms of initiatives, you know, we've been so focused, and we talk about it on return on invested capital, is also finding ways to optimize existing assets that we have, and we're pursuing other markets with some adjacency products. For example, if you were to look at either our rubber extrusion in our spacer business, where we're pursuing other markets for extrusions, as well as vinyl extrusion, where the need for capacity in other people that extrude vinyl is very much out there. So we're becoming a supplier to OEMs in different markets. We're just planting those seeds, so the impact of that on today's numbers are not meaningful, but we believe that there's opportunity to grow potentially different markets organically, and we're working very hard on that.",1700.742,1794.865,8,2021,2,0.485,3.164,0,-0.069,-0.5659999999999997,0,0.5329999999999999,2.528,0,0.8059999999999999,2.701,0,0.939,6.795999999999999,0,0.971,7.168,0
"Great. That's very helpful. And last one for me is, this will probably be a question for Scott, you mentioned some whether it's price cost or difficult comps or what have you, reasons why margin expansion might be tough in the back half. As we move out into the next year, I know it's a little bit early, but just for modeling purposes, do you think that we kind of get past those pressures based on what we know today and you can get back into expanding margins as you grow the business?","Yeah, I think there's some confidence that we'll be able to do that specifically in the North American cabinet component segment, where we've been chasing hardwood costs higher. And at some point, as those stabilizers perhaps come down, we should benefit from a margin perspective. So I think you're right. We should expect that.",1827.915,1849.198,9,2021,2,0.321,3.485,0,-0.076,-0.6419999999999997,0,0.556,3.084,0,-0.33,2.371,0,0.7679999999999999,7.564,0,0.5599999999999999,7.728,0
"Hey, good morning, George. Good morning, Scott. So I wanted to start on the European segment. You saw very strong sales growth in Europe. I know you had the shutdowns in the second quarter of last year. What kind of exit sales growth rate did Europe do in April?","Year over year? It was stronger than the – well, it was about the average of the quarter. We're still doing very well in Europe. if you think about it, April and May of last year, we were shut down some in Europe. So, you know, the year over year. Oh, that's right.",1879.534,1904.581,10,2021,2,0.33,3.815,0,-0.0689999999999999,-0.7109999999999996,0,0.273,3.357,0,0.1,2.471,0,0.886,8.45,0,0.961,8.689,0
"That's right. Yep. Okay. Makes sense. Okay. And maybe can you speak to pricing in Europe? But, you know, I know you don't have contractual press pastors there, but, you know, what's your confidence level there that you can continue to kind of pass through any price in Europe?","You know, the market is so different, and I think the understanding of the OEMs about the cost structure of the products has made it – pricing is never an easy discussion, but when you go with data and transparent and your raw material cost, it's a much more – rational type of discussion with a customer. So I think we're very confident in our ability to continue to get price when needed and with the understanding that when price comes back, you know, we also share at that point too. So, you know, I think we're confident in being able to keep up with inflation and, you know, as long as you show it's not necessarily a margin.",1922.897,1966.278,11,2021,2,0.433,4.248,0,-0.073,-0.7839999999999996,0,0.335,3.692,0,-0.074,2.397,0,0.843,9.293,0,0.906,9.595,0
"Yep. Maybe switching over to the cabinet segment. Can you maybe remind us what the lag is with price increases contractually effective? And when you see that price, is it for hardwood, is it closer to 30 days or 90 days for hardwood?","So the pricing index, the way it works for cabinets, is typically a 90-day lag before it triggers. And there's a certain percentage. So the price has to go up a certain percentage, and then it triggers. And that's usually on a 90-day lag. The part that gets to be an issue is because we're buying from the mills, which tend to have a very short time period for us and everyone else that buys lumber, is you're typically paying in five to ten days. So a net 80-day gap between when you're paying the new price and when you're getting to pass it along to the customer, and then you take into account further escalation of price during that time frame. We're chasing it right now. At some point when that flattens and goes back down, you know, there'll be a benefit to us with the same time periods. But until that happens, we're chasing, and it's pretty significant with the rate of inflation that we see today.",1986.87,2040.118,12,2021,2,0.39,4.638,0,-0.069,-0.8529999999999995,0,0.012,3.704,0,0.924,3.321,0,0.889,10.182,0,0.972,10.567,0
"That makes sense. But since they're contractual, I mean, you know, they're automatically triggered. It's just a matter of the time lag at the moment, the 90-day time lag before they catch up. That is correct. Is that fair? Okay. Yeah. And I guess maybe just my last one here, just sticking with cabinets is, you know, obviously demand is strong. Is there any strategic kind of initiative or components to taking orders, even with, you know, maybe the overtime you might have to pay out? Because the incrementals there you saw this quarter aren't great, right? So I don't know if there's anything strategic to you, maybe taking orders at those incremental margins or, Or is it just pricing catching up, or is it ramping up labor and banking on lower overtime costs once you secure that labor?","I think right now, for us to minimize some of the overtime, and that's the biggest challenge from a margin perspective that's non-index related, we are evaluating capacity expansion and have the potential to add some different capacity in a different region that not only will grow our revenue, but also take pressure off of both interplant freight costs as well as the amount of labor time utilized. And we're working very hard at this point to assess our options on that. But I would think that that's an opportunity in the very near future for us to announce something there.",2090.79,2134.006,13,2021,2,0.368,5.006,0,-0.07,-0.9229999999999996,0,0.1659999999999999,3.87,0,0.305,3.626,0,0.85,11.032,0,0.912,11.479,0
Understood. Thanks for taking the questions.,Thank you.,2137.487,2139.388,14,2021,2,0.09,5.096,0,-0.0619999999999999,-0.9849999999999997,0,0.036,3.906,0,-0.13,3.496,0,0.339,11.371,0,0.305,11.784,0
