Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Thanks. Good morning. Pedro, you mentioned in your prepared remarks that you think fewer markets will be able to support point-to-point post-COVID. Can you just elaborate on that? Why do you think that?","Well, yeah, our hard point has always distinguished itself by connecting a large number of small city pairs. Over 70% of the city pairs we connect have less than 20 passengers per day each way. Post-pandemic, we expect city pairs that have enough traffic that don't fall maybe within that 70%, but even some that do, that pre-pandemic had enough traffic for nonstop service. And I'm not saying every city pair. I'm just saying some additional city pairs will need a hub and Panama is the best place hub to serve those markets. So we think there will be additional opportunities to strengthen the hub of the Americas. And it could be Again, city pairs that can only be served through Panama, whereas before they had nonstop flights, or city pairs that would be able to sustain much less nonstop capacity than pre-pandemic. And, of course, that will change over time, but coming out of this crisis, I think the help of the Americans in Panama is going to be in an even stronger position to serve all those markets.",1776.642,1860.43,11,2021,1,0.517,3.688,0,-0.064,-0.7189999999999999,1,0.513,2.019,0,0.883,7.24,0,0.897,9.058,0,0.967,10.496,1
"Okay, that's helpful. And then, Jose, maybe just following up on Pablo's question, can you remind us how you're thinking about kind of cost structure post-COVID? I think you previously said you could get back to pre-COVID CASMEX with 80% of pre-COVID capacity. Is that still how you're thinking about it? And then just a clarification on the ending the year with 83 aircraft. Does that include stored or parked aircraft? Thank you.","Yeah, so the first question, Joe, is we think that we'll get sub-6 chasm by the time that we are back to pre-COVID capacity. And I think we'll be back to our pre-COVID chasm by the time that we're around 80%. Yeah, that's still very much our target, and we're relatively confident about that target. We've been making a lot of efforts in terms of contract renegotiations and savings in overhead and the fleet moves that we've made. So it's still very much in our radar. And then in terms of... The 83 aircraft at the end of the year. We are all total aircraft, including the stored aircraft. By the way, Joe, I mentioned in our script that we have right now 16 airplanes that are under long-term storage. They're included, of course, in the 81 that we have right now. By the end of the year, we'll end up with 83 aircraft, and we expect right now to have seven under long-term storage by then, including those 83. So we will activate a subset of those 16 airplanes that we have right now.",1887.383,1974.805,12,2021,1,0.398,4.085999999999999,0,-0.0499999999999999,-0.7689999999999998,0,0.39,2.409,0,0.907,8.147,0,0.835,9.893,0,0.953,11.449,0
"Thanks very much, operator. Hi, everybody, and thank you very much for your time. As you think about adding cities back to the network, how will you think about adding them back? Will it be a focus of VFR or leisure traffic, cities first, or how should we think about the shift in mix away from business travel and to more leisure and VFR for now?","An interesting question because the cities we've added are of course our stronger cities, our stronger destination and those in many cases include a significant business travel component pre-pandemic, but we're adding a lot fewer frequencies than before. So strong business markets like Panama, Bogota, for example, we're serving a few times per day, and pre-pandemic would have been seven or eight times. So So even though those are strong business markets, frequencies are way down because of that. But we have opened all those markets because they just, as mentioned before, happen to be stronger routes overall. The ones that we're going to be opening gradually from here to the end of the year and into 2022 usually have actually a high leisure and VFR component, but are just much smaller markets than the others. So that's driving the decision more than the mix itself.",2013.731,2086.696,13,2021,1,0.511,4.597,0,-0.0649999999999999,-0.8339999999999997,0,0.249,2.6579999999999995,0,0.862,9.009,0,0.901,10.794,0,0.969,12.418,0
"Okay, that's very helpful. And then the other question I had was, as you're thinking about getting back to profitability, How should we think about the return of capital plans? Because, you know, for a long time until the pandemic, your, your dividend was an important component of that. And obviously, with the pandemic, that's just not the case right now. So how should we think about returning capital, you know, in 20, let's say a year, a year and a half from now, and maybe things are back to some level of, you know, the next normal?","Yeah, so so we haven't changed Our dividend policy, we're just missing the profit part of it. And even though I want to talk officially, because we have to see how things develop, but I would expect that once we have the profit component, the dividend policy will kick in. We have strong liquidity. We're in a strong overall position. So that's what I would expect going forward.",2127.32,2164.122,14,2021,1,0.428,5.025,0,-0.074,-0.9079999999999996,0,0.355,3.013,0,0.0949999999999999,9.104,0,0.8029999999999999,11.597,0,0.95,13.368,0
"Okay, that's very helpful. Thanks, Pedro. Thanks, Jose.","Thank you, Elaine.",2169.625,2171.066,15,2021,1,0.061,5.085999999999999,0,-0.052,-0.9599999999999996,0,0.022,3.035,0,-0.2249999999999999,8.879,0,0.4599999999999999,12.057,0,0.727,14.095,0
There are no further questions.,"Okay. Okay, thank you all. This then concludes our earnings call. Thank you for being with us. Thank you for your continued support. You know where to find us. Please have a great day.",2186.857,2203.381,16,2021,1,0.178,5.263999999999999,0,-0.047,-1.0069999999999997,0,0.0569999999999999,3.092,0,-0.1069999999999999,8.772,0,0.7779999999999999,12.835,0,0.821,14.916,0
"Hey, good morning, guys. This is actually Ray Wong on for Duane. You had mentioned significant travel restrictions being a major indicator for demand recovery, specifically some bright spots in leisure into the U.S. Along those lines, what percent of your markets are reopened? Do any countries in your network have a vaccine requirement? And could you provide some specificity for countries that have or don't have significant travel restrictions in place?","Okay, this is Pedro here. Good morning. I don't think I have the exact percent of numbers, or numbers, but pretty much every market has some sort of travel restriction. It might be as simple as providing an antigen or PCR test X hours before travel, a negative test of course. Most countries have that restriction, a few like Mexico and Brazil don't, but the rest pretty much have it. Others have quarantine restrictions, like Chile, for example. And where we get the most affected is when countries are restricting the number of flights, like it's happening in Argentina, to the whole industry. And a few other markets are also restricting capacity. So it's hard to pinpoint, but The open markets like Brazil, Mexico, the U.S. for most origins, not for all, it's not open for Brazil as we know, but those markets, some Caribbean islands like the Dominican Republic, those markets are seeing a faster recuperation or recovery than the ones that have higher restrictions as would be expected.",829.131,914.494,1,2021,2,0.358,0.358,0,-0.0679999999999999,-0.0679999999999999,0,0.099,0.099,0,0.772,0.772,0,0.8099999999999999,0.8099999999999999,0,0.929,0.929,0
"That's helpful, thanks. And just for my follow-up, as you look across your network, where do you see longer-term structural competitive capacity shifts, whether it be higher or lower?",Competitive capacity in the lower term?,925.251,931.254,2,2021,2,0.0569999999999999,0.4149999999999998,0,-0.0419999999999999,-0.1099999999999997,0,-0.016,0.083,0,-0.177,0.595,0,0.707,1.517,0,0.38,1.3090000000000002,0
"Yeah, just for the sense of, like, you know, when you see network, you know, when you see other competitors across your network restructuring, et cetera, going through harsher times, you know.","Yeah, no, we don't really see... I mean, there are a number of our main competitors restructuring under Chapter 11, but we expect them to come out of Chapter 11 with a network that won't be much different to what they have before. Of course, we don't know for sure. We haven't seen the restructuring plans, but we're not expecting major shifts there, if any. And then there's new competition, of course. From new and existing carriers, they're adding capacity throughout our region, so we expect to see more competition in the future, but no major capacity shifts that I can think of. The only thing that I add to that is that the hub on the post-COVID world, the hub still carries quite a bit of uniqueness, and it has a lot of strength in terms of the smaller markets that we serve. And so, therefore, I think that we're well positioned even under the increased competitive influx of some of the low-cost carriers in the region and some of the capacity from the U.S. The reality is that the hub still competes on markets that cannot be served very well on a point-to-point basis.",943.299,1023.59,3,2021,2,0.4439999999999999,0.8589999999999998,0,-0.063,-0.1729999999999998,0,0.288,0.371,0,0.7390000000000001,1.334,0,0.891,2.408,0,0.969,2.278,0
Thanks for the time. Have a great day.,"Thank you, Ray.",1026.732,1028.093,4,2021,2,0.17,1.0289999999999997,0,-0.0529999999999999,-0.2259999999999997,0,0.235,0.606,0,-0.118,1.2160000000000002,0,0.345,2.753,0,0.312,2.59,0
"Good morning, gentlemen, and thanks very much for taking my question. I'm curious, you know, given what we've seen with kind of slower business travel in the Americas, I've had one or two industry contacts mention that, you know, they know of plans by specific businesses to try to launch you know, business passenger-only type services. You know, I'm wondering if you guys have even seen anything like this or if it's, you know, we're talking about, you know, paper tigers here. Just love to get your take on that.","Yeah, well, our part of the world might be different to others. The distances are shorter and not everywhere, but in many markets. In our case, we operate mainly in narrowbodies. Of course, we've seen corporate travel slow down. I would say that corporate travel in our network is about 50% of what was pre-pandemic, and it's recovering a lot slower than VFR and leisure. that in some markets is getting close to pre-pandemic. And what we've heard for a lot of our accounts is that, you know, they'll start traveling after the summer. But I'm sure that will depend on the virus also. We're not planning to make any major changes to our product to target a specific market. We've always been almost evenly split amongst leisure, VFR, and corporate markets. and have a product that can cater to all three segments. But what we know is that going forward, there will be more, at least for a few years, until corporate fully recovers, there will be more weight towards leisure and VFR. So we're making sure our costs are going to be lower than before so we can have the same success, even if there's a little bit more pressure on yields.",1070.493,1159.604,5,2021,2,0.497,1.5259999999999998,0,-0.068,-0.2939999999999997,0,0.21,0.816,0,0.3159999999999999,1.532,0,0.885,3.638,0,0.964,3.5540000000000003,0
"Okay, very helpful, Pedro. And as a quick follow-up, Could you refresh my memory? You know, Panama itself, I know that Panama has been allowing in-transit passengers to pass through the airport with no problems. But for foreigners arriving in Panama, could you just remind me what kind of, if they have quarantine requirements or anything like that?","There's no requirement other than a negative test 72 hours before travel for most passengers from Europe, Latin America, and the U.S. However, certain high-risk countries, mostly from South America and a few from Europe, have to provide the negative test plus another test on arrival and then a three-day quarantine at, you know, one of the listed hotels. However, that is about to change. If the passenger, the arriving passenger from a high-risk country has the negative test plus is fully vaccinated, then they'll do away with the three-day quarantine.",1186.987,1236.876,6,2021,2,0.284,1.81,0,-0.0669999999999999,-0.3609999999999996,0,0.0259999999999999,0.8419999999999999,0,0.5389999999999999,2.071,0,0.839,4.477,0,0.957,4.511,0
"Good morning. Pedro, you know, sometimes I know airlines collaborate on safety and operational issues. Have you seen, either from afar or through conversations with your U.S. airline counterparts, about any lessons learned? that you might consider as you contemplate restarting operations, just to ensure that you don't incur some of the same issues operationally that we're seeing up here happening in the States right now?","We have, obviously we're now guiding to 70% of pre-pandemic capacity in Q3. So we've been spooling up since Q1, actually since Q4. of last year. We've been doing it gradually. However, between Q2 and Q3, we're going to be growing 50% in ASM, so it's going to be like our fastest redeployment of capacity. But we've had a few quarters to get it done correctly, and as you've seen from our on-time performance, at 92% in Q2 and even higher in Q1, we haven't lost a step in coming back with the capacity. We're not cooperating with others, which is your specific question, but we have paid a lot of attention and we have talked to our industry groups and we have talked to some of our peers and yearlings that we're closest to from the very beginning, but not right now.",1277.912,1340.992,7,2021,2,0.473,2.283,0,-0.0779999999999999,-0.4389999999999995,0,0.42,1.2619999999999998,0,0.886,2.957,0,0.896,5.373,0,0.968,5.479,0
"Okay. Okay, thank you. And then, Jose, sorry for the modeling question, but it could be a nice little factor here. I'm kind of curious about ASMs per gallon. You had a low stage length. You're under 1,200 miles. Obviously, you got rid of the U190s. But as you think about the MAX that's coming in, the U190s, are you going to be able to keep these ASMs per gallon above 83 or take them even higher over the next two to three years?","Yeah, I think the trend, the MAX has... a fuel performance that is around 13% better than the 800 on a per ASM basis. So therefore, you know, you can certainly assume that as the MAX come into the fleet, that there will be an improvement in the ASM per gallon figure that we will be seeing over the next several months as more MAXs come in. So, yeah, the MAX right now represents almost 20% of the fleet, so it will become more and more important as time passes and more MAXs come into the fleet. And the other thing is that you have to also model it on a going-forward basis, and the fact that the E190s are gone, and that also aids in the field that we're seeing in the business.",1366.331,1421.611,8,2021,2,0.429,2.712,0,-0.074,-0.5129999999999995,0,0.479,1.741,0,0.95,3.907,0,0.924,6.297,0,0.968,6.447,0
"So this is a sustainable level here going forward, you think? Yes.",So we have a next question.,1426.733,1434.81,9,2021,2,0.021,2.733,0,-0.0569999999999999,-0.5699999999999994,0,-0.0289999999999999,1.712,0,-0.0389999999999999,3.868,0,0.4569999999999999,6.754,0,0.394,6.841,0
"Hi, Pedro, Jose, Daniel. Thank you for the call. A quick question on the unitary cost. What are your expectations in terms of KSMX fuel as long as capacity continues to recover? I mean, do you believe there might be some structural savings cost savings once capacity is fully recovered, and where does these structural cost savings may come from? Thank you.","Yes, Alejandro. As you saw, first of all, we are providing our guidance for Q3 at 6.6 cents, which is getting very close to our 2019 cash demand. That's only at 70%. of our 2019 capacity. So it is getting close to the levels that we had pre-pandemic. Our expectations, as I mentioned in my prepared remarks, is that we will achieve CASM below six cents. That is below where we were in 2019 pre-pandemic. By the time that we reach 100% of capacity. Where did that come from? First of all, last year we worked exceedingly hard in renegotiating our contracts with suppliers, with counterparties that we do business with. We have been very adamant about the fleet changes that we've made. That provides quite a bit of savings as well on a per ASM basis. And we continue on with that. We continue with our savings plans, both in terms of looking for further efficiencies in contracts, IT systems, Overhead, we are a leaner organization than what we were a year ago. It's all about that, and we are confident that as we get back to 100%, we will achieve cuts, and that will be less than six cents.",1472.403,1578.828,10,2021,2,0.471,3.204,0,-0.071,-0.6409999999999993,0,0.5619999999999999,2.274,0,0.946,4.814,0,0.935,7.689,0,0.966,7.807,0
"Okay, thank you. Just a second question, if I may. On the decision, I mean, what was the rationale behind the decision of keeping the remaining 6, 737, 700?","Yeah, Alejandro. I would say that reason number one is when we started experiencing a faster capacity recovery or demand recovery than what we expected earlier in the year. So that was number one. And number two is that those aircraft, well, first of all, they're owned and paid for, not very expensive, so the per-seat cost is equivalent to the $800. And at the same time, they have the same great reliability of the rest of the fleet. So the cost of keeping those aircraft, even if it was as insurance, is nothing. And the cost of being short aircraft could be very high. So we're just hedging our bets. Flexibility for us.",1592.077,1647.342,11,2021,2,0.429,3.633,0,-0.0799999999999999,-0.7209999999999993,0,0.132,2.406,0,0.861,5.675,0,0.866,8.555,0,0.904,8.711,0
"Okay, got it. Thank you so much, guys.","Thank you, Andrew.",1652.605,1653.925,12,2021,2,0.075,3.708,0,-0.057,-0.7779999999999994,0,0.04,2.446,0,-0.125,5.55,0,0.4479999999999999,9.003,0,0.718,9.429,0
"Hey, good morning. On your revenue guidance, you know, it implies a significant kind of yield compression in 3Q compared to 2Q, given that your year-over-two-year capacity is kind of improving by 22 points on a sequential basis, but your revenue is not improving. It's improving on about 13 points. Is that just a function of you're bringing back a lot of capacity and you're just seeing more leisure yields? You know, because we are moving from kind of the seasonally weak 2Q to 3Q, so I was wondering why that was.","Yeah, Xavi, so this was said here. Indeed, you very well hit it in the head there. We are adding 50% of capacity Q3 versus Q2, as Pedro alluded to earlier. Traffic is in that same line. So it is indeed yields. We are seeing that with a rampable capacity, there is a gap simply to... allow ourselves to grow. What I would say is that this is not about a quarter. It's about rebuilding the hub. And we believe that the ramp up of the hub and maintaining its frequency and destinations is very important in sort of the future development of it. So it is sort of like a transitional quarter, but we are seeing that indeed there is a yield reduction on a percent basis, especially during the latter part of the quarter, especially during the latter part of the quarter. And you know what? We'll make adjustments to the capacity if required. So we are being very flexible in the way that we are putting out our capacity forward.",1692.474,1770.791,13,2021,2,0.4469999999999999,4.154999999999999,0,-0.07,-0.8479999999999993,0,0.066,2.512,0,0.862,6.412,0,0.924,9.927,0,0.968,10.397,0
"Makes sense. And the... You addressed this a little bit, I think, Pedro, earlier when talking about competition, but I was wondering just one on Volaris. You know, they've talked about expanding to northern South America in the medium term and deploying like 18 to 22 aircraft there, either from Mexico, Costa Rica, or El Salvador. Just wondering you talked about the small markets that you serve maybe that's the answer here but just you know how and what and what to what extent will copa be able to defend against you know potential uh excursions from valaris into your market yeah well yeah savvy pedro here and and you know you you provided part of the answer and we you know we have many competitors and we've seen growth since the pandemic started","from both legacy earnings from the U.S., LCCs from the U.S., from Latin America, et cetera. So that's not new. The news are kind of been repeating for the past few months. We're focusing on what makes us successful, which is one is keeping our costs as low as possible. As Jose mentioned, we're planning to come out of the pandemic. Hopefully the pandemic ends one day. But we're hoping that when we are back at 100%, we're going to be at below $0.06 a KASM. And we're going to be at pre-pandemic KASM when we reach 80%, which that should not be... too far from now. We're also connecting small markets. The strength of our hub is that we connect over 70% of our markets. Our markets are too small to be able to be served non-stop directly. That's not going to change after the pandemic, at least not for a while. And it's also hard to stimulate traffic in many markets in Latin America, not only because of the size of the market, but because of how high the airport fees and taxes are. So before you start charging a penny, the passenger has to pay quite a large amount of money. So it's hard to stimulate new traffic with those kind of We also have – we're part of a strong alliance with United and Star Alliance. So we think we have all the pieces in place to remain successful, even though we do expect more competition from many others.",1819.889,1935.049,14,2021,2,0.509,4.664,0,-0.0719999999999999,-0.9199999999999992,0,0.497,3.009,0,0.932,7.344,0,0.925,10.852,0,0.974,11.371,0
Makes sense. Appreciate it.,"Thank you, Sari.",1938.07,1939.871,15,2021,2,0.078,4.742,0,-0.0379999999999999,-0.9579999999999992,0,0.0209999999999999,3.03,0,-0.214,7.13,0,0.368,11.22,0,0.374,11.745,0
"Hi. Good morning. Thanks for taking my question. Just kind of a follow-up on the first question. If you were to estimate how capacity recovery was among leisure and BFR, what would it be your best guess? And kind of a related question to that one, to what extent do you think that vaccination tourism helped demand over the quarter? Thank you.","I will start by saying, Pablo, that what we're seeing right now in terms of the breakdown of the type of demand that we have is that, yeah, it's being driven by VFR. I would say that VFR is almost half of the traffic that we're seeing. I'm sorry, leisure is about half, a little bit less than half in leisure, and followed by VFR about a third. And then as Pedro mentioned before, business travel is down, I want to say, half versus where it was before the pandemic. So it now represents maybe 15% to 20% of our total traffic. That's the breakdown that we are seeing right now. But of course, again, the pandemic has taught us that things change over time. So this is the picture that we have as of today. And in terms of vaccine tourism to the U.S., it's obviously impossible for us to know the reasons people travel for. But there was an increase in two from the U.S. traffic sometimes towards the end of April. when vaccines were kind of openly available in the U.S. So that obviously led us to believe that one thing is tied to the other. And we're seeing a slowdown right now. You know, as more vaccines are available in Latin American countries and as people get vaccinated, you know, there's an initial rush and we expect that to continue slowing down. But as you know, we have a very strong network that's not dependent on one particular market or one particular sector. So we'll keep on rebuilding our network and leveraging those strengths. Okay, perfect. Thank you very much.",1978.111,2101.287,16,2021,2,0.437,5.178999999999999,0,-0.065,-1.022999999999999,0,0.176,3.206,0,0.924,8.054,0,0.868,12.088,0,0.959,12.704,0
