Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Got it. Okay. Thanks for that. And then I did want to follow up on previous questions just regarding your guidance for next quarter and then for the year. As you said, a little bit different than you saw a quarter ago. But when I add the numbers, you know, the revenue, I don't think consensus for fiscal 21 is going to change much. And you're going to be looking at, obviously, tougher comps at the back half when you had a really, really strong last September quarter. But it sounds like the setup for 2022, as Adam indicated, is good. I guess my question is, should we start thinking about a return to that 9% to 11% revenue growth target? And in terms of margins, I know that in the past when you've had some really big ramp-ups quarter to quarter, there's been some costs and some margin headwinds. So how should we think about, you know, growth versus the margin in the mix of the business?","Yeah, I think maybe I'll start with 22, and then there's a couple other topics I want to hit as well. But, I mean, certainly too early to talk about 22 and give any sort of, guide or color, but I think it's setting up to be a really good year. When you look at the factors and the catalysts that I talked about earlier, I think that's quite good. And I mean, kind of backing up to 21, I mean, I would say, well, it's not 9 to 12. It still sets up to be a pretty good year or a growth year from a revenue standpoint. But the EPS leverage, I mean, you start to do the math on that, it looks pretty good. So I think that's a compelling story for fiscal 21. And, Matt, you mentioned margin headwinds with transitions. We always have those transitions going on, so I wouldn't say that's necessarily impacting margins. We do have the Thailand facility that's going to be ramping up, and it typically takes a few quarters before a new site reaches corporate averages. And then the other item we're watching is travel expenses. They've been obviously very depressed, and we expect some return at some point, but I don't think we'll get back to the levels we were at pre- COVID. So monitoring that, that could be a slight headwind for us.",2825.745,2913.061,11,2021,1,0.401,4.063,0,-0.06,-0.706,0,0.634,3.723,0,0.945,8.373,1,0.826,8.844,0,0.967,9.807,0
"Okay, great. And just last quick question, just regarding costs, Pat, you didn't call out a COVID-related cost. Is that just sort of embedded in your model now, or do you see any changes there?","um so for the first quarter it was around two million dollars so it's starting to taper down we do expect expenses in the the latter quarters probably to the tune of a million to a million and a half um when you look year over year last year fiscal 20 we had about 10 million dollars this year we would think that's about six million dollars so about four million dollars lower there um on another area of cost are healthcare costs internal. We're depressed with last year with elective procedures being down. We expect those to be up. And that pretty much offsets the benefit we're seeing from a COVID expense reduction. We expect healthcare costs to be up about $4 million this year. So net-net, those are pretty flat.",2928.796,2979.959,12,2021,1,0.308,4.371,0,-0.074,-0.7799999999999999,0,0.111,3.834,0,0.929,9.302,0,0.845,9.689,0,0.962,10.769,0
"Okay, that's helpful. Okay, thanks a lot.",Sure.,2982.54,2983.641,13,2021,1,0.102,4.473,0,-0.053,-0.833,0,0.008,3.842,0,-0.143,9.159,0,0.3869999999999999,10.076,0,0.5670000000000001,11.336,0
"Thanks. Just two questions for me, if I could. First one on the funnel expansion. You mentioned some decisions by some customers to move to outsourcing. Could you expand on what drove that decision, whether it was something that was already in the works or maybe if there was a change in thinking due to circumstances? And then I had a follow-up.","Yeah, this is Steve. In some of these challenging times, I think customers do question their supply chain strategies more, and so I think the conversations we're having right now are things that customers were considering, but I think the COVID situation is pushing them to move a little bit quicker. So not a big strategic shift on – I mean, a big strategic shift on their part, but I think the timing of COVID is just helping expedite things.",3013.372,3036.189,14,2021,1,0.357,4.83,0,-0.0719999999999999,-0.9049999999999998,0,0.2029999999999999,4.045,0,-0.315,8.844,0,0.6960000000000001,10.772,0,0.726,12.062,0
"And those shifts would be done with, like, Their current facilities would be utilized by the customer. You'd be outsourcing into your existing facilities, like their strategy around their own plant and equipment is what?","Yes, they would exit their facilities, and we would do that one of two ways. One is either to just move the facility entirely at the moment that they exit it or do what we call a manage in place is where we'd manage it for 18 months, 24 months, and then transfer it. Under a rare circumstance, if there's a strategic alignment, would we consider a facility? Yes, but that would be under a very strategic decision.",3052.925,3076.654,15,2021,1,0.3329999999999999,5.162999999999999,0,-0.083,-0.9879999999999998,0,0.0139999999999999,4.058999999999999,0,0.0269999999999999,8.871,0,0.894,11.666,0,0.823,12.885,0
"And then just on the new logo wins, can you just talk about the competitive environment around those six wins, how much of it was due to just sort of where you guys play versus maybe seeing competition from small or large teams? EMS providers?","Yeah, the competitive environment is about the same. I mean, we run into the big guys all the time, and there's always smaller players involved as well. And so I don't think with these situations or with COVID, there's been a big fundamental shift in the competitive landscape. Although we are seeing a little bit more, I'd say, pricing diligence and a little bit discipline. And so that's refreshing to see.",3097.337,3120.843,16,2021,1,0.384,5.547,0,-0.072,-1.0599999999999998,0,0.155,4.214,0,-0.001,8.87,0,0.7509999999999999,12.417,0,0.896,13.781,0
"Yeah, a couple of quick ones. It sounds like the sales team, the biz dev team, are working pretty well in the virtual world. Do you see that changing as we come out the back end of the pandemic? Are you going to go back into a T&E mode, or do you think you've found a new way of developing the business without that expense? And I have a quick follow-up.","I think, I mean, certainly our business development people, Paul, are looking to get out on the road and looking to get out in front of customers. I mean, to be candid, I'm looking to get out in front of customers more myself. So I think you're going to see travel go up. But I do also think that there's a, I don't think it's going to go up quite to the same level that it had been in the past. I think people are feeling or understanding that there are things that can get done virtually. It can be effective virtually. Our branding and communications team just did an excellent job of creating a great virtual business development environment that I think is really unique that's helping us, but there's still nothing like having a customer in your site to see it firsthand. So So I'm certain that there'll be more movement once it becomes a better environment with the vaccine rollout and such.",3156.575,3218.006,17,2021,1,0.544,6.090999999999999,0,-0.064,-1.124,0,0.6469999999999999,4.860999999999999,0,0.011,8.881,0,0.881,13.298,0,0.971,14.752,0
"Is there anything in the change in the administration in Washington, D.C., that changes anything for you?","Yeah, well, we talked about There's, maybe I'll talk about markets and then Pat can talk a little bit more about other factors, but markets, there's a few, and I think it kind of comes back to what happens around stimulus and where's the focus of where dollars are spent. So I think, you know, our heavy equipment business and our industrial sector could benefit, our energy business and our industrial sector could benefit. I think that COVID, particularly around test, could benefit from a market standpoint, and semi-cap is potentially only going to get stronger. So maybe I'll pass it off to Pat, too, for some comments. Sure. I mean, from a tax perspective, Paul, we're watching it closely. Obviously, there's been discussion around increasing the corporate rate and also the offshore earnings tax rate, which would impact us. But we'd want to understand if there's any potential credits that could mitigate some of that increase. Our tax team is closely monitoring it, so we'll just have to see where it falls in a priority with the new administration.",3227.034,3295.783,18,2021,1,0.394,6.484999999999999,0,-0.064,-1.1879999999999995,0,0.355,5.215999999999999,0,0.82,9.701,0,0.8069999999999999,14.105,0,0.971,15.723,0
"Hi, thank you for taking my question. Congrats on a great quarter, and congrats, Sean and Heather. A lot of good questions asked already, but I just wanted to get a sense more of your revenue guidance for the second half. You say it's sort of going to be in line with the fiscal second quarter expectations. Does that assume that electives still stay sort of suppressed, so there could be a surprise upside in the second half that comes back more forcefully?","Yeah, it does. I mean, basically, it looks at the environment as being more or less what it is today, perhaps even maybe call it a little softer than what we're seeing for the fiscal second quarter, because we saw a lot of drop in upside demand that impacted the second quarter that doesn't necessarily impact Q3 and Q4 at this point. So there's a lot of potential, I think, for for opportunities within the second half. It's just our visibility says it's flat to Q2 right now, more or less.",3341.61,3375.161,19,2021,1,0.297,6.782,0,-0.064,-1.2519999999999998,0,0.259,5.475,0,-0.056,9.645,0,0.7939999999999999,14.899,0,0.836,16.559,0
"Okay, thank you. And I think you did this a little bit already about the gross margin and ramping new projects might be pressing that because you're guiding to quite – you had a good performance this quarter and you're guiding for the second quarter to remain relatively high. So how should we think about that going forward?","Yeah, well, Go ahead, Pat. Yeah, well, I was going to say, as Todd said, I mean, from an operating margin standpoint, we've been really pleased with the last three quarters. So hitting 5% or above would be our target. Expenses we're kind of monitoring, Anya, would be travel expenses and health care costs. Those are things that could be potential headwinds for us. But trying to achieve that 5% or above would be our target. Yeah, and we don't see really a significant drag from new program ramps in the future. I mean, we're somewhat always ramping new programs, and we think the leverage we can get from the other business can offset the costs or the inefficiencies of new program ramps.",3395.394,3444.655,20,2021,1,0.408,7.19,0,-0.066,-1.3179999999999998,0,0.5690000000000001,6.044,0,0.949,10.594,0,0.8109999999999999,15.71,0,0.962,17.521,0
"Okay, thank you. And then lastly, in the Army and Defense this quarter, you alluded to some issues with ramping new programs causing the shortfall there. Can you just elaborate on that and talk about how that's going to happen in the coming quarters?","Sure. The space program I mentioned had some delays in the ramp. As you can imagine, programs that are going into outer space, there's a lot of stringent requirements. From a manufacturing process standpoint, We're working with the customer on some strengthening of those requirements, and it slowed down production. We believe we've worked through those and have alignment with the customer on what the requirements are, and so I wouldn't expect it to impact it going forward.",3461.236,3485.848,21,2021,1,0.299,7.489,0,-0.068,-1.386,0,0.05,6.093999999999999,0,0.092,10.686,0,0.838,16.548,0,0.934,18.455,0
"There are no further questions at this time. I would now like to turn the call back to Mr. Todd Kelsey, CEO, for closing remarks.","All right, thank you, Sarah. I'd like to just start by giving a shout out to our Plexus team members globally and thank them for all their hard work. They continue to perform exceptionally well despite challenging circumstances that are around us today. And again, thank you to everybody who joined our call today. We certainly appreciate your support and your interest in Plexus.",3502.677,3524.232,22,2021,1,0.36,7.848999999999999,0,-0.0639999999999999,-1.4499999999999995,0,0.408,6.501999999999999,0,-0.1699999999999999,10.516,0,0.7150000000000001,17.262999999999998,0,0.639,19.094,0
"Hi, good morning. Um, a couple of questions. Um, just with, yeah, I wanted to just focus on the, the supply chain constraints that you're alluding to. And I assume this is all, uh, tied to what we've been hearing about for a while now. Uh, just the chip shortages. Is that basically, uh, representing the bulk of these constraints?","Yes, I would, uh, this is Steve. Um, If you look across the commodities, we track about 60 commodities as a company, and it is a pretty widespread challenge that I think everybody is facing. It's not just us. And if you look at those 60 commodities, there's about 85% of them that we've identified as either pricing increasing or lead time challenges associated with them. So it is a broad-based supply chain challenge. I think our teams are doing an exceptional job working through it, but it's not anything outside of what you've probably heard from other companies in the industry in general. Got it.",1828.327,1865.484,1,2021,2,0.369,0.369,0,-0.0649999999999999,-0.0649999999999999,0,0.172,0.172,0,0.715,0.715,0,0.84,0.84,0,0.962,0.962,0
"So if we think about, you know, what at least we're hearing out there is that it doesn't sound like this is going to be resolved anytime soon. And so I guess what I'm wondering is, you know, is there a potential risk that this remains a headwind in Q4 for you guys? You know, at the same time that we're hearing about an economy that could grow 6% or more in the U.S. And so it seems like you've got, you know, the potential risk. for customers to, you know, potentially accelerate activity. And so I'm wondering how we should think about that as we, you know, think about Q4 and even early next year.","Yeah, so it's reasonably comfortable as we look at what our forecast from our customers have been in terms of our ability to secure supply and produce for them. Like I mentioned it last quarter, I think one of the things that we were concerned about and we are seeing is customers that start dropping in upside demand within the quarter, within lead time. It is. It's more difficult for us to deliver for that, and we have a fair amount of revenue that we could capture in the quarter if we could get supply chain. So from my viewpoint, it's more about our ability to capture upside than it is our concern about downside. The one thing I'd add to that too, Jim, and this is Todd, is as we look to Q4 and as we look to Fiscal 22, we're bullish about the demand that's out there, and our supply chain guys are working to clear all the challenges that we have out there. But there's solid demand, and our ability to execute on the demand that comes in under more normal circumstances is as strong as ever. The challenge becomes when you're dropping in things inside the quarter or inside the lead time of certain components that are out there right now.",1904.979,1975.778,2,2021,2,0.483,0.852,0,-0.077,-0.1419999999999999,0,0.337,0.509,0,0.6799999999999999,1.395,0,0.872,1.712,0,0.957,1.919,0
"Got it. Just a final question. I'm wondering if you called out this aftermarket services engagement. I'm wondering if you could say anything more about that with respect to size, type of customer, and whether this is maybe an area that you think you're going to be able to further leverage your capabilities with maybe other customers like this.","Yeah, we're really excited about this one, Jim. And it's a healthcare customer is what I'll say. I won't get into any details of the product lines. But it's across all three of our regions. It's many different sites. It's significant from a revenue standpoint. So we've talked about aftermarket and our ability in the longer term to be able to grow it to 5% to 10% of revenue. I think this is a good step in that direction. I mean, this opportunity by itself could get us to a pretty meaningful level of revenue within aftermarket, and especially when you put it on top of the the book of business that's already within our aftermarket offering.",1996.705,2039.275,3,2021,2,0.4559999999999999,1.3079999999999998,0,-0.071,-0.2129999999999999,0,0.6599999999999999,1.169,0,0.612,2.007,0,0.7699999999999999,2.482,0,0.959,2.878,0
"Good morning, and thanks for taking my question. And congrats on the solid quarter. I guess my first question really is around some of the shortages you're seeing, and you provided some color there. Just kind of curious what your thoughts are in terms of how that may be impacting your customers. So beyond the manufacturing process, but once it gets to your customers, do you get a sense that maybe they're facing any shortage issues that may be constraining their ability to sell into their markets?","I would say, you know, typically a lot of the stuff that we're doing is pretty close to a finished good. Our customers do add value in some areas. So I don't believe that they're getting significant constraints beyond what, as long as we're able to deliver, I think for the most part they're able to deliver. With that said, I mean, obviously there's some customers that have secondary things and other products that they add to it. But I think the biggest challenge has been more on the electronics than other things at this point. The other thing I'd add to on that, David, is we're seeing really strong demand from our semiconductor capital equipment customers, of course, because they're the ones who can help the fabs and the manufacturers get beyond the situation that we're in right now.",2080.463,2130.417,4,2021,2,0.47,1.7779999999999998,0,-0.074,-0.2869999999999999,0,0.5389999999999999,1.7079999999999995,0,0.072,2.079,0,0.669,3.151,0,0.955,3.833,0
"That definitely makes good sense. And I guess the tone from your customers from their in-demand, are they seeing, I guess, are you seeing, I guess, the drop in orders at the same pace you did at the previous quarter? How are you thinking about in-demand? Is that accelerating or what has that pace been like, I guess?","The demand environment itself is just really strong right now. I mean, if we look at what we saw in the And the out-quarters one quarter ago versus today, it's completely different. I mean, particularly within our industrial sector where semiconductor capital equipment and communications are very strong, and then in healthcare where elective is coming up very rapidly. So we're seeing major demand increases across those two sectors in particular.",2147.942,2175.526,5,2021,2,0.418,2.196,0,-0.0689999999999999,-0.3559999999999997,0,0.379,2.087,0,0.299,2.378,0,0.883,4.034,0,0.94,4.773,0
"Great. And then lastly for me maybe is the industrial segment is an area that we thought would see a nice uptick as we kind of got through COVID here, and it seems like maybe some of the automation is finally becoming a bigger play there. What is your sense in terms of that segment in particular and just the demand that you're seeing now? Do you think this is something that maybe we're in the beginning of a new cycle for some of the industrial, especially on automation, or do you think this is maybe just a blip and it settles down as we get into next year?","Yes, I'll just hit specifically on the warehouse and factory automation, and then maybe Steve can provide a little bit more color on the sector overall. But that's one of the areas I'm going to highlight a bit in my script. We're very excited about a few different program ramps that we have going on in there, and we think it's a huge secular growth market for us with just outstanding potential. It's particularly an F-22 type event for us, not a Not really an F21 in a major way, but we're very excited about what's happening within warehouse and factory automation. Yeah, I mean, just to reiterate what Todd said, I think we've got two things going on. One is that we are winning new customers and taking market share in that space, and that market space is also set for growth. And so you've got both things going and working in the right direction. So as Todd said, we're pretty optimistic about that as we get into 22. Great.",2204.976,2259.449,6,2021,2,0.4549999999999999,2.651,0,-0.061,-0.4169999999999998,0,0.69,2.777,0,0.691,3.069,0,0.849,4.883,0,0.953,5.726,0
"Thanks so much. Appreciate the time, guys.","Thank you, David.",2263.352,2264.583,7,2021,2,0.118,2.769,0,-0.056,-0.4729999999999998,0,0.064,2.841,0,-0.185,2.884,0,0.384,5.267,0,0.5960000000000001,6.322,0
"Okay, thanks. Todd, I just wanted to start on winds and funnel, another healthy quarter here. Maybe you could touch on the composition of the incremental winds from a profitability profile basis. As those layer in, what sort of kind of gross and operating margin profile on that incremental contribution? And then secondly, for Steve, Just kind of on this topic, from an operating standpoint, recognize these wins are healthy. What lanes do the salespeople have to work within, and maybe why not expand those lanes given margins are at record levels, economic return is so far in excess of cost of capital? You talked about passing on a large outsourcing opportunity, so just wanted to ask from an operating standpoint, why not expand the lanes? Thank you.","Yeah, so from a standpoint of the margin profile of the new wins, I would say they fit nicely within our model. And what we do is we give our sector leaders the leeway to be able to manage their portfolio as a book of business. And, you know, they know that as they bring in certain new business, it'll be at lower margins as it typically is as it ramps up, and particularly with new customers. But then they layer on top of that some better margin business and, in essence – run a portfolio that meets their targets. So we give them a lot of leeway, but in general, they're good at targeting business that fits the type of financial model that we want to deliver. Yeah, and I'll take the second part. The sector teams have a pretty significant amount of leeway in terms of what they want to do. And for me, a couple examples are, you know, the healthcare team, life sciences team going after robotic surgery, the industrial team going after automation and warehouse automation and the aerospace and defense sector going after space products. And so they're quite free to go chase where they believe the future business is going to go as long as it falls in line with our overall Plexus strategy. On the specific opportunity you talked about, I'm glad you brought it up because to me it really demonstrates the, I'd say, the discipline that the teams have. In this specific example, The customer is switching more from a hardware platform to more of a software platform. That's where their industry is going. And to be honest with you, this one would have probably been a nice revenue pop for the next year or two, but we really saw that that end market was getting a bit – probably going to be a bit more commoditized, and the volume of products they need is going to go down. And so although we would have chased it, won it, and it would have been margin challenged in the beginning, we also believe that it wasn't necessarily the right thing long-term either. And so It's sometimes always hard to walk away from revenue and an opportunity, but to me it's really the impressive part of what our teams have been able to do to go, quite frankly, chase the right business and the stuff that isn't right for us they walk away from. So I was pretty impressed with their decision. One additional thing I'd add on that as well, Adam, is when we think about our markets and our pricing, we believe that at our financial model our markets support the low double-digit growth target that we have.",2316.484,2455.571,8,2021,2,0.552,3.321,0,-0.0579999999999999,-0.5309999999999997,0,0.635,3.476,0,0.877,3.761,0,0.893,6.16,0,0.973,7.295,0
