Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Okay. No, that makes sense. And, Kevin, could you just maybe unpack the aero aftermarket? What was cargo down? And remind me how much cargo is of your transport aftermarket at this point. or of your air transport overall?","10% to 15%, we've said. All of the submarkets are 10% to 15% except the cargo. And, yeah, the freight has performed the best of any of the aftermarket segments. It's, you know, still down, but it's much closer to neutral performance.",1817.316,1837.6,11,2021,1,0.2099999999999999,2.4529999999999994,0,-0.0729999999999999,-0.7239999999999998,0,0.104,1.195,0,0.766,2.759,0,0.7979999999999999,7.540999999999999,0,0.971,9.028,0
"Yeah, hi. Is it appropriate, Kevin, to think about your 5% sequential improvement in the commercial aftermarket bookings to continue through the next few quarters? And when do we see that kind of sequential improvement in sales?","Yeah, I don't know if the 5% is going to continue and when that will translate to sales. Remember, we can put bookings in 18 to 24 months into the future, so this can be over a period of time. It's certainly a positive trend. Exactly how it translates to revenue, we'll have to see.",1870.15,1895.588,12,2021,1,0.227,2.68,0,-0.076,-0.7999999999999997,0,0.2289999999999999,1.424,0,0.5680000000000001,3.327,0,0.7250000000000001,8.266,0,0.963,9.991,0
"Okay. And if I run out sort of a mid-single-digit sequential improvement in sales for the next few quarters, and maybe that's ambitious, but it implies that you anniversary the easier comps in your third quarter, maybe 15%, 20%, 25% growth in that range. I know you're obviously not giving guidance, but can you talk about the kind of opportunity you expect in the second half of the year as you start to anniversary the much easier comps? And and how much of a whipsaw effect, so to speak, could you expect to see?","Yeah, I haven't looked at it in that way. What we've said and what we will continue to communicate is that we're expecting things to be somewhat flat up a little in the first half and some modest improvement in the second half linked to vaccinations and travel activities. That's all that we've communicated and said on it, and I think that hangs with what we're saying, a small increase in the second half. But that remains to be seen if that happens.",1927.462,1965.415,13,2021,1,0.287,2.967,0,-0.067,-0.8669999999999997,0,0.175,1.5989999999999998,0,-0.079,3.248,0,0.657,8.923,0,0.478,10.469,0
Got it.,"We are hopeful that we see a pickup in personal travel. Many people forecast a substantial pickup, but we're just reticent to...",1967.276,1977.678,14,2021,1,0.128,3.095,0,-0.0559999999999999,-0.9229999999999996,0,0.344,1.943,0,-0.209,3.039,0,0.597,9.52,0,0.73,11.199,0
forecast that now because you know frankly it's been it's been delayed a little from what we would have hoped for yeah that's right I guess on that point just one final question in the fourth in the first quarter the calendar fourth quarter did you see relative to your fiscal fourth quarter sort of any green shoots I mean obviously the bookings were up but was there anything that you could point to as sort of tangible evidence of obviously what we hope to be a recovery in the second half of the year,"Yeah, the only green shoots I have are the bookings activity, sequential bookings activity that we've commented on. That's the only green shoots I can comment on that I've seen.",2008.337,2021.328,15,2021,1,0.1289999999999999,3.2239999999999998,0,-0.059,-0.9819999999999997,0,0.059,2.002,0,-0.156,2.883,0,0.7979999999999999,10.318,0,0.957,12.156,0
"Hi, good morning. I think I might end up beating the dead horse a little bit here, but just on this topic, Kevin or Nick, can we identify whether or not Q2 commercial aftermarket is up or flat with Q1? Is that something you can see at this point, fiscal Q2?","No, that's not something yet we can see.",2053.554,2056.836,16,2021,1,0.061,3.2849999999999997,0,-0.055,-1.0369999999999997,0,-0.0199999999999999,1.982,0,-0.15,2.733,0,0.548,10.866,0,0.695,12.851,0
"Okay. And so going back to what you just said to Ken, really all you're saying is at least in the second half you have enough hope I guess it is, to see some drivers for higher relative aftermarket second half versus first if we get some recovery.","Yeah, that's right. If we get some recovery, we have to follow people flying. As Nick and I both said, and as I've read all of your analyst reports as well, this all depends on whether people are flying. And that's still unknown. Right. And that's all I'd add, Rob, to that is, I mean, I don't think it's a very complicated formula here. You know, as more people start to fly, we'll start to sell more stuff into the aftermarket. It probably won't be lockstep, but, you know, and until then, it's all, it's just speculative.",2073.8,2107.694,17,2021,1,0.317,3.6019999999999994,0,-0.0729999999999999,-1.1099999999999994,0,-0.011,1.971,0,-0.342,2.391,0,0.555,11.421,0,0.699,13.55,0
"Do you have any better insight into what's in the channel at this point now that we're about a year, almost a year into this thing?","We don't, really, except for the small amount of our commercial aftermarket. Now it's 20-ish percent that goes through distribution partners. I can't see what's in the rest of the inventory levels of the rest of the aftermarket. Clearly, there was an uptick, and that means either there was destocking slowed or consumption increased, and Probably a little bit of both is true.",2115.499,2148.037,18,2021,1,0.226,3.828,0,-0.076,-1.1859999999999995,0,-0.001,1.97,0,0.18,2.571,0,0.736,12.157,0,0.907,14.457,0
Okay.,"Just quickly. Yeah. It's hard to think that the consumption could be up as much as the bookings. That's right. I mean, no chance. Yeah. No chance of that. Okay.",2149.398,2156.944,19,2021,1,0.0569999999999999,3.8849999999999993,0,-0.0579999999999999,-1.243999999999999,0,-0.038,1.932,0,-0.186,2.385,0,0.624,12.781,0,0.824,15.281,0
"Mike, I just had a quick one for you. Just major moving cashflow pieces for, for this year. Anything we should focus on?","No, no, nothing, nothing significant other than what we already discussed before the interest expense changed slightly because of the refi we did. It's, from prior guidance down to $1.07 billion, but no other major cash flow items.",2164.49,2179.723,20,2021,1,0.1359999999999999,4.020999999999999,0,-0.07,-1.3139999999999994,0,-0.0399999999999999,1.892,0,0.1079999999999999,2.493,0,0.838,13.619,0,0.947,16.227999999999998,0
"Okay, thank you.",Changes.,2181.643,2182.003,21,2021,1,0.0849999999999999,4.105999999999999,1,-0.037,-1.350999999999999,0,-0.009,1.883,0,-0.045,2.448,0,0.4679999999999999,14.087,0,0.5419999999999999,16.77,0
"I'm going to not ask about the aftermarket, but just to switch to the OE. I mean, you mentioned expected reduced commercial OE through fiscal year 21. I mean, when you think about what you're seeing on booking, some of the destocking cadence, and also some step down in wide-body rates, is there another step down for OE, or are you pretty in line with build rates?","Well, I think we're probably in line with build rates. We're probably conservative to build rates in the way we look at the business. I feel good. We're looking at significant uptick in orders from Q4 to Q1 in commercial OEM. That's encouraging.",2216.484,2236.864,22,2021,1,0.331,4.436999999999999,0,-0.069,-1.4199999999999997,0,0.6060000000000001,2.489,0,0.35,2.798,0,0.7150000000000001,14.802,0,0.833,17.602999999999998,0
I think this was at least the second quarter in a row on defense. The OE side is leading aftermarket. Is that a trend that you expect to continue? Are there headwinds in aftermarket or does that eventually reverse?,"In the defense Every time I think I understand what's going to happen, I'm surprised. It's very lumpy. It's hard to predict. There are many influencers in what gets spent on the defense side. So I don't know. I know we have a strong order book as we go forward, and we know that defense orders and shipments can be lumpy. And we still feel pretty comfortable with the original guidance. Yeah, low to mid-single digits, yes.",2253.453,2284.905,23,2021,1,0.35,4.786999999999999,0,-0.071,-1.4909999999999994,0,0.38,2.869,0,-0.255,2.543,0,0.718,15.52,0,0.664,18.267,0
"Thanks. Mike, I wanted to follow up on that cash flow question. So I guess your initial cash guidance, you were going to – consume a fair amount of working capital this year. Obviously, in Q1, it was a benefit. So was this just timing? You expected the reverse, and we're still looking at around 40% conversion on adjusted EBITDA for free cash flow for the full year?","The 40% is unchanged. We did better this quarter on working capital than I thought we would. Our internal models didn't have 75 million of additional cash coming out of, or 85 million coming out of accounts receivable. But the teams at the op units drove collections, and they've been tough. The DSO days are down into the low 50s for us. Usually it's high 50s. But they've done a good job of driving the collections, and that's really what drove the positive source of working capital this quarter. You'll see on the accounts receivable about $400 million has come out of that from where we were 12 months ago, rough justice. And, you know, as we said on the last call, as the recovery – starts, and then depending on the pace at which it continues, roughly that amount of cash is going to have to go back into the accounts receivable, but it'll probably be, you know, based on your forecast of a couple-year recovery, it's going to take a couple years to go back in.",2322.789,2383.289,24,2021,1,0.4289999999999999,5.215999999999999,0,-0.0739999999999999,-1.5649999999999993,0,0.441,3.31,0,0.907,3.45,0,0.885,16.405,0,0.973,19.24,0
"Got it. Okay. I mean, as we look out over the next couple of years, would you expect you know, kind of net working capital as a percent of sales to settle back out where we were pre-pandemic? Or has anything, you know, structurally changed on working capital and maybe it's a little bit better?","No structural changes. In the fullness of time, once we come out to and get, you know, all the way out of the recovery, we wouldn't expect the percentage of sales for net working capital to have changed from what we used to be at in the, you know, low 30s, 30% area. I guess Mike's saying it another way. The one that moves quickly is receivables. And I don't know if there's any reason to think the industry will pay any faster or slower as time goes on. Yeah, that's right. No structural changes.",2402.141,2427.928,25,2021,1,0.3329999999999999,5.548999999999999,0,-0.0659999999999999,-1.6309999999999991,0,-0.006,3.3040000000000003,0,0.473,3.923,0,0.7619999999999999,17.166999999999998,0,0.857,20.097,0
"Okay. And then I think the Cobham acquisition, you noted a tax benefit as part of the deal. Can you tell us what exactly that is and how much of the purchase price it accounted for?","Yeah, we got a sizable tax benefit, depending on what discount rate you use, somewhere between $40 and $60, $65 million. That obviously is included. We paid for that in the $9.65 that we bought, but it reduces that tax structure that arises from the deal will basically reduce the annual cash expenditures for taxes on... on the Cobham business, but it's roughly 40 to 60 million of NPV the way we sized it.",2444.239,2478.367,26,2021,1,0.3109999999999999,5.859999999999999,0,-0.078,-1.7089999999999992,0,-0.021,3.283,0,0.6719999999999999,4.595,0,0.916,18.083,0,0.964,21.061,0
Spread over?,Spread over about 10 years.,2479.088,2481.029,27,2021,1,0.1399999999999999,5.999999999999999,0,-0.044,-1.7529999999999992,0,0.0209999999999999,3.304,0,0.037,4.632,0,0.635,18.718,0,0.879,21.94,0
"Thanks. Nick, it sounded encouraging with the back on offense on M&A, and Cobham seems like a good deal. Could you maybe just talk a little bit about approaching commercial, more commercial aerospace deals in this environment, what you need to see to kind of enter the waters there on that front?","Yeah, I mean, we obviously would be interested, but if it meets our model and our returns, but the fact is you've got to deal with what you see, and we're still not seeing a lot of commercial deals. Some, some, but not, you know, it's the press, the commercial. You know, people aren't selling, or most people aren't selling commercial aerospace businesses right now if they can help it.",2513.913,2543.033,28,2021,1,0.328,6.327999999999999,0,-0.075,-1.8279999999999992,0,0.317,3.621,0,-0.092,4.54,0,0.758,19.476,0,0.958,22.898,0
"Thanks so much. Nick or Kevin, probably, on the common antenna business, can you give us an idea of what percentage of sales are that say defense versus aerospace, particularly if you're sort of a pro-former pre-pandemic? That'd be helpful. Thanks.","It's predominantly a defense business. As we've said before in the press release, we did not disclose an exact percentage for it, but it's predominantly defense with some Select commercial applications as well for those products. But significant international defense. Significant international defense. Close to 60% of the revenue goes international.",2574.565,2596.761,29,2021,1,0.305,6.632999999999999,0,-0.078,-1.9059999999999997,0,0.0809999999999999,3.702,0,0.5449999999999999,5.085,0,0.7729999999999999,20.249,0,0.843,23.741,0
"Okay. And given that international percentage, is that saying that you're selling on what you might call commercial terms, so you'll be able to rebase the aftermarket like on other acquisitions?","Yeah, I don't think we want to comment too much on yet. We're in the early days of owning it. Very early. Sorting through and getting more familiar with the business. So hard to make any statement about ways you'll be able to price it yet.",2608.865,2623.736,30,2021,1,0.1859999999999999,6.818999999999999,0,-0.08,-1.985999999999999,0,0.016,3.718,0,-0.159,4.926,0,0.667,20.916,0,0.506,24.247,0
"Okay. And then just finally, on the sequential improvement in the OEM bookings, can you give us some idea if there was any specific programs that that's related to?",It was nicely across the board. There really weren't any,2635.001,2640.123,31,2021,1,0.093,6.911999999999999,0,-0.059,-2.044999999999999,0,0.024,3.742,0,-0.164,4.762,0,0.587,21.503,0,0.768,25.015,0
"I wanted to switch topics and ask about Esterline. Looking back in the transaction, can you give us an idea in terms of where you are in the cost takeout that you've done with Esterline, and then also where else we could go from here? And in addition to that, with your 44% margin outlook for the year, how much incremental cost takeout is embedded in that outlook?","On Esterline, the first part of the question, again, repeat that. Sorry.",2694.492,2707.495,32,2021,1,0.088,6.999999999999998,0,-0.073,-2.117999999999999,0,-0.017,3.725,0,-0.1439999999999999,4.617999999999999,0,0.6930000000000001,22.196,0,0.76,25.775,0
"For Esterline, just give us an update in terms of what you've accomplished with cost takeout with that business versus what you have initially.","So on cost takeout, you know, I think we've made progress, obviously, on cost takeout. You know, our cost takeout continues. As we've communicated in prior quarters, some of our reductions and then COVID reductions have come out in time. But I think that business has more than lived up to the model and expectations that we had going in. I think that headcount reductions and those kinds of cost management activities might be somewhat, you know, reduced or over for esterline, and now it's continuous improvement activities that will drive productivity as we go forward. I think we initially communicated that, you know, esterline may struggle to get to transdime margins right out of the chute, and that maybe in the longer fullness of time, it would get closer. We still believe that, and it still has been a fantastic acquisition for the company.",2715.098,2782.613,33,2021,1,0.4639999999999999,7.463999999999999,0,-0.069,-2.1869999999999994,0,0.631,4.356,0,0.266,4.884,0,0.915,23.111,0,0.961,26.736,0
"Great. And then for the second part of the question, which is more on your margin outlook for the year, that 44% EBITDA margin expectation, how much incremental cost takeout is embedded in that outlook?","Nothing significantly more. We continue to manage costs, and we continue to look at this as we go forward, and there will be some continued cost takeout because of timing with unions and European businesses. As we're all aware, you still get them done, but it takes a little bit longer, so there is still some gradual takeout. But I think, as Nick said earlier, we're looking at level costs with some uptick in activity in the second half. I think it's safe to say that the sort of extraordinary step-down stuff we did for COVID is about behind us. It's about behind us. And then we'll see. We'll see what happens to the revenue.",2796.449,2843.074,34,2021,1,0.351,7.814999999999999,0,-0.069,-2.256,0,0.151,4.507,0,0.7749999999999999,5.659,0,0.7849999999999999,23.896,0,0.365,27.101,0
"Thanks. Good morning, everybody. A couple for me. Kevin, can you give us a little more color on the uptick in interiors? What's driving that? And as you think about the interiors market specifically over the next few years, what do you think about the ability to drive some innovation? Maybe something you guys have done in the past for maybe new priorities for your airline customers around the world. What are you guys working on?","So uptick in interiors, I may have – miscommunicate that. We did not see an uptick in interiors. Interiors is our lowest performing part of the commercial aftermarket. You know, trying to give you a little color, you know, it seemed like things were in some of our interiors businesses were starting to do a little bit better, but it still is the worst performer, I guess, of our commercial aftermarket submarkets. What are we looking at new and unusual for the future? We've talked about some of these in the past, but, you know, materials, antiviral materials are important for flooring, seat surrounds, and the like. We also have a host of touch-free options for bathrooms and overhead bins, as well as antiviral webbing for our seatbelts. So there's some real interest and activity. We'll see if any of it's booked into orders. But yeah, there's more activity in interiors and from regions of the world that we usually don't see activity from that now are focusing on improving their interiors. But this will be a long march for the interior side as it is the most discretionary of our business.",2880.79,2971.663,35,2021,1,0.507,8.322,0,-0.071,-2.326999999999999,0,0.478,4.984999999999999,0,0.632,6.291,0,0.904,24.8,0,0.955,28.056,0
"Okay. And then you mentioned that on biz jets, we're being used for more personal and leisure travel. Is there an embedded comment in there on pricing, or is that just sort of an observation that you're making?","No, it's just an observation. If we want to see growth in business jet usage, takeoff and landings, I think business travel is going to have to eventually get involved. I don't think the world can afford to just do leisure travel and drive the same level of activity. So It's just that eventually we're going to have to see business travel take off.",2985.02,3006.74,36,2021,1,0.325,8.646999999999998,0,-0.075,-2.4019999999999992,0,0.056,5.041,0,-0.158,6.133,0,0.7679999999999999,25.568,0,0.954,29.01,0
Right.,Okay. Thank you.,3007.461,3008.661,37,2021,1,0.107,8.753999999999998,0,-0.036,-2.4379999999999997,0,0.001,5.042,0,-0.2049999999999999,5.928,0,0.358,25.926,0,0.495,29.505,0
"Hey, good morning, guys. Just one question back on the defense side, just kind of on the structure of your defense business. I'm wondering if you have any thoughts – with regard to, you know, if we see some big budget shifts in the defense budget, you know, maybe away from Army, you know, towards Navy, towards Air Force or space, how would you expect that to impact your business, you know, positive or negative? Just was interested in your thoughts.","Well, I think the scenario you just predicted of, you know, from Army to Air Force and Navy and space, those are all good for us. As we move to more technology- more drones, more remote observation, monitoring. That's all good for us. We are heavily engaged in those platforms, and our products are really focused on that technology side of the aerospace world.",3043.705,3071.518,38,2021,1,0.4649999999999999,9.218999999999998,0,-0.072,-2.51,0,0.578,5.62,0,0.488,6.416,0,0.861,26.787,0,0.938,30.443,0
"Thanks very much. Good morning, guys. One thing just kind of conceptually that I've kind of wondered, if we think about coming out of the downside of the pandemic and a situation where demand starts to run fairly hot on the other side, when you guys are sole source, as you are in a lot of your portfolio, and demand is really strong, are you under a certain obligation to provide parts? Or if there are shortages, there are shortages, and that's it?","Yeah, if there's shortages, there's shortages. I mean, we take it personally if we can't ship a part, and that's why we focus so much on our fill rates and on-time delivery and quality of our products so that we're so responsive.",3115.514,3131.541,39,2021,1,0.378,9.596999999999998,0,-0.0829999999999999,-2.592999999999999,0,0.0269999999999999,5.646999999999999,0,0.018,6.434,0,0.8099999999999999,27.597,0,0.971,31.414,0
"Right, but there's no contractual obligation at all? No, no. Right, okay.","Well, there's the whole range of defense rules. I mean, they are what they are. And I guess I should say there are some contractual items with Boeing that we have to have certain delivery performance, now that I'm thinking about it. But it's not a huge limitation or assignment across the business. I think it's safe to say that we have very adequate capacity and competence. Historically, we've never had an issue with the capacity step up when we needed it, particularly in the aftermarket. Yeah, that's right.",3137.607,3175.102,40,2021,1,0.348,9.945,0,-0.068,-2.660999999999999,0,0.054,5.701,0,0.067,6.501,0,0.7799999999999999,28.377,0,0.774,32.188,0
"Okay, cool. And then just as far as the outlook for the back half of the year, I know, you know, Auto was out with the release last week, really highlighting, you know, what they pointed to as a fair amount of downside to their traffic forecast for 21. And so... you know, and then you guys are running three months ahead of 2012 calendar 21 in your fiscal year. And so, you know, if we saw a situation where for, for the entire year, you know, ASKs were only up, you know, I don't know, 10 to 20% or something like that, would that, would that cause you guys to have to work a little harder? Um, you know, maybe dig in a little bit more on the cost side to get to the 44%. Uh, you know, uh,",I guess I don't know is the answer. We will always dig in on the cost side. That may be the case. I'd have to think about it some more.,3218.549,3232.946,41,2021,1,0.253,10.198,0,-0.0719999999999999,-2.7329999999999988,0,-0.0119999999999999,5.689,0,0.3939999999999999,6.895,0,0.7779999999999999,29.155,0,0.974,33.162,0
"All right. Okay. And then final one just on the carbon deal, the margin target that you gave. Is that before the application of the value drivers?","Yes. Yes. That's about what we'd expect to see this year. Yeah. Yeah. You know, it's hard. As we sit here today, we can't exactly – sort of crank in the timing of improvements and the like in the first six or nine months.",3242.612,3258.297,42,2021,1,0.1199999999999999,10.317999999999998,0,-0.0689999999999999,-2.8019999999999987,0,-0.041,5.648,0,-0.406,6.489,0,0.654,29.809,0,0.8099999999999999,33.972,0
"Hey, good morning, guys. Thanks for taking the questions here. Nick or Kevin, I'm trying to get a sense, how big of a component is wide body versus narrow body? And could you parse out maybe what you're seeing on the booking side there? And I guess I'm getting at, do we need to see a real material in international travel for your aftermarket revenues to sort of, I don't want to say get back to prior peak, but I'm just thinking about the weakness we're seeing in international travel. in the wide bodies and the sense that, you know, the wide body fleet is now much younger, so under warranty. But any color you can kind of give us there or maybe parse out the bookings or how that might play into the recovery?","So, you know, we've said in the past and it continues to hold today that we're market weighted. So, you know, there isn't a lot of wide body activity. We're market weighted in um, our activity levels. So it's clear wide body is slower. I do not have granularity of orders to be able to say, you know, are we seeing more wide body work or not? Um, it's true to get back to, uh, prior COVID prior to COVID, uh, levels, we will need a strong international, uh, you know, performance. Uh, that is an important part of RPMs and, um, and activity on the wide body side. But I've been very encouraged by the rate of activity that we have today on what is really just a narrow body market today. And we've performed very well in that. So again, it gives me the reassurance that we are market weighted and that is the way you should look at wide body versus narrow body. It's a smaller portion. of the business, of the larger aerospace business.",3316.68,3392.754,43,2021,1,0.447,10.765,0,-0.069,-2.8709999999999987,0,0.324,5.972,0,0.895,7.384,0,0.881,30.69,0,0.968,34.94,0
"Got it. And then just thinking, you know, second half, even the recovery on your margins, and I'm assuming you have your own OE forecast. We all have our OE forecast. But you're obviously at the aftermarket recovers here. You're mixing more in favor of your higher margin business. Should we think that your EBITDA margin is have the potential to sort of recover to those pre-pandemic 46%, 47% levels faster if the OE stays depressed and you get this aftermarket snapback, just given that margin differential?","I think it's possible, but I certainly don't know. And I hate speculating on the future on that. We'll have to see the way the mix comes in. I mean, it's simply a relative rate of change calculation. If one changes faster than the other, it could move one wire.",3428.56,3446.089,44,2021,1,0.29,11.054999999999998,0,-0.0699999999999999,-2.940999999999999,0,0.024,5.996,0,-0.24,7.144,0,0.736,31.426,0,0.84,35.78,0
"Nick, you made a comment around likely not doing repurchase or dividends for the next several quarters. And I'm just curious why you take it off the table, given you can't predict the outcome of the M&A environment, and you generally thought about not retaining a cash drag for too long.","Yeah, I think my own – Mike, do you want to take it? Yeah, now – As we've mentioned a couple times in the past, until we see a couple more months and quarters of recovery here, I think the bias is just to be conservative with the cash and what we do with it and hold a larger balance for now until the situation in the commercial end markets improves. So it's not much more than that.",1198.916,1218.763,1,2021,2,0.295,0.295,0,-0.0769999999999999,-0.0769999999999999,0,0.0119999999999999,0.0119999999999999,0,-0.0169999999999999,-0.0169999999999999,0,0.678,0.678,0,0.926,0.926,0
"Okay. And then maybe a clarification. Is the OEM, do you think that has also troughed? I think sequentially it's declined again. Is there The booking strength looks like it probably is indicative of that troughing, but can you just confirm what the sequential decline was there?","I think the bookings, that seems to indicate that we've troughed, I would believe, but we'll see how it plays out. I don't anticipate any future revisions to production rate down, so I would assume that.",1234.641,1252.126,2,2021,2,0.092,0.387,0,-0.07,-0.1469999999999999,0,-0.033,-0.0210000000000001,0,0.112,0.0950000000000001,0,0.51,1.1880000000000002,0,0.8039999999999999,1.73,0
