tic,year,quarter,timestamp_Q,timestamp_A,timestamp_et_q_start,timestamp_et_q_end,timestamp_et_a_start,timestamp_et_a_end,section,speaker_name_Q,speaker_title_Q,question_text,speaker_name_A,speaker_title_A,answer_text,assertive_label,assertive_score,cautious_label,cautious_score,optimistic_label,optimistic_score,specific_label,specific_score,clear_label,clear_score,relevant_label,relevant_score,sent_section_id,qa_assertive_signed,qa_cautious_signed,qa_optimistic_signed,qa_specific_signed,qa_clear_signed,qa_relevant_signed,qa_assertive_cumulative,qa_cautious_cumulative,qa_optimistic_cumulative,qa_specific_cumulative,qa_clear_cumulative,qa_relevant_cumulative,qa_assertive_sentence_level_CP,qa_cautious_sentence_level_CP,qa_optimistic_sentence_level_CP,qa_specific_sentence_level_CP,qa_clear_sentence_level_CP,qa_relevant_sentence_level_CP
AVGO,2021,1,2550.145,2782.236,2021-03-04 17:41:52.843000-05:00,2021-03-04 17:42:30.145000-05:00,2021-03-04 17:42:30.145000-05:00,2021-03-04 17:46:22.236000-05:00,QA,Harsh Kumar,Piper Sandler,"Yeah. Hey, thank you. Hey, guys. Congratulations. Solid numbers. I've got a question for you. I'm trying to wrap my head around some stunning numbers you threw out for networking. 80% increase in bookings, some 62% odd sequential increase. I appreciate the process of identifying real demand. So with that, is there something going on in bookings that is specific to your end markets or your product set that is driving it? Could you just highlight what is going on there?",Hock Tan,President and CEO,"Yeah, great question. And I've been dancing around saying it in nice words. Let me call it directly. People need our products. Each of our products, in particular, whether it's broadband or networking, our customers, our end-user customers, truly need the products. I mean, they're in the business. They're in the business of launching more broadband, improving their networks. The cloud guys have to scale out data centers because there's more demand for hosting and demand from public cloud in this work-from-home environment of social media and also online retail and everything else. So they need to buy those products of ours, whether it's the current generation which we have that works or soon to be the next generation. So if we stretch our lead time to an extended basis, the thinking in their mind is these are non-cancellable orders. Do I still need it? six months, nine months from now. If they need it, they place an order. Otherwise, they have a gap in being able to scale out capacity or scale out launches. They'll do that. It's a real test of how strong our product franchises and how mission critical it is to our end users. And so as we stretch our lead time, whether it goes from three months to six months to eight months, they just book what they need eight months out, or first three months out first, then six months out, then eight months out. And you only do that if you truly believe you need that product to enable your business. And what I'm trying to say is, If nothing more fundamental than why we are seeing as we stretch out lead time because we match it against our ability to get those products out is a great way to indicate whether our products are needed. They don't need it now as much as people might seem to indicate. They may need it three, six months from now, but they're willing to lock in and say they need it so that we can manage our supply chain to get them those products, which is why I'm also saying the management of a supply chain to match demand is not that extreme an example as may be made out there that you hear around. It's all about being able to tell your customers and get your customers to behave in a rational manner and for us to manage it in a rational manner. I mean, if I should have my entire backlog today, assuming I can even do that, of course they'll take it because they're all in the pending mode. But if on the other side they know they can get it when they need it six months from now, they're happy to wait until then. Meanwhile, they book it ahead of time because that's what I need to reserve my capacity. And that's the perspective I want to give to you guys. It is what it is. This is not a panic mode. This is a very structured and reasonable process which we believe at the end of it all still shows real underlying demand and the way we want to report it.",positive,0.658,neutral,0.618,positive,0.536,positive,0.889,positive,0.902,positive,0.976,11,0.658,0.0,0.536,0.889,0.902,0.976,5.849,0.0,2.382,7.459,9.578,10.278,0,0,0,0,0,0
AVGO,2021,2,1155.292,1258.706,2021-06-03 17:18:51.825000-04:00,2021-06-03 17:19:15.292000-04:00,2021-06-03 17:19:15.292000-04:00,2021-06-03 17:20:58.706000-04:00,QA,John Pitzer,Credit Suisse Analyst,"Yeah, good afternoon, guys. Thanks for letting me ask the question. Hawk, I've got two quick ones. First, within your wireless business, you've been able to sign long-term contracts with your key customer, and I'd argue that's that's benefited both you and them. It's given you the confidence to invest in the business properly and then the confidence that you'll have supply for them when they need it. I'm just kind of curious, given how tight things are elsewhere in the semi-business, have you been able to parlay this into any longer-term customer contracts and what implication might that have as we all start to worry about the quote-unquote end of cycle? And then secondly, just on your comments about enterprise recovery, can you elaborate on that? Was that specifically a storage comment, or is that also a networking comment?",Hawk Tan,President and CEO,"Okay, let me take the question one at a time. On arrangements with long-term agreements, John, this is something we have been thoughtfully, carefully putting in place with our core strategic customers. We just don't go do it as if it's commoditized. We're very thoughtful about doing it, and we do it in very specific areas where we know for sure that the technology is fairly, fairly difficult, complex to manage, and which requires a substantial amount of R&D spending. And we've been doing it for a while now with strategic customers in core businesses. So we just don't do it across the board. And what you pointed out is very, very correct. It's a mutual, it's a structure, it's an agreement with mutual benefit. We have the confidence to invest in R&D to make CapEx capacity investment. And in return, we offer the best leading edge technology in specific areas. in a timely manner to our critical customers. So, yes, we have been doing it, and we will continue to thoughtfully do it in a very appropriate manner. On the second part, okay, which is, if you could repeat the question, John, let me be sure.",positive,0.56,neutral,0.649,neutral,0.602,positive,0.706,positive,0.805,positive,0.92,1,0.56,0.0,0.0,0.706,0.805,0.92,0.56,0.0,0.0,0.706,0.805,0.92,0,0,0,0,0,0
AVGO,2021,2,1272.202,1396.893,2021-06-03 17:20:58.706000-04:00,2021-06-03 17:21:12.202000-04:00,2021-06-03 17:21:12.202000-04:00,2021-06-03 17:23:16.893000-04:00,QA,John Pitzer,Credit Suisse Analyst,Let's elaborate a little bit on your comments about an enterprise recovering brewing. Was that mostly... within storage or was it networking? Because I'm a little bit surprised given some of Cisco's comments that you're not a little bit more positive on the enterprise network space.,Hawk Tan,President and CEO,"It is across, it is for enterprise spending, it is, I won't say across, but necessarily, and trying to define enterprise very appropriately. As you notice in my comments, We classified service providers, telcos, as a separate animal, different from traditional enterprise. And so, as I pointed out, based on broadband, telcos have been investing big time. Service provider telcos have been investing in a huge manner over the past 12 months. But traditional enterprise, the companies, whether it's the banks, the manufacturing sector, various retail customers, airlines, examples. No, these guys are in a recovery mode and not surprising. We are seeing pandemic easing, like say in North America, and as it eases, we see a step up in spending, but we do not see spending spiking up. Now, obviously, if you look at You know, some businesses like warehouses that require Wi-Fi networks, campus networking environment, you do see that improving. But to say across the board all enterprises are just spending money, we are still seeing And as I showed that in service storage connectivity, we still see a year and year, year and year, things are not up to what it was a year ago. And that applies not just on data centers, namely compute, it also applies to data centers in enterprise, campus environment. We see less of that, but across the board.",positive,0.613,neutral,0.724,neutral,0.606,positive,0.869,positive,0.929,positive,0.947,2,0.613,0.0,0.0,0.869,0.929,0.947,1.173,0.0,0.0,1.575,1.734,1.867,0,0,0,0,0,0
AVGO,2021,2,1457.723,1565.245,2021-06-03 17:23:16.893000-04:00,2021-06-03 17:24:17.723000-04:00,2021-06-03 17:24:17.723000-04:00,2021-06-03 17:26:05.245000-04:00,QA,Harlan,JP Morgan Analyst,"Good afternoon. Great job on the quarterly execution, strong margins, and free cash flow generations. Hawk, you know, I think as you mentioned, we're still in the early phases of the 400 gig networking upgrade cycle with your hyperscale and telco customers. I know two of your big cloud typing customers have already started the upgrade. Looks like there are another two more that are going to start the upgrade cycle here in the second half of this year and quite a bit more next year. And then, as you mentioned, you still have Tomahawk 4 ahead of you. So given the extended visibility that the team has with a strong backlog, do you see the cloud and telco upgrade cycle and inevitable recovery in enterprise driving continued year-over-year growth in networking into next year?",Hawk Tan,President and CEO,"You know, we don't really try to guide more than one quarter at a time, first of all, because we're not that smart to be able to do that. But on a broader trajectory, it does appear fairly much the trend, as we see it, which is, you know, the hypercloud guys won't push out in the second half, as I indicated earlier. on their data center side on Tomahawk 4, the 800G platform. In fact, we have some potential backlog for delivery in the back half of the year for Tomahawk 4. So we see that going on, and you're right, we see the recovery step by step of enterprise though I do not see that really taking off in terms of reaching the level it was a year ago, probably until 2022. But what we do not know for sure is would that give pause to hypercloud in their spending? And that part, I'm just putting everything on the table. We're not sure whether hypercloud spending will necessarily continue into 2022. We sense it would. We see some of the backlog, but As enterprise steps up, one never knows if the economy starts to rebalance in that side. But what we do see in broadband is service providers, the telcos in particular, are for sure upgrading. And here, this is a longer cycle of upgrade, and we see them upgrade, and we see the backlog associated with it through 2022. Great.",positive,0.613,neutral,0.668,positive,0.591,positive,0.963,positive,0.944,positive,0.968,3,0.613,0.0,0.591,0.963,0.944,0.968,1.786,0.0,0.591,2.538,2.678,2.835,0,0,0,0,0,0
AVGO,2021,2,1619.906,1681.044,2021-06-03 17:26:05.245000-04:00,2021-06-03 17:26:59.906000-04:00,2021-06-03 17:26:59.906000-04:00,2021-06-03 17:28:01.044000-04:00,QA,Ross Seymour,Deutsche Bank Analyst,"Hi, guys. Thanks for having me ask a question. Congrats on the strong results. Huck, I wanted to dive a little bit into the lead time commentary that you had with that stabilizing. Two quarters ago, you talked about the size of the backlog you had. Last quarter, you talked about the year-over-year and even, in some instances, the sequential growth being so large in bookings. And now we're hearing that the lead times are stabilizing. people can interpret that a bunch of different ways as far as the implication on the demand side of the equation or that supply is catching up to it or, frankly, people are just ordering so far out that they're not willing to extend that any further. So I was hoping to double-click on that lead time commentary and get your feelings as to why it's stabilizing, and do you take that as a positive or a negative?",Hawk Tan,President and CEO,"Oh, I just make a comment to say we have stretched our lead time so far, Ross. Good point you bring up, and I'm glad you bring it up to give me a chance to clarify a set of quick comments I made in my opening remarks, that we are comfortable at the lead times we are on. And so what it is is our customers are comfortable seeing our lead time now. But what we have found rather remarkable over the last quarter is that even as our lead times remain stable, consistent, The volume of bookings we receive every week continues to grow. I made that comment, and I'm thankful for the opportunity to reiterate that point. Same lead time, stable for last three months, but the booking rate we are seeing every week continues to step up.",positive,0.589,neutral,0.667,positive,0.681,positive,0.928,positive,0.777,positive,0.946,4,0.589,0.0,0.681,0.928,0.777,0.946,2.375,0.0,1.272,3.466,3.455,3.7809999999999997,0,0,0,0,0,0
AVGO,2021,2,1721.43,1872.638,2021-06-03 17:28:01.044000-04:00,2021-06-03 17:28:41.430000-04:00,2021-06-03 17:28:41.430000-04:00,2021-06-03 17:31:12.638000-04:00,QA,Vivek Arya,Bank of America Securities Analyst,"Thanks for taking my question. Hawk, I had another one on the supply situation. If there were no supply constraints, how fast would your semiconductor business be growing? And, you know, kind of part B of that is, What is driving the shortages for you right now, and what are you doing to resolve it, and do you have any kind of gut feel on when the supply situation will become normal? Thank you.",Hawk Tan,President and CEO,"Well, I'll answer the first and the last. In between, I'm not sure. But on the first, we would not put ourselves in the situation, nor should anyone do it, because there's also... a certain amount. We do not want our customers, and I don't think any of our peers want to do that either, to buy, to hoard, to create buffers, to buy ahead of what they need. So we try to match, identify, as I said, and go through a process of rigorously understanding true end demand. In other words, we look for drop-date quantities, as the term is used in the industry. And we ship to those drop-dead quantities and maybe a little more. And what you see today is the true growth rate we are representing. We are not hiding what could have been. There's no what could have been. We're shipping to what we believe customers consider is the true real demand. Now having said that, we may be delivering, doing JIT just in time, but nonetheless, we do try to fulfill what customer truly wants just on a timely basis. And that still continues today, regardless of the size of the backlog we have. We're disciplined in that regard. And from our perspective, you know, the challenges we have in the supply chain is a constant set of challenges is to ensure that we get components, whether it's wafers, substrates, getting our products assembled, tested, and any other small components on a timely basis to make sure that we can keep this thing running. And if you look at the size of our inventory versus the size of our cost of goods sold or revenue quarterly, you can see that we run pretty close to just in time through our entire supply chain. And we've been able to do it and sustain that. And so what we're reporting to you, like 20%, year-on-year growth on semiconductor components is, in our view, a pretty decent reflection what is truly end-demand needs out there. All right? Next question.",positive,0.624,neutral,0.586,neutral,0.595,positive,0.838,positive,0.915,positive,0.979,5,0.624,0.0,0.0,0.838,0.915,0.979,2.999,0.0,1.272,4.304,4.37,4.76,0,0,1,0,0,0
AVGO,2021,2,1908.176,1985.056,2021-06-03 17:31:12.638000-04:00,2021-06-03 17:31:48.176000-04:00,2021-06-03 17:31:48.176000-04:00,2021-06-03 17:33:05.056000-04:00,QA,Timothy Arcuri,UBS Analyst,"Thanks a lot. I guess I wanted to ask you what you think the long-term growth rate is of your semiconductor business. You're sort of trending to the high teens this year, but that's kind of due to easy comps and you have the compressed iPhone launch and the pull forward of some of these technologies, you know, due to the, you know, due to the pandemic. So once this all sort of normalizes, what do you think is the right long-term growth rate for the business? Are you still thinking 5% or do you think maybe just given the strength of the bookings recently that it could be, you know, better than that? Thanks.",Hawk Tan,President and CEO,"That's a hell of a question, and I'll tell you this. Right now, we're in the midst of a very strong demand, and that's also created, perhaps, as we all know, about a severe imbalance between demand and supply, as supply works to catch up. But if you look at it long enough, I think the dynamics underlying the fundamental dynamics underlying the semiconductor industry hasn't yet changed. At least I haven't seen it to change. So, Tim, that's the only best answer I can give you, which is I haven't changed my thinking if you look over the next 10 years how this industry will behave, because it is a relatively matured industry. It's evolutionary. Technology is still evolving, which is great for us, and it keeps getting better and better, but it's evolving. Disruption, as people like to say in this industry, is less of an event. It's evolutionary, and I have not seen anything that tells me there's a fundamental change.",positive,0.592,neutral,0.672,positive,0.556,positive,0.868,positive,0.79,positive,0.947,6,0.592,0.0,0.556,0.868,0.79,0.947,3.591,0.0,1.828,5.172,5.16,5.707,0,0,0,0,0,0
AVGO,2021,2,2013.495,2048.57,2021-06-03 17:33:05.056000-04:00,2021-06-03 17:33:33.495000-04:00,2021-06-03 17:33:33.495000-04:00,2021-06-03 17:34:08.570000-04:00,QA,Craig And,Morgan Stanley Analyst,"Thanks. Just given the ongoing strength in free cash flow and improved balance sheet, can you just talk about your thoughts on the M&A environment and also indoor buybacks, how you're thinking about cash deployment as you go forward?",Kirsten Spears,Chief Financial Officer,"Yeah, I'll take that one. This is Kirsten. Relative to capital allocation, you know, first and foremost, we're dedicated to paying 50% of our free cash flows to our shareholders. And so that would be first. Secondly, M&A, if we can, accretive M&A, it would be the second objective. Then thirdly, stock buybacks, and at the end, there would be debt repayments. So I think that's how we're looking at capital allocation in that order. There isn't anything yet on the M&A front that I can talk about, but if anything does come up, we'll let you know.",positive,0.497,neutral,0.708,neutral,0.828,negative,0.439,positive,0.879,positive,0.905,7,0.497,0.0,0.0,-0.439,0.879,0.905,4.088,0.0,1.828,4.733,6.039,6.612,0,0,0,0,0,0
AVGO,2021,2,2082.166,2237.101,2021-06-03 17:34:08.570000-04:00,2021-06-03 17:34:42.166000-04:00,2021-06-03 17:34:42.166000-04:00,2021-06-03 17:37:17.101000-04:00,QA,Blaine Curtis,Barclays Analyst,"Hey, good afternoon. Thanks for taking my question. Just curious, a little more detail on the gross margin. It's a record gross margin. Any color on product or segment? And then I guess as you look forward here, If you could describe what you're still dealing with in terms of excess costs due to COVID, and then how to think about it as enterprise comes back, should that be added to the gross margin?",Hawk Tan,President and CEO,"I expect gross margin next quarter to be about the same as it was this quarter. And then, as you know, at the end of the year, we're expecting wireless to come back in for the normal ramp that we have. And so the margins will come down a bit towards the end of the year. But at this point, I see us being able to sustain the margins that we experienced this quarter, mostly coming from networking and broadband. Blaine, at the risk of perhaps repeating myself too much from past conversations that I had with all you guys, our gross margin has this natural trend of continuing to keep expanding year on year. not necessary quarter on quarter, but sequentially as much as year on year, simply because we tend to have a chance to go to a new product, new next generation product across some of our franchise products. And it's a combination of all this. So the natural growth or expansion of gross margin for our business, especially in the semi-site, Particularly in the semi-site, which I assume your question is related to, Blaine, is, as I've always said, we have a gross margin expansion range of 50 to 150 basis points year by year. And it's an average across our 24, 25 different, well, I should take out software here. just hardware, about 20 or so different product lines, each with a different product life cycle, and each going to its new generation product each time. Because as you know, each time we come to a new generation product, we get a list in margins, in product margins, which translates to gross margin. So it's not unusual to see us go to the higher end of the range. And in this particular case, year on year, it's been more than a higher end of a range, and that's probably... are related to perhaps a separate mix of products in this environment because there are still puts and takes across our product range. Not everything is on fire. And based on that, we end up with higher than the normal 50 to 150 basis point range. But I don't think this is something that will go on forever. But you should expect that year after year, you will see that 50 to 150 basis point improvement in gross margin on a semiconductor site.",positive,0.621,neutral,0.602,positive,0.509,positive,0.967,positive,0.87,positive,0.971,8,0.621,0.0,0.509,0.967,0.87,0.971,4.709,0.0,2.337,5.7,6.909,7.583,0,0,0,1,0,0
AVGO,2021,2,2320.195,2471.767,2021-06-03 17:37:17.101000-04:00,2021-06-03 17:38:40.195000-04:00,2021-06-03 17:38:40.195000-04:00,2021-06-03 17:41:11.767000-04:00,QA,Tashia Hari,Goldman Sachs Analyst,"Hi, guys. Thank you so much for taking my questions. I had two, actually, one on wireless and one on the cost side. Hawk, in terms of wireless, I guess in Q2 revenue came in better than expected. I just wanted to understand, was that primarily supply being better, or were there dynamics on the demand side that came in better than expected? And then sticking to wireless, as you think about the next ??the next generation product cycle at your largest customer, how are you thinking about the content opportunity at this point? You pretty much know what's locked in. If you can comment on RF and Wi-Fi and touch and maybe compare and contrast this uplift in this cycle vis-a-vis past cycles, that would be super helpful. And then on the cost side, based on the comments you just made about gross margin expansion and some of Kirsten's comments, I doubt, you know, cost inflation is having impact on your business. But if you can speak to wafer pricing and substrates and, you know, what you're seeing from a cost perspective over the next year or so, that would be super helpful.",Hawk Tan,President and CEO,"All right. Let's start with the first one. And if I lost track of the last two, you better remind me. But on wireless, you're right. What I indicated was Q2. Wireless was kind of higher than we originally planned, and a lot related to demand. Of course it's demand. We will never ship just because we have the product. It's based on demand wanting it, and so we're happy to fulfill it. And part of the demand may actually come a bit from Q3. Not sure 100% yet, because this demand comes in short cycles, and it may, and perhaps that's why we are a bit careful about telling you Q3 year-on-year improvement is still 30-plus percent year-on-year growth. I'm not saying 40-plus. But we don't know for sure, except we know that we do pull in some from Q3 to Q2, not much, and that allows Q2 to perform that 48% year-on-year growth, which is great. But Q3 will still be pretty good year-on-year, as we fully expect. Related to content and all that, I prefer at this point in this sensitive arena with a highly sensitive situation to not answer that question at all. No offense, please, but I can't answer that question. But I'll be happy to take the third question, which is, yeah, we have cost inflation in this environment where As we all know, the semiconductor supply chain is under severe constraint on its ability to provide. Now, we are very large. We are a very large customer and a very loyal customer to many of our suppliers of our key components. And so we believe we are treated very well. Having said that, where prices are concerned, of course not. We see cost inflation, and in this environment, we are very, very open to talking to our customers who are in turn very open to being able to address cost inflation across cost pressure in a higher purchase price on their side. So we're good, which is why our margin has been stable.",positive,0.54,neutral,0.605,positive,0.533,positive,0.959,positive,0.917,positive,0.979,9,0.54,0.0,0.533,0.959,0.917,0.979,5.249,0.0,2.87,6.659,7.8260000000000005,8.562,0,0,0,0,0,0
AVGO,2021,2,2511.557,2647.756,2021-06-03 17:41:11.767000-04:00,2021-06-03 17:41:51.557000-04:00,2021-06-03 17:41:51.557000-04:00,2021-06-03 17:44:07.756000-04:00,QA,CJ Muse,Evercore Analyst,"I guess another question on the supply chain, and I guess a bigger picture question, Hawk. If you think about, you know, your increased lead times, you talked earlier to John's question about selective strategic agreements with key customers. At the same time, we're taking multi-year kind of take or pay contracts with foundries. Curious if you see any structural changes to the semi-industry as we kind of emerge post-pandemic.",Hawk Tan,President and CEO,"Okay. My frank opinion, I don't know. They shouldn't be. Same question that was asked is, do I think the semiconductor industry for over the next 10, 20 years will grow any faster or slower. And my view is, no, I don't see any fundamental things that have changed. See, while we are in the thick of this storm, so to speak, of course, all hell breaks loose, as the expression goes. But these are cycles we all have seen many times in the semiconductor industry. And maybe this is a bit extreme in the context of the pandemic over the course of 2020 and now extending partly into 2021. But, you know, the supply will step up at some point and demand is always there because people need technology, people need the performance, need the technology that we all offer. the product we provide and we'll be competing the same way we have been competing and it's not necessarily related to creating long-term agreements or any such thing it's about being able to provide the best technology the best product in a timely manner for your customers and it doesn't matter that you do any agreements if at the end of the day you lack the technology or you lack the products that customers need to make themselves successful or to be able to deploy in a good manner. And that has always been the semiconductor industry. And I do not see anything that changes that. Now, putting long-term agreements might make life easier, but I think it's just a myth. We still have to establish ourselves that we can outperform, out-engineer the competition.",positive,0.637,neutral,0.661,neutral,0.681,positive,0.934,positive,0.833,positive,0.972,10,0.637,0.0,0.0,0.934,0.833,0.972,5.886,0.0,2.87,7.593,8.659,9.533999999999999,0,0,0,0,0,0
AVGO,2021,2,2679.182,2753.241,2021-06-03 17:44:07.756000-04:00,2021-06-03 17:44:39.182000-04:00,2021-06-03 17:44:39.182000-04:00,2021-06-03 17:45:53.241000-04:00,QA,Chris Dainley,Citi Analyst,"Hey, thanks, gang. There's a lot of talk, worries, speculation, I don't know, old wives' tales, whatever, about this big inventory build of handsets in China. Any thoughts there, Hawk and team, and what will be the potential impact for Broadcom?",Hawk Tan,President and CEO,"Well, not directly. If there's such a big overhang sitting out there, not directly because our wireless business, our wireless products, as we have said, fully articulated, pretty much sells to two large customers, largely. And we're talking about handset. We do not sell much, if any, to the handset guys, OEMs, that is, in China. And we sell to two big customers, one in North America, one in Korea, and these are very high-end customers. flagship status phones, and that's it. And now, there could be indirect blowback, and that I do recognize in certain markets, if there's an excess of inventory that needs to be just thrown out there. But on the other side, on a direct basis, we do not expect to see any. Hey, thanks, Doc.",positive,0.536,neutral,0.724,neutral,0.828,neutral,0.493,positive,0.754,neutral,0.54,11,0.536,0.0,0.0,0.0,0.754,0.0,6.422,0.0,2.87,7.593,9.413,9.533999999999999,0,0,0,0,0,1
AVGO,2021,3,1092.978,1143.029,2021-09-02 17:17:56.972000-04:00,2021-09-02 17:18:12.978000-04:00,2021-09-02 17:18:12.978000-04:00,2021-09-02 17:19:03.029000-04:00,QA,John Pitzer,Credit Suisse Analyst,"Yeah, good afternoon, guys. Thanks for letting me ask the question. Hawk, I'm just kind of curious. You kind of did what you said you were going to do 90 days ago, but this is usually the part of the cycle, especially on the semi-business, where I would have expected more upside. And clearly, you know, when you look across the sector, most companies are putting up an upside that you guys didn't see in the July quarter. So I'm kind of curious if you can help us better understand what happened. Do you think that this was mostly ??supply issue, and given that inventory grew 15% sequentially in the quarter, to what extent do you think now that you've kind of got that under control and going forward you'll have a better supply environment to fulfill this demand?",Hawk Tan,President and CEO,"Well, I mean, supply is always something that is very much an issue of constraint in this environment, as you well know. But the other side of the picture is We are really shipping, as we have said in previous calls several times, we are, put it directly, we are shipping to exactly, we believe, to what demand requires. By that I mean end user demand requires. We are trying very hard not to over ship and end up building pockets of excess inventory within our ecosystem. So I think we're managing very much to what we see out there.",positive,0.564,neutral,0.639,neutral,0.551,neutral,0.61,positive,0.84,positive,0.977,1,0.564,0.0,0.0,0.0,0.84,0.977,0.564,0.0,0.0,0.0,0.84,0.977,0,0,0,0,0,0
AVGO,2021,3,1187.469,1234.132,2021-09-02 17:19:03.029000-04:00,2021-09-02 17:19:47.469000-04:00,2021-09-02 17:19:47.469000-04:00,2021-09-02 17:20:34.132000-04:00,QA,Harsh Kumar,Piper Sandler Analyst,"Yeah. Hey, Hawk. First of all, congratulations. Solid results, guidance. Question for you is, everybody's favorite foundry, TSMC, is talking about price increases. In some cases, they're substantial. Do you feel that you can pass this along? And also, at this point in time, companies are probably securing capacity for next year. Can you talk about your capacity, your ability to get some extra capacity to be able to grow next year? Thank you.",Hawk Tan,President and CEO,"Okay. I mean, very interesting questions, Ash. First and foremost, from our side, we try not to talk about customers specifically, and the same applies very much to strategic suppliers too. So I wouldn't comment at all on what you alluded to here. But as far as our capacity for 2022, I think we have gotten a pretty good supply availability lineup for 2022. And we feel pretty okay about that. I won't say great, but in this environment, all things considered, we're feeling quite good.",positive,0.506,neutral,0.682,positive,0.623,neutral,0.448,positive,0.767,neutral,0.523,2,0.506,0.0,0.623,0.0,0.767,0.0,1.0699999999999998,0.0,0.623,0.0,1.607,0.977,0,0,0,0,0,1
AVGO,2021,3,1275.195,1427.441,2021-09-02 17:20:34.132000-04:00,2021-09-02 17:21:15.195000-04:00,2021-09-02 17:21:15.195000-04:00,2021-09-02 17:23:47.441000-04:00,QA,Ross Seymour,Deutsche Bank Analyst,"Hi, guys. Thanks for letting me ask a question. Hawk, I wanted to touch on the enterprise business. You mentioned it a couple different times when you were talking about both networking and your server storage connectivity segments. So I guess a two-part question. One, how much of your semiconductor business do you believe is enterprise exposed? And two, when do you believe that will return to year-over-year growth? And is that a specific thing to Broadcom with your product cycles, or is it just the end markets returning to year-over-year growth at that time?",Hawk Tan,President and CEO,"Okay. Well, enterprise, traditional enterprise as we define it, and I think I made a point of purposely demarcating the fact that in semiconductors, focusing on semiconductor segment by itself, you can literally look at our data as selling into three distinct elements, right? One is cloud. and service providers, which we clump together as one. And then there's consumer, which is very much our wireless business. And then the rest of the companies out there, enterprises, we call traditional enterprise. So we do put telcos, service providers, to make clear as part of cloud in that category. So we break it into three categories. And under that measure, enterprise represents about half just around half of the total semiconductor revenues. And to basically answer your question, which I did indicate in remarks on server storage and markets for semiconductor business, we have seen an improvement year on year of revenues in server storage, which is 80%, at least 90%, driven by traditional enterprise, so they are very good indicators of what traditional enterprise is showing. We have seen it show of improving year-on-year compares. And the latest Q3, still high, mid to high single-digit decline from a year ago. But we did also guide that Because of strong bookings that we have been seeing now for the last three months at least from enterprise, which is going through largely the large OEMs who integrate the products and sell it to end users, we are going to likely expect enterprise to grow double digits year on year in Q4. So we see the point of crossover probably now, Q4. Thank you.",positive,0.611,neutral,0.719,positive,0.602,positive,0.943,positive,0.92,positive,0.974,3,0.611,0.0,0.602,0.943,0.92,0.974,1.681,0.0,1.225,0.943,2.527,1.951,0,0,0,0,0,0
AVGO,2021,3,1483.241,1576.444,2021-09-02 17:23:47.441000-04:00,2021-09-02 17:24:43.241000-04:00,2021-09-02 17:24:43.241000-04:00,2021-09-02 17:26:16.444000-04:00,QA,Edward Snyder,Charter Equity Research Analyst,"Thanks a lot. Hawk, following up on that same question, last quarter you were predicting or you thought that the excellent growth you've seen in equity cloud server providers and telcos might lighten up next year as they digest that as enterprise started to grow and they'd be kind of a mix shift there. But it sounds like that isn't lightening up and enterprise is coming back a bit sooner. Do you think any differently now about telcos and service provider in the cloud? Will that last longer? Do you still expect to maybe lighten up in 2022? And how long do you expect the enterprise, it's been down for quite a while now, the enterprise upward trend, I'm just trying to get a feeling what the profile of demand looks like in your core business next year. Thanks. Sure.",Hawk Tan,President and CEO,"Happy to do that. What we are seeing now, what we expect to see in 2022 in terms of broad direction is we see, you know, in telcos, service providers are running quite well, quite hard, and it looks like they are sustaining as opposed to perhaps rolling over. They seem to be sustaining where we are right now. Regarding enterprise, it's pretty much what we had indicated before and continue to see, which is a continuing trajectory of improving demand, spending and demand. And we see that continuing to improve and grow this coming quarter Q4 and beyond. In fact, I would say that the engine for growth for our semiconductor business in 2022 will likely be enterprise spending. Whether it's coming from networking, one sector for us, and or from server storage, which is largely enterprise, we see both this showing strong growth as we go into 2022. while, just to repeat myself, we see telcos and service providers not rolling over, just hanging up there at a very elevated level.",positive,0.59,neutral,0.704,positive,0.665,positive,0.723,positive,0.923,positive,0.97,4,0.59,0.0,0.665,0.723,0.923,0.97,2.271,0.0,1.8900000000000001,1.666,3.45,2.921,0,0,0,0,0,0
AVGO,2021,3,1589.532,1602.1,2021-09-02 17:26:16.444000-04:00,2021-09-02 17:26:29.532000-04:00,2021-09-02 17:26:29.532000-04:00,2021-09-02 17:26:42.100000-04:00,QA,Edward Snyder,Charter Equity Research Analyst,"Does that imply you expect the cloud to lighten up a bit then, too, because you just called out service providers and telcos, but you kind of avoided talking about the cloud?",Hawk Tan,President and CEO,"No, I use service providers sometimes to say cloud as well. No, we see cloud also hanging up together with the telcos. Great. Thank you. Sure.",neutral,0.588,neutral,0.765,neutral,0.932,neutral,0.625,positive,0.69,positive,0.844,5,0.0,0.0,0.0,0.0,0.69,0.844,2.271,0.0,1.8900000000000001,1.666,4.14,3.7649999999999997,1,0,1,0,0,0
