Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Hi. Thanks for taking my question, and congrats on the record, Kato, from my side as well. I guess I wanted to start off with iPhone sales. I think a general impression we have is China and North America have more robust 5G infrastructure. I just wanted to see kind of what you're seeing in terms of customer engagement or velocity of sales for iPhone in Europe, where I think the general impression is that service providers haven't rolled out robust 5G services. Is that something that's impacting customer interest in the latest lineup in the region? And I have a follow-up.","If you look at the 5G rollout in Europe, it's true that Europe is not in the place of certainly nowhere close to where China is. and nowhere close to the US either. But there are other regions that 5G is, that has very good coverage like Korea as an example. And so the world I would describe it right now is more of a patchwork quilt. There are places that there's really excellent coverage. There are places where within a country that is very good, but not from a nationwide point of view. And then there are places that really hasn't gotten started yet. Latin America is more closer to the last one. There's lots of opportunity ahead of us there. And I think Europe is where there are 5G implementations there. I think most of that growth is probably in front of us there as well.",3369.365,3439.106,11,2021,1,0.448,5.351,0,-0.0529999999999999,-0.7139999999999995,0,0.454,5.998,0,0.7150000000000001,8.113,1,0.837,9.704,1,0.937,10.552,1
"Got it. As a follow-up, if I can just ask you, I think you mentioned the momentum you're seeing for the Apple I bundle. which I think has been a couple of months now since you launched it. Any metrics to share in terms of what you're seeing for conversion rate of customers or even insights into which services in that bundle are turning out to be the anchor services that's driving adoption of that bundle?","It's really too early to answer some of those questions. As you know, we just got started into the quarter in Q1, so we have less than a quarter on this right now. What we wanted to accomplish with it, we're clearly accomplishing, which is making our services very easy to subscribe to. Our customers clearly told us that they wanted to subscribe to several services, or in some cases, all of our services. And so, we've made that very simple, and it's clear from the early going that it's working, but we've just gotten started on it.",3464.347,3503.298,12,2021,1,0.431,5.782,0,-0.07,-0.7839999999999995,0,0.418,6.416,0,-0.1039999999999999,8.009,0,0.858,10.562,0,0.642,11.194,0
"Yeah, hi. Thanks for taking my question and congratulating the very strong results. My first question is for Tim. Tim, I want to talk a little bit about your search and advertising business. How do you think of the long-term growth opportunities in advertising? How long can it grow at two to three times the app store growth rate? And also, are there any applications where your fundamental search technology, AR-infused, could be adapted for other parts of the services business? That's my first question, and then I have a quick follow-up from Luke after that.","The search advertising business is going well. It's a... You know, there's lots of intent from search, and we do it in a very private kind of manner, observing great privacy policies and so forth. And I think people see that and are willing to try it out. And we have been growing nicely in that area. It's a part of the advertising area that Luca spoke of earlier.",3552.674,3590.535,13,2021,1,0.475,6.257,0,-0.0579999999999999,-0.8419999999999994,0,0.623,7.039,0,-0.1039999999999999,7.905,0,0.848,11.41,0,0.836,12.03,0
"Got it. Got it. Thanks, Tim. And then a follow-up for Luca. When you look at your services segment in the March quarter in China, you typically see a bump due to gaming downloads during Chinese New Year. So should we see a similar trend this time around? Or do you think with the pandemic and people staying permanently at home, that kind of seasonal bump might not happen in China for gaming downloads?","Yeah, I mean, and I think I was mentioning during the prepared remarks, we clearly in China, the March quarter is typically the strongest quarter for our services business and for the App Store because of Chinese New Year, as you mentioned. And last year, what what we saw was an increased level of activity because after Chinese New Year, the whole country went into lockdown for several weeks. And so that propensity for playing games continued for several weeks, more than a typical cycle. So we expect, you know, to have a great quarter. in China, but at the same time, you need to keep in mind that, you know, the compare is going to be particularly challenging because of what happened a year ago.",3614.673,3671.033,14,2021,1,0.409,6.666,0,-0.067,-0.9089999999999994,0,0.2749999999999999,7.314,0,0.524,8.429,0,0.869,12.279,0,0.917,12.947,0
"Yes, thank you. First question is on iPhone ASPs, and I know you don't disclose the numbers there, but I wonder if you could speak about it qualitatively. You spoke about the richer mix, but there were also some price differences as compared to a year ago. iPhone 12 came in at a higher price point. The Pro established a new price point. Can you speak to how that, you know, the level of benefit that you saw there? And going forward, are you confident that you can continue to improve the mix in iPhone going forward?","So as I said earlier, we grew iPhone revenue 17% and that growth came from both unit sales and ASPs because of the strong mix that I mentioned before. So I think that answers your question for the December quarter. What we've seen so far, it's very early because we launched the new products only a few weeks ago. What we've seen so far is a very high level of interest for the Pro models, the Pro and the Pro Max. We worked very hard to ramp up our supply. We've had some supply constraints during the December quarter. We think we're going to be able to solve them during the March quarter. But so far, the mix has been very, very strong on iPhone.",3723.904,3784.933,15,2021,1,0.488,7.154,0,-0.069,-0.9779999999999994,0,0.6559999999999999,7.97,0,0.6359999999999999,9.065,0,0.874,13.153,0,0.963,13.91,0
"As a follow-up question, if you could talk a bit to the benefit that you may have seen from some of the carrier actions, some very aggressive trade-ins during the quarter. Did that provide a benefit in your view on units or mix or perhaps both? And what would be the level of permanence that you would see in some of those actions such that, you know, if those subsidies were removed, could that potentially be a headwind going forward?","I think, Chris, it's Tim. I think subsidies always help. Anything that reduces the price to the customer is good for the customer and obviously good for the carrier that's doing it and good for us as well. And so it's a win across the board. I believe that, at least based on what I see right now, is that there would be probably continuing to have quite a bit of competition in the market, if you're talking about the U.S. market, for customers as the carriers work to get more customers to move to 5G. Outside of... Of the U.S., the subsidies are not used in all geographies. And so it really varies greatly by country. You know, some of them are separate completely, the handset and the service. And in those areas, we don't have subsidies.",3817.826,3889.532,16,2021,1,0.4509999999999999,7.604999999999999,0,-0.073,-1.0509999999999995,1,0.411,8.381,0,0.339,9.404,0,0.7510000000000001,13.904,0,0.886,14.796,0
"Thank you very much. It's amazing how your company has pivoted and progressed through this uncertain time in society. A lot of the pushback we get on our view on Apple is that everyone around them or that they know in developed countries has an iPhone or Apple product, and the market is kind of being saturated some. But when I look at other countries like India, I believe statistically you are materially below that in market share. So are you doing active efforts there? It seems like there's been some news reports of moving supply chain there or you recently opened up an Apple store. How should we think about that? Because it just seems like you're really not full market share equally around the world.","Yeah, there are several markets, as I alluded to before. India is one of those where our share is quite low. It did improve from the year-ago quarter. Our business roughly doubled over that period of time. And so, we feel very good about the trajectory. We are doing a number of things in the area. We put the online store there, for example, and last quarter was the first full quarter of the online store. And that has gotten a great reaction to it and has helped us achieve the results that we got to last quarter. We're also going in there with retail stores in the future. And so, we look for that to be another great initiative, and we continue to develop the channel as well. And so, there's lots of things, not only in India, but in several of the other markets that you might name where our share is lower than we would like. And I, again, I would also say even in the developed markets, when you look at our share, definitely everybody doesn't have an iPhone, not even close. And so, you know, we really don't have a significant share in any market. So there's a headroom left even in those developed markets where you might hear that.",3952.661,4054.73,17,2021,1,0.545,8.15,0,-0.072,-1.122999999999999,0,0.5589999999999999,8.94,0,0.634,10.038,0,0.883,14.787,0,0.97,15.766,0
"Thank you very much. Kim, I had sort of a big picture question on iPhone. I'm just curious, there are so many different things happening this cycle, you know, 5G, pandemic. How are you thinking about the opportunity for, you know, refreshing the installed base and attracting new customers? And, you know, are you seeing lives shortened given some of the, you know, the programs that are being put out there by the carriers and by yourself? Just kind of maybe big picture if you can talk about what you're seeing in terms of, you know, iPhone out there in the market.","Sure, Shannon. We saw double-digit increases on a year-over-year basis on both the new to iPhone and upgraders. So, in fact, in the March quarter, there was actually a record number of upgraders for a March quarter. And so we like what we see. It's obviously the early days of 5G. Different countries are in different points. The penetration is still on a global level, is still low at this point. And so a lot of the 5G upgrades will be in front of us, not behind us. You see in China, things have moved quickly to 5G. They're moving quickly in the United States, but a lot of the other regions are slower to adopt and slower to gain coverage in 5G.",1496.448,1559.161,1,2021,2,0.494,0.494,0,-0.0629999999999999,-0.0629999999999999,0,0.6629999999999999,0.6629999999999999,0,0.937,0.937,0,0.924,0.924,0,0.966,0.966,0
"Okay. And then, Luca, can you talk about gross margin? I mean, 42% is higher than it's been that I can kind of remember, actually, at this point. So, maybe if you talk about the drivers of gross margin, you know, and maybe – if there were any offsets from higher component costs or the logistics costs that obviously were overshadowed by currency and other things.","Yes, Shana. Yes, we did 42.5% during March, and we got it to similar slightly lower levels for June. So for March, we were up 270 basis points sequentially, really driven by three major factors. Cost savings, which have been good for us during this cycle. A really strong mix, a strong mix on iPhone, but in general across all product categories, and that obviously was helpful. And foreign exchange, sequentially, again, from December to March, was favorable 90 basis points, so that helped as well. So those are the three major factors there. As we transition into June, as you know, we will expect some level of deleverage, but that will be offset by cost savings. Foreign exchange doesn't have much of an impact as we go from March to June.",1586.582,1650.214,2,2021,2,0.427,0.921,0,-0.062,-0.1249999999999999,0,0.5860000000000001,1.249,0,0.892,1.829,0,0.914,1.838,0,0.963,1.929,0
"Thank you for taking my question. I have two as well. You know, first one just on services, you know, I think 90 days ago the expectation was that line item would decelerate a little bit into the March quarter. It turned out it actually accelerated for us. I'd love to just understand, you know, what do you think drove that acceleration specifically and, you know, is mid-20% sort of the growth norm as we go forward for services?","So, I mean, our services business did better than what we were expecting when we had the last call in January. It was stronger across the board. One of the things that we've noticed is that, you know, throughout COVID was that obviously digital services have done very well. And then we've had a couple of categories like AppleCare because many of the points of sale and stores were closed. and advertising because of the reduced economic activity that were negatively affected during COVID. During the March quarter, we've seen a return to growth on AppleCare, and obviously we've reopened a lot of the stores during the course of the quarter. And advertising, obviously consumer sentiment has improved, and advertising is coming back. And so the combination of these factors really delivered this very, very strong performance during the March quarter. You know, as we look ahead, as you know, we don't provide specific guidance for our product categories, but in general, I talked during our preparing March, I mean, there are a number of things that we always look at around the services business, you know, how many new paid accounts do we have, What number of new subscriptions do we get? Above all, is our install base continuing to grow? Are we adding new services? Are we improving the quality of the existing services? And so when we look at all these fundamental vectors of our services business, obviously we feel very good. We feel very good about it.",1686.832,1793.851,3,2021,2,0.475,1.396,0,-0.068,-0.1929999999999999,0,0.6759999999999999,1.925,0,0.883,2.712,0,0.928,2.766,0,0.958,2.887,0
"Got it. That's helpful. And then, Tim, if I would follow up with you, you know, it seems like engagement with iPhones and Apple devices generally has gone up materially over the last 12 months. And I don't think replacement cycles, at least in the data we see, has shrunk or changed that much at the end of the day. I'm wondering, does that combination of increased usage, replacement cycles having changed, end up in, you know, iPhones potentially growing on a multi-year basis because I would imagine if I'm using something more, I have to replace it more often. So I'd love your perspective on this.","Yeah, we're clearly seeing strong performance in both the new to iPhone or the switcher component and upgraders, as I've mentioned before. And, in fact, the upgrader was the best March quarter that we've ever had in the And so that speaks to what you're seeing, I think, a lot. It's difficult with just this far into the cycle to make a statement about the cycle in general, because keep in mind that we just launched midway through the Q1 period. And so we've only been operating for, you know, four and a half months or so. But clearly we like what we see right now a lot. If you look at how the iPhone did around the world, we had the top five models of smartphone in the U.S., the top selling, the top two in urban China, four out of the top five in Japan, the top four in the U.K., and the top six in Australia. And so it was a sort of across the board in some really key countries we did really, really well. I do think that the 5G cycle is important, and, you know, we're in the early days of it, frankly.",1827.183,1918.231,4,2021,2,0.517,1.913,0,-0.0689999999999999,-0.2619999999999998,0,0.6709999999999999,2.596,0,0.93,3.642,0,0.7629999999999999,3.529,0,0.972,3.859,0
"This was a pretty unbelievable quarter, and investors are going to ask about the sustainability of current demand trends, especially as you lap some of the benefits from COVID in areas like services and MACs later this year. So I know you don't guide beyond or provide an outlook beyond the next quarter, but can you talk from a high-level perspective? Over the next year, which segments do you see the opportunity to maintain strong revenue growth versus where is it reasonable to assume there will be some digestion as consumers shift their spending priorities? Then I have a follow-up for Luca.","If you sort of look at the different products, iPhone, I've already mentioned some of the great momentum that we had there. Keep in mind that the compare that we're running to would be the quarter, the Q2 of last year, the quarter that China would have entered a shutdown first, and then the rest of the world entered the shutdown in the middle part of March. And so part of the growth is compare, is the comparison point. But that said, the results were fabulous across the board. The shortages that Luca spoke about in the color that he provided on the future affects primarily the iPad and the Mac. And so, we'll have some challenges in there, and challenges meeting the demand that we've got. The demand feels very strong right now. Both on the Mac side, you have the combination of M1 and work from home. and remote learning. And an iPad, you've got remote learning and work from home as well. And the product that we just announced is really killer. The iPad Pro with the M1 in it. And so there's a lot of great things of the strength of the product cycle in addition to the trends that we're seeing in the marketplace. And where this pandemic will end, it seems like many companies will be operating in a hybrid kind of mode and so it would seem that work from home and the productivity of working from home will remain very critical. If you look at wearables then, the watch had a fabulous quarter and I still think we're in the early innings on the watch. The number of new The people that are new to the watch is almost three out of four. And so this is, you know, a long way from being a mature market. And then the services by itself has really accelerated. And so all in all, we feel very, very good.",1974.442,2120.886,5,2021,2,0.552,2.465,0,-0.063,-0.3249999999999998,0,0.6619999999999999,3.258,0,0.93,4.572,0,0.916,4.445,0,0.954,4.813,0
"And then, Luca, if I look at inventory plus vendor non-trade receivables, That grew only about 8% this quarter, which is a big deceleration from last quarter. Should we read into that as a leading indicator for the revenue growth deceleration in the business as the world normalizes? Or were there some supply disruptions during the quarter that caused you to drain inventory and create that tightness that you're talking about for June?","Now, as you think about the June quarter situation, Katie, I would point you to what we said in our prepared remarks around the two factors that will influence our normal seasonality, right? One is the fact that iPhone, we launched iPhone later than usual during this cycle, and so we reached supply-demand balance only during the March quarter, which makes, obviously, the sequential change. decline steeper than usual, and then these $3 or $4 billion of supply constraints that Tim just said, primarily on iPad and Mac. So as you look at your model, and you obviously can look at our numbers that we've done in the past, I think you can try to gauge that. From a channel inventory standpoint, we did what we normally do during a March quarter. So we reduced inventory as it's typical on iPhone. We exited within our target range. So I would say that on the inventory side, it was pretty straightforward. Obviously, given that the supply constraints are on the iPad and the Mac, we wish we had more inventory of iPad and Mac. But this is all a function of high demand for all our products.",2153.044,2242.614,6,2021,2,0.437,2.902,0,-0.077,-0.4019999999999998,0,0.088,3.346,1,0.872,5.444,1,0.914,5.359,0,0.969,5.782,0
"Yes, thank you. Tim, your content offerings are still at very compelling price points and You've seen other content providers, whether it be Spotify, Hulu, Netflix, all announced price increases recently. I'm just wondering how you're thinking about pricing as it pertains to your offering here. And if you could share any stats around the uptake of TV Plus paid subs, that would be great. And I will follow up for Luca.","Let me start with TV Plus. TV Plus is going very well. As you know, the objective and the philosophy that we've had on TV Plus is to create high-quality original content and to be one of the most desired platforms for storytellers. And I see that happening day by day as we sign more shows and more storytellers, including Malala, as I mentioned in my opening comments. To date, we've The Apple Originals have received 352 award nominations and had 98 wins. And, you know, this is from Oscar nominations to Emmy Awards to Critic Choice Awards and all the rest. And we've got some shows that have gotten significant buzz, like Ted Lasso and The Morning Show and Defending Jacob and many others. And so we feel really good about where we are. We're not releasing subscriber numbers, but we feel good about where we are. In terms of other services and pricing, I don't have anything to announce today. We try to give the customer a great value, and we feel that we're doing that with the prices that we've got, and we'll see where we go from here.",2284.216,2373.195,7,2021,2,0.5720000000000001,3.474,0,-0.072,-0.4739999999999998,0,0.632,3.978,0,0.7020000000000001,6.146,0,0.883,6.242,0,0.974,6.756,0
