Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Okay. In the past, you've given a sales revenue target going out, I forget what, a few years. Can you update that revenue target?","Yeah, so we put a goal out there a few years ago of a combination of organic and inorganic growth taking us from where we had been, which in 2017 was $23 million in sales, with a goal of $100 million over the next few years. We've obviously seen a little bit of a setback in that. We didn't expect to have a year-over-year decline in 2020 over 2019. So that's part of the challenge with that is we took a step back For all the reasons that everyone already knows, we're getting back to organic growth. Part of the M&A strategy is we've been looking for a larger deal for some time that would take us closer to that $100 million number. We still have a significant growth goal out there. The timing of it's become a little muddy, but I'm a growth guy. I don't do very well sitting back and saying, lifestyle, this is great. We're doing fine. I'm as motivated to grow as anybody you're going to find in a company this size. And so we're heavily focused on returning to organic growth, which I think we see a pathway to doing, and that's kind of the way we're guiding this year is getting back to growth and then adding in, you know, an acquisition or two this year and in coming years. I still think for us to get to a meaningful size and have any kind of – more strength, let's say, over a bill of materials in the market, we're going to need to have some scale. And whether $100 million is the right number or not to define scale, it's the next big milestone for us. So we need to get to that number, and then we can look beyond.",2438.687,2535.337,11,2021,1,0.478,4.202,0,-0.07,-0.7329999999999997,0,0.443,4.189,0,0.958,5.328,0,0.895,9.007,0,0.974,10.242,0
"Okay, great. So the addition of Mark Holdsworth, adding to Sherry Cefali on the board, both of whom have... I guess everybody has M&A experience, right? But they both have lots and lots of M&A experience. So the addition of MARC, does that suggest to us a continuing involvement of the previously existing plan or does that suggest, should that suggest to us that the M&A piece of your business you're now planning on it being much larger than the plan had been in the past?","Yeah, good question. So I don't know that the plan is any different than it was. I think this adds some fuel to it from an expertise level and a focus. And really the purpose of forming a subcommittee of the board focused on that is to make sure that we've got the right people in the right seats helping me and helping Peter guide us towards this M&A and when deals present themselves. faster review of the meaningful ones. And when we talk about financing and being creative on how to do certain kinds of deals, I just think having folks like that available to us on our side, that's a big deal. And it's important to note that in the case of Mark Holdsworth, he's a meaningful size shareholder as well. And so having Having that on our board aligns him perfectly with what shareholders would want anyway. I mean, I'm obviously every day of my life spent trying to deliver the best results possible and a return to shareholders, and you talk some about that over the last few years. We've done an okay job of providing an increase. We've hit a tough spot in the last year around the organic results and But the inorganic piece has always been a major focus, and it's nice to have some additional firepower on our board and heavily focused on the right way for us to do M&A. And it's an endorsement from not just the board when we find the right deal, but, again, you have a good alignment with what shareholders would want to see with someone like Mark to help us make sure we're doing the right things and we're staying focused on the right areas.",2583.565,2681.864,12,2021,1,0.529,4.731,0,-0.075,-0.8079999999999996,0,0.498,4.687,0,0.508,5.836,0,0.912,9.919,0,0.972,11.214,0
"As a reminder, if you would like to ask a question, please press star 1 on your telephone keypad. A confirmation tone will indicate your line is in the question queue. One moment, please, while we poll for additional questions. There are no more questions at this time. We have reached the end of the question and answer session, and I will now turn the call over to Robert Dawson for closing remarks.","Great. Thanks, Hillary, and thanks, everyone, for joining our call today. We appreciate your support of RF Industries. Peter and I look forward to reporting our second quarter results in June, and we'll speak to some of you next Tuesday at the Roth virtual conference. Thank you again for joining, and have a great day.",2727.591,2742.877,13,2021,1,0.3,5.031,0,-0.057,-0.8649999999999997,0,0.244,4.931,0,0.0139999999999999,5.85,0,0.7070000000000001,10.626,0,0.728,11.942,0
"Hey, guys. Thanks for taking my question, and congratulations on the hybrid fiber orders. Really good to see those starting to flow in. I wanted to ask about the hybrid fiber first. So, what's the expectation for gross margins going forward, maybe in the in the back half of the year and then into next year with some of these hybrid fibers to your tower customers?","Yeah, I think so. Appreciate that, Aman. Thanks for the question. I think there's two things probably in there that are important. One is that the profile of margins on that specific product line won't be drastically different kind of than our blended margins. The way we've been flowing, there is a wild card in there, which is we've got everyone in the world experiencing same kinds of supply chain stuff. We're handling that pretty well, but also the price of copper is something to keep an eye on within that. We don't expect a significant change to our margin profile based on that, but when you add that product line to the rest of our mix, we still expect the same kinds of improving gross margins as we've been As we've been talking about, up into the high 20s, trying to get to 30, and we think with a better mix over the next year plus, some of the higher margin stuff, we can push up into the 30s. But I think the summary is that product line will be different almost cable to cable. There's different lengths. There's different breakouts within them. A longer cable may have a lower gross margin percentage. There's a lot of moving parts in there. But in general, we expect it to be right in line kind of with our overall corporate margins.",967.89,1042.234,1,2021,2,0.443,0.443,0,-0.063,-0.063,0,0.5189999999999999,0.5189999999999999,0,0.922,0.922,0,0.906,0.906,0,0.96,0.96,0
"Okay, that's helpful. Thanks. And in terms of inflation, you mentioned copper prices are increasing. Are you able to pass those prices increases on to your customers?","Yeah, so really the place that we see that as an impact is more on the hybrid side than almost anywhere else. I mean, we have copper involved in a whole bunch of different products that we sell. Most of those, it's a smaller amount. The hybrid fiber have a really significant piece of multiple pieces of copper in each one of those cables. And I think our team did a really good job going into this potential piece of business of quoting fair prices and making sure we were taking into account the variability of of how copper was shaking out. Part of the discussion there is making sure we place orders early enough to lock in some real pricing. I don't anticipate that we're going to have to revisit customer conversations necessarily around pricing. I think we've given fair pricing that takes into account the price of copper. Where we need to take increases on some other product lines, we're always reviewing that. That's part of our standard standard operating, uh, practice. I don't think we're going to see significant increases, but, um, we've taken some price increases over the last couple of quarters in, in different pockets of our business as it is to try to, you know, overcome some of those price increases that are cost increases, I should say that we're experiencing.",1055.276,1128.602,2,2021,2,0.4429999999999999,0.8859999999999999,0,-0.076,-0.139,0,0.0749999999999999,0.5939999999999999,0,0.723,1.645,0,0.878,1.784,0,0.956,1.916,0
"Got it. That's helpful. And then, um, good to see that you got another tier one, uh, wireless, uh, customer. Um, what's that sort of expectation, uh, from that customer? Do you expect to receive more orders from that customer maybe later this year or into next year?","Yes, I think that the short answer is I don't know. The slightly longer answer is we certainly, there have not been enough orders placed for that customer to build the network that they're talking about. I mean, our infrastructure would require significantly more of that product type to build out the infrastructure they want to build. And we know we're one of multiple suppliers. We think it's really on us to perform, which we've been doing. And we believe if we keep performing and we're happy that we're receiving these size orders, but our team is very focused on making sure we can get things out the door in the right time frame to make the customer happy. And we're hopeful that that will lead to more future orders. We don't have definitive knowledge of what that might look like, but that's pretty standard. Having been through three or four major build cycles, that's kind of how it goes. You get some orders, you need to perform to have the opportunity to keep getting them, and the better you do, the better chance you have for more upside. So we're hopeful on that, but as soon as we know, obviously we'll let the world know, but at the moment we're fulfilling the ones that we have over the next several months and are hopeful we can get some more. Excellent.",1150.748,1228.582,3,2021,2,0.473,1.359,0,-0.072,-0.211,0,0.434,1.0279999999999998,0,0.42,2.065,0,0.902,2.686,0,0.918,2.834,0
"Okay. And this last question for me, any updates on DAS deployments? I know your large distribution customer, Tesco, is seeing a bit of a ramp in their DAS backlog. Are you seeing something similar in terms of DAS deployments?","Yeah. So I think, you know, the standard deployment distributed antenna system stuff in normal sized buildings has started to come back here and there. I think the ones that really make a dent in a backlog or have a bigger impact are stadiums and large venues. We have seen a couple of stadiums come back. They were projects that were slated to happen in, I'll call it late spring last year, that obviously stopped during the craziness that we all fought through there. So we're seeing some of those come back. There's a couple of them that have already, some orders have been placed, and we've benefited from some of those in our bookings. The full impact of all the stadiums and large venues coming back, we haven't seen all those yet, but I certainly think we're on the verge, especially as various sports seasons end. The traditional way to build one of those networks is when there's not people in the stadium every day. We're happy to see people showing up in stadiums again. I think we're seeing full stadiums in a lot of locations in multiple sports. But I think as we go into the fall NFL season and then, you know, as baseball wraps up in the fall, also basketball is wrapping up here in the next month or so, I think we expect to see some of those stadium venues come back, which will certainly have an impact on us too.",1245.108,1327.23,4,2021,2,0.481,1.84,0,-0.053,-0.264,0,0.499,1.5269999999999997,0,0.6819999999999999,2.747,0,0.9,3.5860000000000003,0,0.973,3.807,0
"Hi, Rob and Peter. Congratulations on a lot of good things going on at the company. I see your stock in after-hours trading is trading up, suggesting that the market likes what they're seeing in your release.","That's good. Thanks, Al. Appreciate that.",1383.528,1386.389,5,2021,2,0.149,1.989,0,-0.0689999999999999,-0.3329999999999998,0,0.479,2.006,0,-0.2239999999999999,2.523,0,0.613,4.199,0,0.651,4.458,0
I had a question about your acquisitions going forward. Are there certain areas you're looking at? Are you looking to add to existing capabilities? Are you looking for additional capabilities? What are you thinking along those lines?,"I appreciate the question, Hal. I think probably two things to that. Sticking with kind of things that I've stated in the past, we like passive components, so things that help fill out a bill of materials in the project areas and solution areas where we do work today. So opportunities to fill in those gaps, things like power, antennas, cabinets, enclosures, all areas that we benefit from in selling our solutions today, and it may make sense for us to have a little more vertical control over that supply chain. So I think that's one. The other piece is we really like our distribution channels also, and so products that are distribution friendly and can help us gain some more share or some more access into our distribution customers and their customer bases are certainly things that we're looking for. With that said, I'm never going to turn down a good deal on a cable assembly manufacturing scenario, but I feel like we've generally covered... From a cable assembly perspective, we kind of have the complete offer that we need today. There may be a couple of pockets here or there that I would look at, but I think we're showing our organic growth on the cable assembly side, whether it's fiber, copper, coax, investing there to help grow that. That's generally not a place that I'm looking at acquisitions, though I do see a lot in that space, and there may be one that turns our head at some point. But as of today, it's kind of filling in other areas of the solutions.",1412.741,1506.659,6,2021,2,0.552,2.541,0,-0.0569999999999999,-0.3899999999999998,0,0.5359999999999999,2.542,0,0.755,3.278,0,0.864,5.063,0,0.968,5.426,0
"Okay, thanks. What size are you looking at in terms of revenues of acquisitions?","Yeah, so I think we'd like to go larger than what we've done in the past. Doing deals in the $5, $6, $7, $8 million in sales levels, it's hard to find synergies there, number one. And number two, we're sitting on a balance sheet with $15-plus million in cash with more expected in coming quarters. So I think when we look at that, we're focused more in the $20 million to $30 million in sales kind of range. We think that's a realistic size for us and nicely accretive to current sales levels and the improvement we have going on. We've got to get on the market and get some more scale to get out of some of the noise that happens when you're putting up sales numbers like this. It's nice to get back to organic growth, and that's terrific. we'd like to step that up a little bit. And look, if we find something creative and interesting and different that's out there that falls even beyond those guidelines, that's great. I think our opportunity is huge with the balance sheet that we're sitting on right now.",1515.263,1580.666,7,2021,2,0.499,3.04,0,-0.068,-0.4579999999999998,0,0.5930000000000001,3.135,0,0.913,4.191,0,0.894,5.957,0,0.975,6.401,0
"Okay, thanks. Let me ask a question that's maybe a little more difficult, and that is incentive compensation. Can you talk about, sorry, no, that's a board consideration as far as incentive for you two, Rob and Peter. But can you talk about the incentive compensation philosophy and then what, here's an even more difficult question, what it might be prospectively in the future, because you've had some additions to the board?","Sure, I'll take a stab at that as best I can. I think that the, From an incentive comp perspective, I feel like we put together a budget that we think is aligned with what shareholders would want to see, and we are measured against that. There's a mix of revenue expectations, but most of it is on profitability and EBITDA expectations. Peter and I and the rest of the leadership team are tied to the same kinds of expectations that we want to put out from an earnings per share and a profitability perspective for shareholders. It is right in line with that, whether that's cash and or equity. Those things are aligned perfectly with what we think are the right values for our shareholders in returning growth. As far as future looking, I don't think that's going to change. I'm not someone that fights against having goals and then needing to achieve them to once you hit those milestones, you get paid. If you don't, you don't get paid. I mean, that's as simple as that. I'm a recovering sales guy, so I still function very much with a goal-based kind of scenario, and our entire team is built around that, and the entire structure of the incentive comp is built around that.",1617.466,1693.802,8,2021,2,0.48,3.52,0,-0.0739999999999999,-0.5319999999999997,0,0.345,3.4799999999999995,0,0.4650000000000001,4.656000000000001,0,0.84,6.797,0,0.932,7.333,0
"Yeah. Hi, guys. Thanks for the time and nice quarter. A couple of questions. First, what's the duration of the $22.8 million in backlog, roughly? And are there any components or anything in the supply chain shortage that holds up that shipment that you're concerned about?","Yeah. Hey, John. Thanks for the questions. Two things. As far as how long that backlog is going to last, I mean, short answer is we don't specifically know. We certainly think it will be drawn against over the next, you know, two to three quarters, probably more like three quarters, so we start to get into the end of the calendar year and maybe even into the beginning of next calendar year. That can change. I think we've seen that in the past with our results, that a customer can draw in and or push out expectation on delivery of those orders, but... Kind of what we see today, we think there's another, you know, call it three-quarters-ish worth of shipment time. Could be a little more, depending on how that goes. The supply chain side of it, the one piece of it we talked a little bit about is copper. You know, we can procure copper. We just got to make sure we control pricing on that and keep it under control, which I think we've done. And then, you know, some of the pre-finishing work on the hybrids in particular is done by outside partners. So making sure that we're placing orders on them for the right volume, quantity, specific styles, staying ahead of that. I think the other team, Long Island has been doing a great job of staying ahead of that and making sure that we're in line where we need to be, getting the orders that we need to. We haven't seen massive supply chain issues, but I think the entire world, especially in materials like this, are seeing delays. So, you know, we're seeing a week here, a week there. Nothing that at this point says we can't meet the timeline of the next, you know, three-ish quarters for the customer to draw against that, though.",1727.457,1825.468,9,2021,2,0.394,3.914,0,-0.0679999999999999,-0.5999999999999995,0,0.1609999999999999,3.641,0,0.6639999999999999,5.32,0,0.843,7.64,0,0.966,8.299,0
"So that backlog, though, primarily is driven by customer demand on timing, not your inability to ship.","That's right. Yeah, and we've been performing very well for this customer and, frankly, for all of our customers. But in this case, for this specific customer, we've been performing very well within the guidelines of what they expect, and we think that's going to continue.",1834.195,1848.706,10,2021,2,0.282,4.196,0,-0.079,-0.6789999999999996,0,0.508,4.149,0,0.0269999999999999,5.347,0,0.838,8.478,0,0.947,9.246,0
"Okay. And kind of with the growing backlog, it would seem to me like you might have – kind of a higher level of ability to guide. And your guidance still seems kind of vague, right? It's directional. Yeah, it's got some year-over-year growth. But can you give us any more specifics, either about how you feel on the next quarter, the shape of the rest of the fiscal year, or why you're uncomfortable doing that? I'll take any of them.","Yeah, sure. So the why I'm uncomfortable part really comes down to timing. We've been burned both in a good and a bad way in the past around saying specific, the next quarter we're going to see X. We had a $20 million quarter in our second quarter of 2018, and that is not at all where we expected it to be when we had the call and gave guidance. It ended up being significantly higher, and then the next quarter after that was lower than expected because we had taken so much that we thought was going to go in that quarter and pulled it forward. We try to give, I think, as much helpful directional guidance as we can. Last year, we did low $40 million in sales. We certainly expect to exceed that, even though we're sitting at $21 million through two quarters. Again, that's very general kinds of things, but we're expecting Q3 sales to ramp from Q2 and Q4 to ramp from Q3, where we get back to some pretty significant year-over-year growth. That, coupled with the idea that how much of this backlog is going to go out the door and kind of what we've established as a base run rate. I mean, last year's results of 43 million, whatever it was, it's not going to be worse than that, right? That was the worst operating environment we've experienced. So you start layering in these growth quarters of another few million bucks in Q3, another few million bucks on top of that in Q4. I have a hard time saying exactly what that number will be, but when we kind of look at it, we're thinking, oh, okay, so what do we do, 13 in Q3 and 15 in Q4? Those are the kinds of ways that we look at the numbers.",1878.476,1975.542,11,2021,2,0.4349999999999999,4.631,0,-0.0709999999999999,-0.7499999999999994,0,0.236,4.385,0,0.963,6.31,0,0.86,9.338,0,0.976,10.222,0
"Okay. And are there a couple of kind of long shot upsides out there that you're shooting for that might come in that you haven't kind of worked into your budget? Like do you have some maybe even not so long shot? Just talk to us about what the upsides and also downside risk potentials, if there's some of those that keep you awake at night.","Sure. Yeah, I think we're coming off some comps that are pretty bad from last year. The numbers got really rough in the middle of the year. So when we look at downside risk, I don't see much. I think more from we get through the rest of this fiscal year, it starts to become how do we grow off to a considerably bigger number Next year, there's not downside risk to that, but it's where are those numbers going to come from. If I look at our pipeline in general and some of the opportunities we have, whether it's DAC or small cell or even some other OEM customers that we're doing some work for, we have, I don't know, a dozen multimillion-dollar opportunities in the pipeline. that have nothing to do with the hybrid fiber that we're already talking about, and we're hopeful that there's more of that as well. So I think the upside is really driven by the big CapEx opportunities around the 5G build-out, whether that's on the macro site with the hybrids, small cell getting some momentum again, and or the DAC cooling solution benefiting from all this additional equipment out there, I think we're just seeing a general return to kind of a normal operating environment, which gives us a tremendous amount of comfort in our opportunity to grow. So we can certainly come in with bigger numbers than what I just laid out. Timing works into that, and if any of these large million-dollar-plus deals come in, that's a big number for us. and can certainly swing us to the upside.",1996.774,2091.447,12,2021,2,0.4659999999999999,5.097,0,-0.066,-0.8159999999999995,0,0.6140000000000001,4.999,0,0.954,7.264,0,0.886,10.224,0,0.968,11.19,0
