tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
TDG,2021,1,153.729,Pre,22,Nick Howley,Executive Chairman,"About 90% of our net sales are generated by proprietary products, and around three-quarters of our net sales come from products for which we believe we are the sole source provider.",-3.56E-06,1.600311044,0
TDG,2021,1,168.336,Pre,23,Nick Howley,Executive Chairman,"Most of our EBITDA comes from aftermarket revenues, which generally have significant higher margins and over any extended period of time have typically provided relative stability through the downturns.",0.999996299,2.600307343,0
TDG,2021,1,172.504,Pre,24,Nick Howley,Executive Chairman,"We follow a consistent, long-term strategy.",0.035049702,2.635357044,0
TDG,2021,1,179.708,Pre,25,Nick Howley,Executive Chairman,"Specifically, we own and operate proprietary aerospace businesses with significant aftermarket content.",6.09E-05,2.63541799,0
TDG,2021,1,185.63,Pre,26,Nick Howley,Executive Chairman,"Second, we utilize a simple, well-proven, value-based operating methodology.",0.009184174,2.644602164,0
TDG,2021,1,194.615,Pre,27,Nick Howley,Executive Chairman,"Third, we have a decentralized organization structure and unique compensation system closely aligned with shareholders.",0.580332828,3.224934991,0
TDG,2021,1,202.763,Pre,28,Nick Howley,Executive Chairman,"Fourth, we acquire businesses that fit this strategy and where we see a clear path to a PE-like return.",0.807233585,4.032168576,0
TDG,2021,1,209.926,Pre,29,Nick Howley,Executive Chairman,"And lastly, our capital structure and allocations are a key part of our value creation methodology.",0.000161508,4.032330084,0
TDG,2021,1,220.592,Pre,30,Nick Howley,Executive Chairman,"As you saw from our earnings release, we had a decent Q1 considering the environment, but we're still in a very tough commercial aerospace market.",-0.972736548,3.059593536,0
TDG,2021,1,229.978,Pre,31,Nick Howley,Executive Chairman,Our longstanding goal is to give our shareholders private equity-like returns with the liquidity of a public market.,0.065422823,3.125016359,0
TDG,2021,1,237.763,Pre,32,Nick Howley,Executive Chairman,"To do this, we stay focused on both the details of value creation as well as careful allocation of our capital.",3.54E-05,3.125051743,0
TDG,2021,1,253.653,Pre,33,Nick Howley,Executive Chairman,"The commercial aftermarket revenue, typically the largest and most profitable portion of our business, dropped sharply in the second half of fiscal year 2020, as we expected, following the steep decline in air travel due to COVID.",-0.999999009,2.125052733,0
TDG,2021,1,262.21,Pre,34,Nick Howley,Executive Chairman,"Sharp drops have happened during other severe shocks, though not to this magnitude and likely duration.",-0.820364217,1.304688516,0
TDG,2021,1,269.592,Pre,35,Nick Howley,Executive Chairman,"At this point, there are some indications that Q3 of our fiscal year 2020 was the bottom.",-0.163064364,1.141624152,0
TDG,2021,1,277.976,Pre,36,Nick Howley,Executive Chairman,"To the positive, we saw significant sequential increases in commercial aftermarket bookings in our fiscal year Q1.",0.999999996,2.141624149,0
TDG,2021,1,283.598,Pre,37,Nick Howley,Executive Chairman,But the stalling of the air travel recovery concerns us with regards to timing.,-0.99999608,1.141628069,0
TDG,2021,1,293.775,Pre,38,Nick Howley,Executive Chairman,"Our commercial aftermarket simply will recover as more people worldwide fly again, though not necessarily in lockstep.",0.987819712,2.12944778,0
TDG,2021,1,300.837,Pre,39,Nick Howley,Executive Chairman,"This is starting to happen slowly and somewhat erratically, but the timing of the recovery is still not clear.",-0.99728284,1.13216494,0
TDG,2021,1,309.26,Pre,40,Nick Howley,Executive Chairman,"In addition to safety, the two most important items we continue to focus on are the things we can to some degree control.",0.83645011,1.96861505,0
TDG,2021,1,312.501,Pre,41,Nick Howley,Executive Chairman,"One, we are tightly managing our costs.",0.967499033,2.936114083,0
TDG,2021,1,323.04,Pre,42,Nick Howley,Executive Chairman,"Our revenues were down significantly in fiscal year 2021 Q1 versus the prior year Q1, but our costs are down about the same.",-0.999395044,1.93671904,0
TDG,2021,1,332.621,Pre,43,Nick Howley,Executive Chairman,"The mixed impact of low commercial aftermarket revenues continues to impact our margins, but we have been able to mitigate part of this impact.",0.990858004,2.927577044,0
TDG,2021,1,335.682,Pre,44,Nick Howley,Executive Chairman,"Secondly, assuring liquidity.",-0.014503146,2.913073898,0
TDG,2021,1,347.114,Pre,45,Nick Howley,Executive Chairman,"We raised an additional $1.5 billion at the beginning of our third quarter of fiscal year 2020, The money raised was an insurance policy for these uncertain times.",0.005693805,2.918767703,0
TDG,2021,1,350.436,Pre,46,Nick Howley,Executive Chairman,It now seems unlikely that we will need it.,-0.891205765,2.027561938,0
TDG,2021,1,354.349,Pre,47,Nick Howley,Executive Chairman,We continued to generate cash in Q1 of 2021.,0.125407928,2.152969866,0
TDG,2021,1,364.745,Pre,48,Nick Howley,Executive Chairman,We generated about $275 million of positive cash flow from operations and closed the quarter with almost $5 billion of cash.,0.999996216,3.152966083,0
TDG,2021,1,368.308,Pre,49,Nick Howley,Executive Chairman,This is prior to the acquisition that we made in January.,-1.27E-05,3.152953402,0
TDG,2021,1,377.194,Pre,50,Nick Howley,Executive Chairman,"Absent some large additional dislocation or shutdown, we should come out of this with substantial firepower.",-0.999635176,2.153318226,0
TDG,2021,1,384.597,Pre,51,Nick Howley,Executive Chairman,We continue to look at possible M&A opportunities and are always attentive to our capital allocation.,0.001233213,2.154551439,0
TDG,2021,1,392.319,Pre,52,Nick Howley,Executive Chairman,"But the M&A and capital markets are always difficult to predict, but especially so in these uncertain times.",-0.677026742,1.477524697,0
TDG,2021,1,401.435,Pre,53,Nick Howley,Executive Chairman,"In general, on capital allocation, we still tend to lean towards caution but we feel better now than we did six months ago for sure.",0.986994722,2.464519419,0
TDG,2021,1,405.798,Pre,54,Nick Howley,Executive Chairman,M&A activity in this last quarter was more active.,0.08217495,2.546694369,0
TDG,2021,1,411.021,Pre,55,Nick Howley,Executive Chairman,"As I'm sure you saw, we made a good-size acquisition after the quarter ends.",0.22324824,2.769942609,0
TDG,2021,1,419.626,Pre,56,Nick Howley,Executive Chairman,"We bought the Cobham Air Connectivity business, which is an antenna and radio business, for a purchase price of $965 million.",-2.46E-06,2.76994015,0
TDG,2021,1,423.488,Pre,57,Nick Howley,Executive Chairman,I must admit it does feel good to play some offense again.,0.999852283,3.769792433,0
TDG,2021,1,428.87,Pre,58,Nick Howley,Executive Chairman,This is a good proprietary sole source business with high aftermarket content.,0.999999865,4.769792298,0
TDG,2021,1,431.112,Pre,59,Nick Howley,Executive Chairman,We also like the customer diversity.,0.99999223,5.769784528,0
TDG,2021,1,435.956,Pre,60,Nick Howley,Executive Chairman,"As usual, we expect to get a PE-like return on this transaction.",0.022775274,5.792559802,0
TDG,2021,1,455.102,Pre,61,Nick Howley,Executive Chairman,"Though we are not giving overall guidance for Transdyn, for the little less than nine months that we will own the Cobham business in fiscal 21, we expect it to contribute roughly $160 million in revenue and with EBITDA as defined margins running in the 25 to 35% range.",3.78E-05,5.792597631,0
TDG,2021,1,462.345,Pre,62,Nick Howley,Executive Chairman,The revenue is impacted somewhat by the historical calendar year versus fiscal year shipment timing.,-0.000258169,5.792339462,0
TDG,2021,1,471.668,Pre,63,Nick Howley,Executive Chairman,"We paid for the Cobham business with cash on hand, so but for the tax impacts, much of this will drop right through to earnings.",-0.000520701,5.791818761,0
TDG,2021,1,483.331,Pre,64,Nick Howley,Executive Chairman,We also sold two small non-proprietary former Esterline businesses that did not fit our model for about $30 million so far in 2021.,-0.000586402,5.791232359,0
TDG,2021,1,493.028,Pre,65,Nick Howley,Executive Chairman,"The total revenues for these businesses in fiscal year 20 were roughly $35 million, and EBITDA was in the 10% revenue range.",-9.07E-07,5.791231452,0
TDG,2021,1,502.956,Pre,66,Nick Howley,Executive Chairman,We continue to investigate the sale of a few other less proprietary defense businesses that don't fit as well with our consistent long-term strategy.,-0.138813817,5.652417635,0
TDG,2021,1,508.14,Pre,67,Nick Howley,Executive Chairman,"At this point, it's too soon to know when or if we will sell these businesses.",-0.000159265,5.652258371,0
TDG,2021,1,513.289,Pre,68,Nick Howley,Executive Chairman,We still don't have sufficient clarity to give 2021 guidance.,-0.14477314,5.507485231,0
TDG,2021,1,518.412,Pre,69,Nick Howley,Executive Chairman,"When the smoke clears enough for us to feel more confidence, we'll reinstate the guidance.",0.000314675,5.507799905,0
TDG,2021,1,528.319,Pre,70,Nick Howley,Executive Chairman,"In general, we are planning to keep tight control on expenses and hold our organization roughly flat until we see more clear signs of a pickup.",-0.160231472,5.347568433,0
TDG,2021,1,533.162,Pre,71,Nick Howley,Executive Chairman,We believe we are about as well positioned as we can be for right now.,0.999999712,6.347568145,0
TDG,2021,1,536.164,Pre,72,Nick Howley,Executive Chairman,We'll watch the market develop and react accordingly.,-0.000293849,6.347274296,0
TDG,2021,1,538.386,Pre,73,Nick Howley,Executive Chairman,Now let me hand it over to Kevin.,-0.001435667,6.345838629,0
TDG,2021,1,543.805,Pre,74,Nick Howley,Executive Chairman,to review our recent performance and to give more information on Q1 and other thoughts.,1.34E-06,6.345839969,0
TDG,2021,1,545.286,Pre,75,Kevin Stein,President & Chief Executive Officer,"Thanks, Nick.",0.018432647,6.364272615,0
TDG,2021,1,552.091,Pre,76,Kevin Stein,President & Chief Executive Officer,Today I will first provide my regular review of results by key market and profitability of the business for the quarter.,-1.05E-06,6.364271565,1
TDG,2021,1,557.255,Pre,77,Kevin Stein,President & Chief Executive Officer,I'll also comment on fiscal 2021 outlook and some COVID-19 related topics.,-2.77E-06,6.364268791,0
TDG,2021,1,567.003,Pre,78,Kevin Stein,President & Chief Executive Officer,Our Q1 fiscal 2021 was another challenging quarter considering the continued slowdown across the commercial aerospace industry and a difficult global economy.,-0.999999795,5.364268996,0
TDG,2021,1,575.398,Pre,79,Kevin Stein,President & Chief Executive Officer,"In Q1, we continued to see a significant unfavorable impact on the business from the pandemic as demand for travel has remained depressed.",-0.999999392,4.364269605,0
TDG,2021,1,588.782,Pre,80,Kevin Stein,President & Chief Executive Officer,"Despite these headwinds, I am pleased that we were able to achieve a Q1 EBITDA as defined margin approaching 43%, which was a sequential improvement from our Q4 EBITDA as defined margin.",0.999999998,5.364269602,0
TDG,2021,1,592.284,Pre,81,Kevin Stein,President & Chief Executive Officer,Now we will review our revenues by market category.,-7.47E-06,5.364262134,0
TDG,2021,1,599.734,Pre,82,Kevin Stein,President & Chief Executive Officer,"For the remainder of the call, I will provide color commentary on a pro forma basis compared to the prior year period in 2020.",-2.47E-06,5.364259667,0
TDG,2021,1,604.405,Pre,83,Kevin Stein,President & Chief Executive Officer,That is assuming we own the same mix of businesses in both periods.,-1.41E-06,5.364258258,0
TDG,2021,1,613.327,Pre,84,Kevin Stein,President & Chief Executive Officer,"In the commercial market, which typically makes up close to 65% of our revenue, we split our discussion into OEM and aftermarket.",2.08E-07,5.364258466,0
TDG,2021,1,621.909,Pre,85,Kevin Stein,President & Chief Executive Officer,Our total commercial OEM market revenue declined approximately 40% in Q1 when compared with Q1 of the prior year period.,-0.999998894,4.364259572,0
TDG,2021,1,627.024,Pre,86,Kevin Stein,President & Chief Executive Officer,The pandemic has caused a significant negative impact on the commercial OEM market.,-0.999998462,3.36426111,0
TDG,2021,1,640.795,Pre,87,Kevin Stein,President & Chief Executive Officer,We are under the assumption that demand for our commercial OEM products will continue to be reduced throughout fiscal 2021 due to reductions in OEM production rates and airlines deferring or canceling new aircraft orders.,-0.999991785,2.364269325,0
TDG,2021,1,652.504,Pre,88,Kevin Stein,President & Chief Executive Officer,"Longer term, the impact of COVID-19 is fluid and continues to evolve, but we anticipate negative impacts on our commercial OEM end market for some uncertain period of time.",-0.999844267,1.364425058,0
TDG,2021,1,663.244,Pre,89,Kevin Stein,President & Chief Executive Officer,"On a positive note, Q1 demonstrated significant sequential bookings improvement compared to Q4, which is likely an indicator of OEM destocking slowing.",0.999999997,2.364425055,0
TDG,2021,1,674.894,Pre,90,Kevin Stein,President & Chief Executive Officer,"Additionally, it is encouraging that the max has been recertified in multiple countries and added back to route schedules, although the near-term impact to our business will likely be minimal given the low build rates.",0.990758668,3.355183723,0
TDG,2021,1,678.698,Pre,91,Kevin Stein,President & Chief Executive Officer,Now moving on to our commercial aftermarket business discussion.,-4.67E-05,3.355137009,0
TDG,2021,1,687.16,Pre,92,Kevin Stein,President & Chief Executive Officer,Total commercial aftermarket revenues declined by approximately 49% in Q1 when compared with Q1 of the prior year period.,-0.999995211,2.355141797,0
TDG,2021,1,696.329,Pre,93,Kevin Stein,President & Chief Executive Officer,"In the quarter, the decline in the commercial transport aftermarket was primarily driven by decreased demand in the passenger and interior submarkets.",-0.999999727,1.355142071,0
TDG,2021,1,704.577,Pre,94,Kevin Stein,President & Chief Executive Officer,"There was also a decline in the commercial transport freight market, but at a less impactful rate.",-0.999996854,0.355145217,0
TDG,2021,1,715.518,Pre,95,Kevin Stein,President & Chief Executive Officer,"On a positive note, the total commercial aftermarket revenues increased sequentially by approximately 5% when comparing the current quarter to Q4 fiscal 2020.",0.999999994,1.355145211,0
TDG,2021,1,720.19,Pre,96,Kevin Stein,President & Chief Executive Officer,This increase was driven by the commercial transport aftermarket.,0.997303067,2.352448278,0
TDG,2021,1,732.634,Pre,97,Kevin Stein,President & Chief Executive Officer,Our quarterly commercial aftermarket bookings were down in line with observed flight traffic declines resulting from decrease in air travel demand and uncertainty surrounding COVID.,-0.999999661,1.352448618,0
TDG,2021,1,743.475,Pre,98,Kevin Stein,President & Chief Executive Officer,"However, Q1 also demonstrated significant sequential bookings improvement compared to Q4, and the bookings in Q1 modestly outpaced sales.",0.999999977,2.352448595,0
TDG,2021,1,747.137,Pre,99,Kevin Stein,President & Chief Executive Officer,This is likely the result of destocking slowing at the airlines.,-0.99481695,1.357631644,0
TDG,2021,1,760.768,Pre,100,Kevin Stein,President & Chief Executive Officer,"To touch on a few key points of consideration, global revenue passenger miles are still at unprecedented lows, though off the bottom, as a result of the pandemic.",-0.99996742,0.357664224,0
TDG,2021,1,770.269,Pre,101,Kevin Stein,President & Chief Executive Officer,IATA's most recent forecast expects the final reported revenue passenger miles for calendar year 2020 to be 66% below 2019.,-0.999535656,-0.641871432,0
TDG,2021,1,778.344,Pre,102,Kevin Stein,President & Chief Executive Officer,And that calendar year 2021 average traffic levels will be about 50% of pre-COVID crisis levels.,-3.66E-05,-0.641908079,0
TDG,2021,1,787.28,Pre,103,Kevin Stein,President & Chief Executive Officer,Cargo demand was weaker prior to COVID-19 crisis as FTKs have declined from an all-time high in 2017.,-0.99996091,-1.641868989,0
TDG,2021,1,799.894,Pre,104,Kevin Stein,President & Chief Executive Officer,"However, a loss of passenger belly cargo due to flight restrictions and reduced passenger demand has helped cargo operations to be impacted to a lesser extent by COVID-19 than commercial travel.",-0.993005298,-2.634874288,0
TDG,2021,1,805.759,Pre,105,Kevin Stein,President & Chief Executive Officer,Business jet utilization data was pointing to stagnant growth before the current disruption.,-0.999995065,-3.634869353,0
TDG,2021,1,819.007,Pre,106,Kevin Stein,President & Chief Executive Officer,"Now, during the pandemic and in the aftermath, the outlook for business jets remains unpredictable as business jet flights were rebounding, but due to personal and leisure travel, as opposed to business travel.",-0.999994357,-4.63486371,1
TDG,2021,1,827.51,Pre,107,Kevin Stein,President & Chief Executive Officer,"However, now we face the typical slower winter season, and the sustainability of this trend is especially difficult to foresee.",-0.999806681,-5.634670391,0
TDG,2021,1,841.595,Pre,108,Kevin Stein,President & Chief Executive Officer,"Although the longer-term impacts of the pandemic are hard to predict, we continue to believe the commercial aftermarket will recover as long as air traffic continues to improve.",0.99998823,-4.634682161,0
TDG,2021,1,846.957,Pre,109,Kevin Stein,President & Chief Executive Officer,The recent approval and rollout of several vaccines will greatly aid in this recovery.,0.999999996,-3.634682165,0
TDG,2021,1,856.238,Pre,110,Kevin Stein,President & Chief Executive Officer,We believe there is a global pent-up demand for travel and in due time passengers across the globe will return and flight activity will increase.,0.999991745,-2.634690419,0
TDG,2021,1,871.53,Pre,111,Kevin Stein,President & Chief Executive Officer,"Historically, personal travel has accounted for the largest percentage of revenue passenger miles and forecasts still seem to indicate a pickup in personal travel in the back half of this calendar year, followed later by business travel.",0.980008701,-1.654681719,0
TDG,2021,1,874.293,Pre,112,Kevin Stein,President & Chief Executive Officer,We are hopeful this will be the case.,0.34744092,-1.307240798,0
TDG,2021,1,883.259,Pre,113,Kevin Stein,President & Chief Executive Officer,"For now, the timing of the recovery is uncertain, and in the meantime, we will continue to make the necessary business decisions and remain focused on our value drivers.",-0.29455292,-1.601793718,0
TDG,2021,1,890.862,Pre,114,Kevin Stein,President & Chief Executive Officer,"Now let me speak about our defense market, which traditionally are at or below 35% of our total revenue.",-1.91E-05,-1.601812843,0
TDG,2021,1,899.865,Pre,115,Kevin Stein,President & Chief Executive Officer,"The defense market, which includes both OEM and aftermarket revenues, grew by approximately 1% in Q1 when compared with the prior year period.",0.99999867,-0.601814173,0
TDG,2021,1,907.612,Pre,116,Kevin Stein,President & Chief Executive Officer,"Defense bookings declined slightly in the quarter, driven primarily by a modest decline in defense aftermarket bookings.",-0.999997676,-1.601811848,0
TDG,2021,1,912.415,Pre,117,Kevin Stein,President & Chief Executive Officer,"As we have said many times, defense sales and bookings can be lumpy.",-0.910213457,-2.512025305,0
TDG,2021,1,918.719,Pre,118,Kevin Stein,President & Chief Executive Officer,We continue to expect our defense business to expand throughout the year due to the strength of our current order book.,0.999999994,-1.512025311,0
TDG,2021,1,925.664,Pre,119,Kevin Stein,President & Chief Executive Officer,"Moving to profitability, I'm going to talk primarily about our operating performance for EBITDA as defined.",-2.26E-05,-1.512047951,0
TDG,2021,1,933.712,Pre,120,Kevin Stein,President & Chief Executive Officer,EBITDA as defined of about $474 million for Q1 was down 30% versus prior Q1.,-0.999998173,-2.512046124,0
TDG,2021,1,937.385,Pre,121,Kevin Stein,President & Chief Executive Officer,EBITDA as defined margin in the quarter was just under 43%.,0.005318702,-2.506727422,0
TDG,2021,1,951.464,Pre,122,Kevin Stein,President & Chief Executive Officer,"I am pleased that amid a disrupted commercial aerospace industry and in spite of the mixed impact of low commercial aftermarket sales, we were able to expand our EBITDA as defined margin by approximately 40 basis points sequentially.",0.999999992,-1.506727431,0
TDG,2021,1,958.095,Pre,123,Kevin Stein,President & Chief Executive Officer,This result was made possible by our cost mitigation efforts and a consistent focus on our operating strategy.,0.999614509,-0.507112922,0
TDG,2021,1,961.147,Pre,124,Kevin Stein,President & Chief Executive Officer,Now moving to our outlook for 2021.,-9.83E-05,-0.507211206,0
TDG,2021,1,971.363,Pre,125,Kevin Stein,President & Chief Executive Officer,"As Nick previously mentioned, we are not in a position to issue formal fiscal 2021 sales, EBITDA as defined, and net income guidance at this time.",-1.71E-05,-0.507228298,0
TDG,2021,1,976.846,Pre,126,Kevin Stein,President & Chief Executive Officer,We will look to reinstitute guidance when there is less uncertainty and we have a clearer picture of the future.,-6.55E-05,-0.507293766,0
TDG,2021,1,987.382,Pre,127,Kevin Stein,President & Chief Executive Officer,"We, like most aero suppliers, remain hopeful that we will realize a more meaningful return of activity towards the second half of the calendar year.",0.999998342,0.492704576,0
TDG,2021,1,995.446,Pre,128,Kevin Stein,President & Chief Executive Officer,This will be driven by increased vaccination availability and an initial recovery in personal and vacation travel.,0.877946032,1.370650609,0
TDG,2021,1,1002.409,Pre,129,Kevin Stein,President & Chief Executive Officer,"For now, we are encouraged by the recovery in commercial OEM and aftermarket bookings in the first quarter.",0.999999977,2.370650585,0
TDG,2021,1,1015.286,Pre,130,Kevin Stein,President & Chief Executive Officer,"As for the defense market, and as we said on the Q4 earnings call, We expect defense revenue growth in the low single digit to mid single digit percent range for fiscal 2021 versus prior year.",0.988915508,3.359566093,0
TDG,2021,1,1029.692,Pre,131,Kevin Stein,President & Chief Executive Officer,"Additionally, given the continued uncertainty in the commercial market channels and consistent with our commentary on the Q4 earnings call, we are not providing an expected dollar range for EBITDA as defined for the 2021 fiscal year.",-0.916778628,2.442787465,0
TDG,2021,1,1046.029,Pre,132,Kevin Stein,President & Chief Executive Officer,"We assume a steady increase in commercial aftermarket revenue going forward and expect full year fiscal 2021 EBITDA margin roughly in the area of 44%, which could be higher or lower based on the rate of commercial aftermarket recovery.",0.999953297,3.442740762,0
TDG,2021,1,1054.995,Pre,133,Kevin Stein,President & Chief Executive Officer,"This includes Cobham Aero connectivity, which should have limited dilutive effects to our EBITDA margin.",4.99E-05,3.442790623,0
TDG,2021,1,1070.156,Pre,134,Kevin Stein,President & Chief Executive Officer,"Barring any other substantial disruptions of the commercial aerospace industry, recovery we anticipate EBITDA margins will continue to move up throughout the year, with this fiscal Q1 being the lowest.",-0.999990457,2.442800165,0
TDG,2021,1,1075.198,Pre,135,Kevin Stein,President & Chief Executive Officer,Mike will provide details on other fiscal 2021 financial assumptions and updates.,-2.20E-06,2.442797966,0
TDG,2021,1,1082.661,Pre,136,Kevin Stein,President & Chief Executive Officer,"Additionally, I would like to touch on our environmental, social, and governments initiatives, or ESG initiative.",-1.95E-05,2.442778492,0
TDG,2021,1,1090.425,Pre,137,Kevin Stein,President & Chief Executive Officer,"2020 was a year of progress for our ESG program, though we are still in the beginning of our ESG journey.",0.982510941,3.425289433,0
TDG,2021,1,1097.67,Pre,138,Kevin Stein,President & Chief Executive Officer,Ongoing conversations with our stakeholders have been an integral part of building and evolving our ESG efforts.,4.25E-05,3.425331907,0
TDG,2021,1,1105.052,Pre,139,Kevin Stein,President & Chief Executive Officer,"As a leader in the aerospace industry, we recognize we need to extend our industry leadership to ESG initiatives as well.",0.997678698,4.423010606,0
TDG,2021,1,1112.814,Pre,140,Kevin Stein,President & Chief Executive Officer,These initiatives are a priority and we are dedicated to continuous improvement as we move forward on our ESG journey.,0.9999067,5.422917305,0
TDG,2021,1,1123.044,Pre,141,Kevin Stein,President & Chief Executive Officer,More information regarding our ESG initiatives can be found within our recently published 2020 stakeholder report that is posted on the Transdyn homepage.,1.01E-05,5.422927364,0
TDG,2021,1,1140.267,Pre,142,Kevin Stein,President & Chief Executive Officer,"Let me conclude by stating that although Q1 of fiscal 2021 continued to be significantly impacted by the pandemic's disruption of the commercial aerospace industry, I am pleased with the company's performance in this challenging time and with our commitment to drive value for our stakeholders.",0.999999821,6.422927185,0
TDG,2021,1,1149.269,Pre,143,Kevin Stein,President & Chief Executive Officer,"There is still much uncertainty about the commercial aerospace market, but we have a strong tenured management team that is always ready to act quickly and as necessary.",0.999999714,7.422926899,0
TDG,2021,1,1160.337,Pre,144,Kevin Stein,President & Chief Executive Officer,The team is focused on controlling what we can control while also monitoring the ongoing developments in the commercial aerospace industry and ensuring that we are ready to respond to demand as it comes back.,0.930820286,8.353747185,0
TDG,2021,1,1174.106,Pre,145,Kevin Stein,President & Chief Executive Officer,"I am confident that as a result of our swift cost mitigation efforts and focus on our operating strategy, the company will emerge more strongly from the ongoing weakness in our primary commercial end markets.",0.999999497,9.353746682,0
TDG,2021,1,1183.092,Pre,146,Kevin Stein,President & Chief Executive Officer,We look forward to the remainder of 2021 and expect that our consistent strategy will continue to provide the value you have come to expect from us.,0.999993341,10.35374002,0
TDG,2021,1,1187.473,Pre,147,Kevin Stein,President & Chief Executive Officer,"With that, I would now like to turn it over to our Chief Financial Officer, Mike Listman.",-0.00077926,10.35296076,0
TDG,2021,1,1188.654,Pre,148,Mike Listman,Chief Financial Officer,"Good morning, everyone.",0.500621597,10.85358236,0
TDG,2021,1,1191.655,Pre,149,Mike Listman,Chief Financial Officer,I'm going to quickly hit on a few additional financial matters.,-0.001238098,10.85234426,0
TDG,2021,1,1201.238,Pre,150,Mike Listman,Chief Financial Officer,"You can see all of the detail on revenue, EBITDA, adjusted EPS, and the press release and call slides for today, so I'm not going to rehash that in detail.",-1.07E-05,10.8523336,0
TDG,2021,1,1208.92,Pre,151,Mike Listman,Chief Financial Officer,"For the quarter, organic growth was negative 24 percent, driven by the commercial and market declines that Kevin mentioned.",-0.999999701,9.852333898,0
TDG,2021,1,1211.077,Pre,152,Mike Listman,Chief Financial Officer,A quick note on taxes.,-0.012442189,9.83989171,0
TDG,2021,1,1219.643,Pre,153,Mike Listman,Chief Financial Officer,The lower than expected gap tax rate for the quarter was driven by significant tax benefits arising from equity compensation deductions.,0.0989206,9.93881231,0
TDG,2021,1,1221.505,Pre,154,Mike Listman,Chief Financial Officer,This is just timing.,-0.000666886,9.938145423,0
