tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
AVGO,2021,1,332.264,Pre,30,Hock Tan,President and CEO,"This sharp increase was in large part due to a higher content FR content was up and we shipped in high volume Wi-Fi 6 and Wi-Fi 6E, the next generation of Wi-Fi 6.",0.999750047,8.686006454,0
AVGO,2021,1,348.329,Pre,31,Hock Tan,President and CEO,"As expected, Q2 wireless revenue will now show a typical seasonal decline sequentially, even as anticipated revenues will be up 30 to 40% year-on-year.",-0.999994703,7.686011752,0
AVGO,2021,1,365.972,Pre,32,Hock Tan,President and CEO,"And as we look into the second half of the year, we are planning for typical revenue rent in this space and structuring our in-house at BASFAP capacity appropriately.",-1.27E-06,7.68601048,0
AVGO,2021,1,378.382,Pre,33,Hock Tan,President and CEO,This should result in sustaining the year-on-year growth trend we now see in Q2 through the second half of the year.,0.999988214,8.685998694,0
AVGO,2021,1,390.386,Pre,34,Hock Tan,President and CEO,"Moving on, networking represented approximately 29% of our semiconductor solution revenue in the quarter and grew 15% year-on-year.",0.999977653,9.685976347,0
AVGO,2021,1,405.411,Pre,35,Hock Tan,President and CEO,"Demand is strong, driven largely by data center spend in the cloud and global telcos who continue to upgrade their infrastructure and network.",0.999999997,10.68597634,0
AVGO,2021,1,417.312,Pre,36,Hock Tan,President and CEO,Sustainability of this strength is evidenced by bookings as they jump 80% year-on-year and 62% sequentially.,0.999999998,11.68597634,0
AVGO,2021,1,428.281,Pre,37,Hock Tan,President and CEO,"Demand for switch and routing platforms, both of the current and as well as next generation, is robust.",0.999999892,12.68597623,0
AVGO,2021,1,439.084,Pre,38,Hock Tan,President and CEO,"But as anticipated, our AITPU business was seasonally down this quarter.",-0.999977507,11.68599873,0
AVGO,2021,1,460.432,Pre,39,Hock Tan,President and CEO,"Moving on to Q2, we expect networking to be up sequentially and continue the trend of being up year on year, driven by continuous strength we see in cloud and telcos offset partially by continued weakness in enterprise.",0.999997115,12.68599584,0
AVGO,2021,1,468.223,Pre,40,Hock Tan,President and CEO,"Turning to broadband, which represented approximately 15% of semiconductor solutions.",-8.83E-06,12.68598701,0
AVGO,2021,1,474.827,Pre,41,Hock Tan,President and CEO,"Revenue was up 8% year-on-year, driven by the work-from-home environment.",0.999999894,13.6859869,0
AVGO,2021,1,478.91,Pre,42,Hock Tan,President and CEO,Multiple telcos in Europe and the U.S.,-1.47E-06,13.68598543,0
AVGO,2021,1,484.094,Pre,43,Hock Tan,President and CEO,continued to roll out pond and cable docks.,-5.80E-06,13.68597963,0
AVGO,2021,1,495.134,Pre,44,Hock Tan,President and CEO,Embedded in these wireline gateways are our next generation Wi-Fi 6 access points.,4.99E-05,13.68602955,0
AVGO,2021,1,506.622,Pre,45,Hock Tan,President and CEO,"Softness in enterprise was more than offset by this strong demand from retail home routers, even as telcos continue to span.",0.999947363,14.68597692,0
AVGO,2021,1,520.864,Pre,46,Hock Tan,President and CEO,"Looking at Q2, we are enabling the launch of new Wi-Fi 6 enabled platforms with higher value content for North American and European telcos.",0.985235729,15.67121265,0
AVGO,2021,1,536.917,Pre,47,Hock Tan,President and CEO,"As a result, we do see demand accelerating, consumption increasing, and we expect to generate double-digit year-on-year revenue growth in broadband.",0.999999996,16.67121264,0
AVGO,2021,1,544.244,Pre,48,Hock Tan,President and CEO,Server storage connectivity represented approximately 12% of Q1 semiconductor revenue.,-1.06E-05,16.67120209,0
AVGO,2021,1,570.628,Pre,49,Hock Tan,President and CEO,"This segment is largely driven by enterprise demand, as we know, and not surprisingly, server storage revenue was down 22% year-on-year, reflecting continuous softness in end-user demand, as well as OEMs, original equipment manufacturers, depleting their inventory in this space.",-0.999999681,15.67120241,0
AVGO,2021,1,578.828,Pre,50,Hock Tan,President and CEO,"While bookings have improved, These are largely for demand in the second half.",0.99999985,16.67120226,0
AVGO,2021,1,587.733,Pre,51,Hock Tan,President and CEO,"And accordingly, we expect revenue in Q2 to continue to be down year over year by double digit percentage.",-0.999999181,15.67120308,0
AVGO,2021,1,596.258,Pre,52,Hock Tan,President and CEO,"However, we do expect some recovering based on our bookings received in the second half.",-0.12079423,15.55040885,0
AVGO,2021,1,606.194,Pre,53,Hock Tan,President and CEO,"And finally, industrial represented approximately 4% of Q1 semiconductor solution revenue.",-2.14E-05,15.5503874,0
AVGO,2021,1,618.598,Pre,54,Hock Tan,President and CEO,"Resales grew 13% year over year in Q1, driven by a recovery of multiple economic sectors in China.",0.999999881,16.55038728,0
AVGO,2021,1,632.015,Pre,55,Hock Tan,President and CEO,"Turning to Q2, we expect resales to grow at roughly the same level as we see recovering now occurring as well in Japan and Europe.",0.983306936,17.53369422,0
AVGO,2021,1,644.66,Pre,56,Hock Tan,President and CEO,"Inventory in the channel for us continues to deplete, and we may have to increase shipments and revenues to replenish channel inventory this quarter.",-0.997771266,16.53592295,0
AVGO,2021,1,651.543,Pre,57,Hock Tan,President and CEO,"So in summary, semiconductor solution revenue, segment revenue was up 17% year-on-year in Q1.",0.999999757,17.53592271,0
AVGO,2021,1,664.943,Pre,58,Hock Tan,President and CEO,We expect this year-over-year percentage revenue to continue around a similar amount in spite of a seasonal decline in wireless.,-0.989674921,16.54624779,0
AVGO,2021,1,675.195,Pre,59,Hock Tan,President and CEO,"The way it looks now, this relatively strong trend appears to be sustaining through most of 2021.",0.999999468,17.54624726,0
AVGO,2021,1,691.728,Pre,60,Hock Tan,President and CEO,"However, in our view, this very high and unusual secular growth rate merely highlight an accelerated adoption of our connectivity platforms during this pandemic.",0.999997535,18.54624479,0
AVGO,2021,1,714.846,Pre,61,Hock Tan,President and CEO,"Turning to our other segment, software, Q1 2021 was our first quarter that on a year-on-year basis provides an organic comparison following the Symantec acquisition.",0.000706618,18.54695141,0
AVGO,2021,1,722.292,Pre,62,Hock Tan,President and CEO,"In Q1, infrastructure software revenue growth was 5% year on year.",0.999245087,19.5461965,0
AVGO,2021,1,732.791,Pre,63,Hock Tan,President and CEO,"In dollar terms, bookings averaged 122% over expiring contracts, while core accounts averaged 137%.",3.22E-06,19.54619972,0
AVGO,2021,1,742.489,Pre,64,Hock Tan,President and CEO,"Now, over 90% of these bookings represented recurring subscription and maintenance.",3.73E-06,19.54620345,0
AVGO,2021,1,753.024,Pre,65,Hock Tan,President and CEO,Our strategy of focusing on core accounts continues to perform well as we cross-sell our portfolio of software tools.,0.999996007,20.54619946,0
AVGO,2021,1,769.596,Pre,66,Hock Tan,President and CEO,"In other words, our software portfolio continues to perform as we had planned and continues to be on track with our long-term financial model for organic software revenue growth of around mid-single-digit percentage year-over-year.",0.999998623,21.54619808,0
AVGO,2021,1,775.238,Pre,67,Hock Tan,President and CEO,And that's something we expect to continue to see in Q2.,0.027511519,21.5737096,0
AVGO,2021,1,783.343,Pre,68,Hock Tan,President and CEO,"So in summary, our Q1 consolidated net revenue grew 14% year-on-year.",0.999999892,22.57370949,0
AVGO,2021,1,795.251,Pre,69,Hock Tan,President and CEO,"We expect a similar growth trajectory in Q2, which could bring revenue to $6.5 billion or a 13% year-on-year growth.",0.989299763,23.56300925,0
AVGO,2021,1,800.591,Pre,70,Hock Tan,President and CEO,"So with that, I'll now turn the call over to Kirsten.",-0.0030045,23.56000475,0
AVGO,2021,1,802.933,Pre,71,Kirsten Spears,Chief Financial Officer,"Thank you, Hawk.",0.127954449,23.6879592,0
AVGO,2021,1,808.697,Pre,72,Kirsten Spears,Chief Financial Officer,Let me now provide additional detail on our financial performance.,-4.08E-05,23.68791844,0
AVGO,2021,1,815.542,Pre,73,Kirsten Spears,Chief Financial Officer,"Net revenue was a record $6.7 billion for the quarter, up 14% from a year ago.",0.999999996,24.68791844,0
AVGO,2021,1,823.368,Pre,74,Kirsten Spears,Chief Financial Officer,Gross margins were 73% of revenue in the quarter and up approximately 30 basis points year-on-year.,0.999999753,25.68791819,0
AVGO,2021,1,832.901,Pre,75,Kirsten Spears,Chief Financial Officer,"Operating expenses were $1.1 billion, down 8% year on year, reflective of the full benefit of the completed Symantec integration.",0.969503853,26.65742204,0
AVGO,2021,1,839.324,Pre,76,Kirsten Spears,Chief Financial Officer,Operating income from continuing operations for the quarter was $3.8 billion and is up 23% from a year ago.,0.999999896,27.65742194,0
AVGO,2021,1,841.785,Pre,77,Kirsten Spears,Chief Financial Officer,"Operating margin was 57% of revenue, up 420 basis points year on year.",0.999996134,28.65741807,0
AVGO,2021,1,857.644,Pre,78,Kirsten Spears,Chief Financial Officer,"Adjusted EBITDA was $3.9 billion, or 59% of revenue, This figure excludes $138 million of depreciation.",-1.13E-05,28.65740677,0
AVGO,2021,1,862.667,Pre,79,Kirsten Spears,Chief Financial Officer,Now a review of the P&L for our two segments.,-1.04E-05,28.65739639,0
AVGO,2021,1,871.052,Pre,80,Kirsten Spears,Chief Financial Officer,Revenue for semiconductor solutions was $4.9 billion and represented 74 percent of total revenue in the quarter.,2.30E-06,28.65739868,0
AVGO,2021,1,874.053,Pre,81,Kirsten Spears,Chief Financial Officer,This was up 17 percent year-on-year.,0.999998767,29.65739745,0
AVGO,2021,1,889.382,Pre,82,Kirsten Spears,Chief Financial Officer,"Gross margins for semiconductor solutions were approximately 67 percent in the quarter up to 20 basis points year-on-year, notwithstanding the higher mix of lower margin wireless revenue.",0.999999984,30.65739743,0
AVGO,2021,1,899.129,Pre,83,Kirsten Spears,Chief Financial Officer,"Operating expenses were $750 million in Q1, down 3% year-on-year as we invested in R&D and streamlined SG&A.",-0.955061586,29.70233585,0
AVGO,2021,1,906.795,Pre,84,Kirsten Spears,Chief Financial Officer,"Because of this, operating margins increased to 52% in Q1, up 350 basis points year-on-year.",0.999999992,30.70233584,0
AVGO,2021,1,914.179,Pre,85,Kirsten Spears,Chief Financial Officer,"So while semiconductor revenue was up 17%, Operating profit grew 25%, all organic.",0.99999999,31.70233583,0
AVGO,2021,1,918.081,Pre,86,Kirsten Spears,Chief Financial Officer,Moving to the P&L for our infrastructure software segment.,-2.95E-05,31.70230635,0
AVGO,2021,1,925.166,Pre,87,Kirsten Spears,Chief Financial Officer,Revenue for infrastructure software was $1.7 billion and represented 26% of revenue.,-7.55E-07,31.70230559,0
AVGO,2021,1,928.128,Pre,88,Kirsten Spears,Chief Financial Officer,This was up 5% year on year.,0.999836791,32.70214239,0
AVGO,2021,1,935.653,Pre,89,Kirsten Spears,Chief Financial Officer,"Gross margins for infrastructure software were 90% in the quarter, up 190 basis points year over year.",0.999999891,33.70214228,0
AVGO,2021,1,943.97,Pre,90,Kirsten Spears,Chief Financial Officer,"Operating expenses were $346 million in the quarter, down 18% year-on-year as we've completed the integration of Symantec.",-0.998423432,32.70371884,0
AVGO,2021,1,949.822,Pre,91,Kirsten Spears,Chief Financial Officer,Operating profit was up 17% year-on-year on top-line growth of 5%.,0.999999997,33.70371884,0
AVGO,2021,1,956.255,Pre,92,Kirsten Spears,Chief Financial Officer,"Operating margins was 70% in Q1, up 740 basis points year-over-year.",0.999999893,34.70371873,0
AVGO,2021,1,960.576,Pre,93,Kirsten Spears,Chief Financial Officer,Moving to cash flow.,-0.000378035,34.7033407,0
AVGO,2021,1,966.018,Pre,94,Kirsten Spears,Chief Financial Officer,"Pre-cash flow in the first quarter was approximately $3 billion, representing 45% of revenue.",-3.84E-07,34.70334031,0
AVGO,2021,1,972.229,Pre,95,Kirsten Spears,Chief Financial Officer,This is up 35% year-over-year as we carefully manage working capital.,0.9950536,35.69839391,0
AVGO,2021,1,979.155,Pre,96,Kirsten Spears,Chief Financial Officer,Day sales outstanding were 35 days in the first quarter compared to 57 days a year ago.,-0.000130261,35.69826365,1
AVGO,2021,1,987.962,Pre,97,Kirsten Spears,Chief Financial Officer,"We ended the quarter with inventory of $952 million, a decrease of $51 million or 5% from the end of the prior quarter.",-0.521549251,35.1767144,0
AVGO,2021,1,992.745,Pre,98,Kirsten Spears,Chief Financial Officer,We should also note in Q1 we spent $114 million on capital expenditures.,-5.00E-05,35.17666441,0
AVGO,2021,1,1005.285,Pre,99,Kirsten Spears,Chief Financial Officer,"On the financing front, we extended our weighted average debt maturity to approximately nine years from six by issuing new notes that we used to refinance and redeem existing debt.",0.003033602,35.17969801,0
AVGO,2021,1,1009.577,Pre,100,Kirsten Spears,Chief Financial Officer,Our weighted average coupon increased about 23 basis points to 3.8%.,0.0780354,35.25773342,0
AVGO,2021,1,1016.35,Pre,101,Kirsten Spears,Chief Financial Officer,"We ended the quarter with $9.6 billion of cash and $41.9 billion of debt, of which $843 million is short term.",-6.65E-07,35.25773275,0
AVGO,2021,1,1027.045,Pre,102,Kirsten Spears,Chief Financial Officer,"Turning to capital allocation, in the quarter we paid our common stockholders $1.5 billion of cash dividends.",2.74E-07,35.25773302,0
AVGO,2021,1,1037.747,Pre,103,Kirsten Spears,Chief Financial Officer,"We also paid $225 million in withholding taxes due on vesting of employee equity, resulting in the elimination of approximately 521,000 ABGO shares.",-1.72E-05,35.25771582,0
AVGO,2021,1,1044.269,Pre,104,Kirsten Spears,Chief Financial Officer,We ended the quarter with $408 million outstanding common shares and $450 million diluted shares.,-1.15E-08,35.25771581,0
AVGO,2021,1,1048.01,Pre,105,Kirsten Spears,Chief Financial Officer,Note that we expect the diluted share count to be $450 million in Q2.,-3.30E-06,35.25771251,0
AVGO,2021,1,1066.066,Pre,106,Kirsten Spears,Chief Financial Officer,"Based on current business trends and conditions, our guidance for the second quarter of fiscal 21 is for consolidated net revenues of $6.5 billion and adjusted EBITDA of approximately 59% of projected revenue.",-2.85E-06,35.25770966,0
AVGO,2021,1,1068.728,Pre,107,Kirsten Spears,Chief Financial Officer,That concludes my prepared remarks.,-3.66E-05,35.25767301,0
AVGO,2021,2,5.932,Pre,1,Operator,Conference Call Moderator,"Welcome to Broadcom, Inc.' 's second quarter fiscal year 2021 financial results conference call.",0.000435107,0.000435107,0
AVGO,2021,2,14.635,Pre,2,Operator,Conference Call Moderator,"At this time, for opening remarks and introductions, I would like to turn the call over to GU, Director of Investor Relations of Broadcom, Inc.",-0.000670955,-0.000235848,0
AVGO,2021,2,15.756,Pre,3,Operator,Conference Call Moderator,Please go ahead.,-0.007251452,-0.0074873,0
AVGO,2021,2,19.998,Pre,4,GU,Director of Investor Relations,"Thank you, Operator, and good afternoon, everyone.",0.072563985,0.065076685,0
AVGO,2021,2,34.236,Pre,5,GU,Director of Investor Relations,"Joining me on today's call are Hawk Tan, President and CEO, Kirsten Spears, Chief Financial Officer, Tom Krause, President, Infrastructure Software Group, and Charlie Kawas, Chief Operating Officer.",8.82E-06,0.065085505,0
AVGO,2021,2,44.108,Pre,6,GU,Director of Investor Relations,"Broadcom also distributed a press release and financial tables after the market closed, describing our financial performance for the second quarter of fiscal year 2021.",-1.56E-06,0.065083943,0
AVGO,2021,2,51.459,Pre,7,GU,Director of Investor Relations,"If you did not receive a copy, you may obtain the information from the investor section of Broadcom's website at broadcom.com.",4.89E-05,0.065132857,0
AVGO,2021,2,59.401,Pre,8,GU,Director of Investor Relations,"This conference call is being webcast live, and a recording will be available via telephone playback for one week.",1.47E-06,0.065134323,0
AVGO,2021,2,63.857,Pre,9,GU,Director of Investor Relations,It will also be archived in the investor section of our website at broadcom.com.,1.82E-05,0.065152534,0
AVGO,2021,2,77.801,Pre,10,GU,Director of Investor Relations,"During the prepared comments, Hawk and Kirsten will be providing details of our second quarter fiscal year 2021 results, guidance for our third quarter, as well as commentary regarding the business environment.",-7.72E-07,0.065151762,0
AVGO,2021,2,81.322,Pre,11,GU,Director of Investor Relations,We'll take questions after the end of our prepared comments.,-6.62E-05,0.065085519,0
AVGO,2021,2,95.439,Pre,12,GU,Director of Investor Relations,Please refer to our press release today and our recent filings with the SEC for information on the specific risk factors that could cause our actual results to differ materially from the forward-looking statements made on this call.,-0.4673751,-0.402289582,0
AVGO,2021,2,98.001,Pre,13,GU,Director of Investor Relations,In addition to U.S.,-0.000334878,-0.40262446,0
AVGO,2021,2,102.985,Pre,14,GU,Director of Investor Relations,"GAAP reporting, Broadcom reports certain financial measures on a non-GAAP basis.",-0.000293977,-0.402918437,0
AVGO,2021,2,110.07,Pre,15,GU,Director of Investor Relations,A reconciliation between GAAP and non-GAAP measures is included in the tables attached to today's press release.,9.40E-05,-0.402824392,0
AVGO,2021,2,116.275,Pre,16,GU,Director of Investor Relations,Comments made during today's call will primarily refer to our non-GAAP financial results.,-3.32E-05,-0.402857596,1
AVGO,2021,2,119.223,Pre,17,GU,Director of Investor Relations,I'll now turn the call over to Hawk.,-0.003872505,-0.4067301,0
AVGO,2021,2,124.927,Pre,18,Hawk Tan,President and CEO,"Thank you, G, and thank you, everyone, for joining us today.",0.17389364,-0.23283646,0
AVGO,2021,2,136.116,Pre,19,Hawk Tan,President and CEO,"In Q2, semiconductor solutions revenue grew a strong 20% year-on-year to $4.8 billion.",0.999999998,0.767163537,0
AVGO,2021,2,152.528,Pre,20,Hawk Tan,President and CEO,"With infrastructure software revenue growing an expected 4% year-on-year to $1.8 billion, Consolidated net revenue was $6.6 billion, up 15% year-on-year.",0.999999897,1.767163434,0
AVGO,2021,2,172.06,Pre,21,Hawk Tan,President and CEO,"Now, on the last earnings call we had, we talked about how strong broadband and networking bookings were from hypercloud and service providers, even as wireless was declining seasonally.",0.997314327,2.764477761,0
AVGO,2021,2,186.021,Pre,22,Hawk Tan,President and CEO,"In Q2, Not only do we see broadband and networking sustaining, we now see a recovery of bookings from enterprise.",0.999963418,3.764441179,0
AVGO,2021,2,191.905,Pre,23,Hawk Tan,President and CEO,"And on a supply side, hourly times have now stabilized.",0.183891428,3.948332607,0
AVGO,2021,2,201.272,Pre,24,Hawk Tan,President and CEO,But the volume of bookings we are experiencing today continues to grow.,0.999934294,4.948266901,0
AVGO,2021,2,219.934,Pre,25,Hawk Tan,President and CEO,"Now we intend to meet such demand, and in doing so, we maintain our discipline process of carefully reviewing our backlog, identifying real end user demand, and delivering products accordingly.",0.001630649,4.94989755,0
AVGO,2021,2,224.495,Pre,26,Hawk Tan,President and CEO,"With that as context, let me provide you more color.",-3.28E-05,4.94986473,0
AVGO,2021,2,232.3,Pre,27,Hawk Tan,President and CEO,"Starting with broadband, which interestingly enough is going through somewhat of a renaissance.",-0.000260779,4.949603951,0
AVGO,2021,2,240.847,Pre,28,Hawk Tan,President and CEO,Revenue grew 28% year-on-year and represented 18% of our semiconductor revenue.,0.999999896,5.949603847,0
AVGO,2021,2,253.837,Pre,29,Hawk Tan,President and CEO,"As discussed during our broadband teaching, the work, learn, and play from home environment is driving global service providers to expand connectivity to the home.",0.999064676,6.948668523,0
AVGO,2021,2,283.482,Pre,30,Hawk Tan,President and CEO,"In our broadband carrier access business, PON, Fiber, or otherwise known as PON, grew over 40% year on year, mostly with existing generation 2.5G, but with next generation 10G PON representing only 30% today, there is significant room for content growth as 10G PON deploys over the next few years.",0.999999872,7.948668395,0
AVGO,2021,2,289.344,Pre,31,Hawk Tan,President and CEO,"Not to be outdone by fiber, cable operators in the U.S.",-0.000190267,7.948478128,0
AVGO,2021,2,294.351,Pre,32,Hawk Tan,President and CEO,are driving deployment of DOCSIS 3.1 cable modems.,0.002207285,7.950685413,0
AVGO,2021,2,303.486,Pre,33,Hawk Tan,President and CEO,We saw an 80% year-on-year growth and planning to accelerate the upgrades to next generation DOCSIS 4.0.,0.999641699,8.950327112,0
AVGO,2021,2,318.626,Pre,34,Hawk Tan,President and CEO,"Our broadband technologies, in fact, are enabling service providers to complement the 5G to deliver best experience for consumers.",0.999999452,9.950326565,0
AVGO,2021,2,337.386,Pre,35,Hawk Tan,President and CEO,"Now overlaying all these last mile broadband upgrades, we see a demand search for the latest Wi-Fi 6 and 6E technology to enable the last 100 feet of connectivity in homes.",0.979426382,10.92975295,0
AVGO,2021,2,347.67,Pre,36,Hawk Tan,President and CEO,Broadcom has emerged as the clear market and technology leader in Wi-Fi for access gateways to the home and to enterprises.,0.999999856,11.9297528,0
AVGO,2021,2,356.825,Pre,37,Hawk Tan,President and CEO,"with over 50 million ports shipped in Q2 alone, or a year-on-year revenue growth of some 30%.",0.999997831,12.92975063,0
AVGO,2021,2,380.342,Pre,38,Hawk Tan,President and CEO,"On the other hand, as we might expect, with the push into higher performance fiber, Copper DSL, Digital Subscriber Line, deployments for wireless broadband declined 30% year-on-year, And with a lack of live events during the pandemic, video declined 20%.",-0.999998821,11.92975181,0
AVGO,2021,2,394.898,Pre,39,Hawk Tan,President and CEO,"But with the onset of 5G, service providers are competing for subscribers, leading to technology upgrades globally in fiber, cable, and Wi-Fi connectivity.",-0.010196334,11.91955548,0
AVGO,2021,2,400.05,Pre,40,Hawk Tan,President and CEO,We're seeing this investment cycle in broadband extending into 2022.,0.082706689,12.00226217,0
AVGO,2021,2,411.191,Pre,41,Hawk Tan,President and CEO,"And so for Q3, We expect to sustain double-digit year-on-year revenue growth in this segment.",0.999999895,13.00226206,0
AVGO,2021,2,414.632,Pre,42,Hawk Tan,President and CEO,Moving on to networking.,-0.000337813,13.00192425,0
AVGO,2021,2,421.854,Pre,43,Hawk Tan,President and CEO,Networking grew 10% year-on-year and represented 32% of our semiconductor revenue.,0.99999949,14.00192374,0
AVGO,2021,2,431.898,Pre,44,Hawk Tan,President and CEO,"We experienced tailwinds from HyperCloud and Telcos, partially offset by headwinds from Enterprise.",0.99988455,15.00180829,0
AVGO,2021,2,434.579,Pre,45,Hawk Tan,President and CEO,Revenue for switching.,-4.08E-05,15.00176753,0
AVGO,2021,2,449.154,Pre,46,Hawk Tan,President and CEO,"was up 30% year-on-year, primarily driven by the strong ramp of Trident and Tomahawk 3 for over 400G platforms and hyper-cloud data centers.",0.999999755,16.00176728,0
AVGO,2021,2,469.609,Pre,47,Hawk Tan,President and CEO,"In their networks, service providers have been investing in 5G infrastructure worldwide, where the demand for Jericho 2 at the metro core and Qumran at the edge have been robust with revenue up 35% year-on-year.",0.999999998,17.00176728,0
AVGO,2021,2,480.674,Pre,48,Hawk Tan,President and CEO,"On the other hand, enterprise demand in networking has not yet recovered, still down double digits from a year ago.",-0.999998739,16.00176854,0
AVGO,2021,2,500.906,Pre,49,Hawk Tan,President and CEO,"But as we go into the back half of the year, we expect to see hyperclouds upgrading to our next generation Trident Tomahawk 4 or over 800G switching platforms and sustained strength by service providers in network routing.",0.999999996,17.00176854,0
